cell_line,depmap_id,disease,time_hours,pathway,mapped_genes,mean_delta_log1p_cpm
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,12,G2M_checkpoint,190,-0.03292008599168376
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,24,G2M_checkpoint,190,-0.19571803682728817
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,48,G2M_checkpoint,190,-0.22729595774098446
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,3,G2M_checkpoint,190,0.12493533586200915
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,6,G2M_checkpoint,190,0.21642171207227204
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,12,G2M_checkpoint,190,-0.3595310399406835
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,24,G2M_checkpoint,190,-1.0014303285824626
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,48,G2M_checkpoint,190,-1.0434608056357033
IALM_LUNG,ACH-000672,lung cancer,3,G2M_checkpoint,190,-0.14276299758961325
IALM_LUNG,ACH-000672,lung cancer,6,G2M_checkpoint,190,-0.08335914925525063
IALM_LUNG,ACH-000672,lung cancer,12,G2M_checkpoint,190,0.02375247415743376
IALM_LUNG,ACH-000672,lung cancer,24,G2M_checkpoint,190,-0.5139894385086863
IALM_LUNG,ACH-000672,lung cancer,48,G2M_checkpoint,190,-0.6168951774898328
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,3,G2M_checkpoint,190,0.03749465001256842
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,6,G2M_checkpoint,190,0.23875583316150464
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,12,G2M_checkpoint,190,0.033213494012230324
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,24,G2M_checkpoint,190,-0.008464534659134715
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,48,G2M_checkpoint,190,0.12726688322268034
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,3,G2M_checkpoint,190,0.010631333840520759
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,6,G2M_checkpoint,190,-0.19543384439066835
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,12,G2M_checkpoint,190,-0.4955614140159205
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,24,G2M_checkpoint,190,-1.0000518544724113
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,48,G2M_checkpoint,190,-0.9886124011717344
NCIH226_LUNG,ACH-000367,lung cancer,3,G2M_checkpoint,190,0.06966300559671301
NCIH226_LUNG,ACH-000367,lung cancer,6,G2M_checkpoint,190,-0.009786203346754375
NCIH226_LUNG,ACH-000367,lung cancer,12,G2M_checkpoint,190,0.06114992075844815
NCIH226_LUNG,ACH-000367,lung cancer,24,G2M_checkpoint,190,-0.29170877478624646
NCIH226_LUNG,ACH-000367,lung cancer,48,G2M_checkpoint,190,-0.21943107435577794
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,3,G2M_checkpoint,190,-0.10879948986204047
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,6,G2M_checkpoint,190,-0.2104985059876191
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,12,G2M_checkpoint,190,-0.03046025727924548
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,24,G2M_checkpoint,190,-0.6056495719834378
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,48,G2M_checkpoint,190,-0.49602391782559846
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,3,G2M_checkpoint,190,-0.0012599749000448929
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,6,G2M_checkpoint,190,-0.055215125334890265
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,12,G2M_checkpoint,190,-0.19615625472445236
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,24,G2M_checkpoint,190,-0.7954916684251082
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,48,G2M_checkpoint,190,-0.9378605723381043
RERFLCAD1_LUNG,ACH-000791,lung cancer,3,G2M_checkpoint,190,0.01707863588082163
RERFLCAD1_LUNG,ACH-000791,lung cancer,6,G2M_checkpoint,190,0.001315680930488988
RERFLCAD1_LUNG,ACH-000791,lung cancer,12,G2M_checkpoint,190,-0.07524441982570447
RERFLCAD1_LUNG,ACH-000791,lung cancer,24,G2M_checkpoint,190,-0.3791854158828133
RERFLCAD1_LUNG,ACH-000791,lung cancer,48,G2M_checkpoint,190,-0.42244956101241865
SH10TC_STOMACH,ACH-000764,gastric cancer,3,G2M_checkpoint,190,0.058137751096173335
SH10TC_STOMACH,ACH-000764,gastric cancer,6,G2M_checkpoint,190,0.02548798730498866
SH10TC_STOMACH,ACH-000764,gastric cancer,12,G2M_checkpoint,190,0.015656323338809765
SH10TC_STOMACH,ACH-000764,gastric cancer,24,G2M_checkpoint,190,-0.14335083459552966
SH10TC_STOMACH,ACH-000764,gastric cancer,48,G2M_checkpoint,190,-0.11643674091288918
SKMEL2_SKIN,ACH-001190,skin cancer,3,G2M_checkpoint,190,-0.11563152388522499
SKMEL2_SKIN,ACH-001190,skin cancer,6,G2M_checkpoint,190,-0.10230634526202553
SKMEL2_SKIN,ACH-001190,skin cancer,12,G2M_checkpoint,190,-0.13956330622497357
SKMEL2_SKIN,ACH-001190,skin cancer,24,G2M_checkpoint,190,-0.4546284653638539
SKMEL2_SKIN,ACH-001190,skin cancer,48,G2M_checkpoint,190,-0.5771452361031583
SKMEL3_SKIN,ACH-000423,skin cancer,3,G2M_checkpoint,190,-0.0003678908473566959
SKMEL3_SKIN,ACH-000423,skin cancer,6,G2M_checkpoint,190,-0.06335973394544502
SKMEL3_SKIN,ACH-000423,skin cancer,12,G2M_checkpoint,190,0.03404605639608283
SKMEL3_SKIN,ACH-000423,skin cancer,24,G2M_checkpoint,190,-0.46928516469503706
SKMEL3_SKIN,ACH-000423,skin cancer,48,G2M_checkpoint,190,-0.9092157236839595
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,3,G2M_checkpoint,190,-0.0018260811504564787
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,6,G2M_checkpoint,190,-0.6972763274845324
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,12,G2M_checkpoint,190,-0.10272291459535297
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,24,G2M_checkpoint,190,-0.7704506052167792
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,48,G2M_checkpoint,190,-0.26393757180163735
SQ1_LUNG,ACH-000553,lung cancer,3,G2M_checkpoint,190,0.04469702839851379
SQ1_LUNG,ACH-000553,lung cancer,6,G2M_checkpoint,190,0.033053006153357656
SQ1_LUNG,ACH-000553,lung cancer,12,G2M_checkpoint,190,-0.04979152632387061
SQ1_LUNG,ACH-000553,lung cancer,24,G2M_checkpoint,190,-0.13691317282224957
SQ1_LUNG,ACH-000553,lung cancer,48,G2M_checkpoint,190,-0.35553231396173174
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,3,G2M_checkpoint,190,-0.04749359739454169
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,6,G2M_checkpoint,190,-0.02298635714932492
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,12,G2M_checkpoint,190,-0.10803167631751613
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,24,G2M_checkpoint,190,-0.05368514186457584
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,48,G2M_checkpoint,190,-0.05919915390642066
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,3,G2M_checkpoint,190,0.01917402352157392
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,6,G2M_checkpoint,190,-0.11859357607992072
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,12,G2M_checkpoint,190,-0.12979253185422798
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,24,G2M_checkpoint,190,-0.5460306826390718
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,48,G2M_checkpoint,190,-1.0636420817751633
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,3,apoptosis,159,0.035292275296817034
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,6,apoptosis,159,0.11459628253612879
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,12,apoptosis,159,0.14817226083023743
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,24,apoptosis,159,0.22028268433216983
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,48,apoptosis,159,0.2544130617342655
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,3,apoptosis,159,-0.025783083536340005
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,6,apoptosis,159,-0.01854469397532865
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,12,apoptosis,159,0.009594707369054638
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,24,apoptosis,159,0.04085459555469969
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,48,apoptosis,159,0.10969199062143482
BT474_BREAST,ACH-000927,breast cancer,3,apoptosis,159,-0.04287629982210555
BT474_BREAST,ACH-000927,breast cancer,6,apoptosis,159,0.07034454330708245
BT474_BREAST,ACH-000927,breast cancer,12,apoptosis,159,0.02396185630522434
BT474_BREAST,ACH-000927,breast cancer,24,apoptosis,159,0.012153980492046045
BT474_BREAST,ACH-000927,breast cancer,48,apoptosis,159,0.04252124676164591
BT549_BREAST,ACH-000288,breast cancer,3,apoptosis,159,-0.18286129363677786
BT549_BREAST,ACH-000288,breast cancer,6,apoptosis,159,-0.07294420813614468
BT549_BREAST,ACH-000288,breast cancer,12,apoptosis,159,-0.0904704324854245
BT549_BREAST,ACH-000288,breast cancer,24,apoptosis,159,0.049405538061129975
BT549_BREAST,ACH-000288,breast cancer,48,apoptosis,159,0.06035397450129191
CAOV3_OVARY,ACH-000713,ovarian cancer,3,apoptosis,159,-0.09204805347154725
CAOV3_OVARY,ACH-000713,ovarian cancer,6,apoptosis,159,-0.014177214424565153
CAOV3_OVARY,ACH-000713,ovarian cancer,12,apoptosis,159,-0.011313355943691806
CAOV3_OVARY,ACH-000713,ovarian cancer,24,apoptosis,159,-0.09004389883587195
CAOV3_OVARY,ACH-000713,ovarian cancer,48,apoptosis,159,-0.06214440178196385
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,3,apoptosis,159,0.06167110519589118
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,6,apoptosis,159,0.028995781574609143
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,12,apoptosis,159,0.01333892045530883
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,24,apoptosis,159,0.036195606555578845
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,48,apoptosis,159,-0.03841609081382272
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,3,apoptosis,159,-0.024740880202947173
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,6,apoptosis,159,0.008294946742507647
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,12,apoptosis,159,0.018997754784500075
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,24,apoptosis,159,0.03703627215241486
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,48,apoptosis,159,0.08451728213508174
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,3,apoptosis,159,-0.04205246166613117
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,6,apoptosis,159,-0.04174180000832996
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,12,apoptosis,159,-0.011674153729804657
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,24,apoptosis,159,0.018988100987560343
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,48,apoptosis,159,-0.07587677746448877
IALM_LUNG,ACH-000672,lung cancer,3,apoptosis,159,0.003092933375880403
IALM_LUNG,ACH-000672,lung cancer,6,apoptosis,159,-0.339322326318273
IALM_LUNG,ACH-000672,lung cancer,12,apoptosis,159,-0.12765730926825566
IALM_LUNG,ACH-000672,lung cancer,24,apoptosis,159,0.015147015733538934
IALM_LUNG,ACH-000672,lung cancer,48,apoptosis,159,0.19133658041744112
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,3,apoptosis,159,-0.014567328698979984
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,6,apoptosis,159,0.07015875412982965
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,12,apoptosis,159,0.12244223573672697
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,24,apoptosis,159,0.010447413291571275
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,48,apoptosis,159,0.045119856513521205
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,3,apoptosis,159,-0.10832481939087873
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,6,apoptosis,159,0.07201193113746883
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,12,apoptosis,159,0.037839667602155194
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,24,apoptosis,159,-0.05965745524040558
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,48,apoptosis,159,-0.07332624691837239
NCIH226_LUNG,ACH-000367,lung cancer,3,apoptosis,159,-0.049563702172453296
NCIH226_LUNG,ACH-000367,lung cancer,6,apoptosis,159,0.009045595268033585
NCIH226_LUNG,ACH-000367,lung cancer,12,apoptosis,159,0.04959311668977798
NCIH226_LUNG,ACH-000367,lung cancer,24,apoptosis,159,-0.03237296294116374
NCIH226_LUNG,ACH-000367,lung cancer,48,apoptosis,159,0.009711658804671569
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,3,apoptosis,159,0.007885576606546558
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,6,apoptosis,159,0.0031729213096810586
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,12,apoptosis,159,0.03766639952389699
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,24,apoptosis,159,-0.02826145460020821
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,48,apoptosis,159,0.1272745353620757
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,3,apoptosis,159,-0.014999611197777514
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,6,apoptosis,159,-0.022086757908827102
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,12,apoptosis,159,0.08435560753510433
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,24,apoptosis,159,0.20582141141471622
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,48,apoptosis,159,0.1530918128460458
RERFLCAD1_LUNG,ACH-000791,lung cancer,3,apoptosis,159,-0.028592220642281778
RERFLCAD1_LUNG,ACH-000791,lung cancer,6,apoptosis,159,0.025956782155066915
RERFLCAD1_LUNG,ACH-000791,lung cancer,12,apoptosis,159,0.04520456258605861
RERFLCAD1_LUNG,ACH-000791,lung cancer,24,apoptosis,159,0.008946427946570534
RERFLCAD1_LUNG,ACH-000791,lung cancer,48,apoptosis,159,0.11313115463316815
SH10TC_STOMACH,ACH-000764,gastric cancer,3,apoptosis,159,-0.04455840925000749
SH10TC_STOMACH,ACH-000764,gastric cancer,6,apoptosis,159,-0.022769797148194704
SH10TC_STOMACH,ACH-000764,gastric cancer,12,apoptosis,159,0.020443645100923453
SH10TC_STOMACH,ACH-000764,gastric cancer,24,apoptosis,159,-0.015739555816230533
SH10TC_STOMACH,ACH-000764,gastric cancer,48,apoptosis,159,0.10340326762049452
SKMEL2_SKIN,ACH-001190,skin cancer,3,apoptosis,159,-0.050415485347591854
SKMEL2_SKIN,ACH-001190,skin cancer,6,apoptosis,159,-0.1526069592379924
SKMEL2_SKIN,ACH-001190,skin cancer,12,apoptosis,159,-0.08219636123885149
SKMEL2_SKIN,ACH-001190,skin cancer,24,apoptosis,159,-0.08857068550661674
SKMEL2_SKIN,ACH-001190,skin cancer,48,apoptosis,159,-0.10959137423233416
SKMEL3_SKIN,ACH-000423,skin cancer,3,apoptosis,159,-0.044865348054178106
SKMEL3_SKIN,ACH-000423,skin cancer,6,apoptosis,159,-0.0882164513539968
SKMEL3_SKIN,ACH-000423,skin cancer,12,apoptosis,159,-0.06293416248177583
SKMEL3_SKIN,ACH-000423,skin cancer,24,apoptosis,159,0.020827802847016533
SKMEL3_SKIN,ACH-000423,skin cancer,48,apoptosis,159,-0.08035002676945813
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,3,apoptosis,159,-0.08633249510759078
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,6,apoptosis,159,-0.03924322878039858
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,12,apoptosis,159,0.0724755900460969
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,24,apoptosis,159,0.03306369699022305
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,48,apoptosis,159,0.14045991387757115
SQ1_LUNG,ACH-000553,lung cancer,3,apoptosis,159,0.0024831458082738914
SQ1_LUNG,ACH-000553,lung cancer,6,apoptosis,159,-0.0776030608693009
SQ1_LUNG,ACH-000553,lung cancer,12,apoptosis,159,0.0605080746254831
SQ1_LUNG,ACH-000553,lung cancer,24,apoptosis,159,0.11518608774029233
SQ1_LUNG,ACH-000553,lung cancer,48,apoptosis,159,0.144359567630216
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,3,apoptosis,159,-0.093554232855263
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,6,apoptosis,159,-0.051096680404255225
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,12,apoptosis,159,-0.041892782697137795
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,24,apoptosis,159,-0.02920839265457489
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,48,apoptosis,159,0.003832693651037396
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,3,apoptosis,159,-0.0480458768283796
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,6,apoptosis,159,-0.027770445406811794
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,12,apoptosis,159,0.019301374753316242
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,24,apoptosis,159,0.0187528890633733
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,48,apoptosis,159,0.15958353689631577
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,3,epithelial_mesenchymal_transition,196,0.01635722329421919
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,6,epithelial_mesenchymal_transition,196,-0.014131959299651943
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,12,epithelial_mesenchymal_transition,196,0.08292522083739845
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,24,epithelial_mesenchymal_transition,196,0.163609257157968
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,48,epithelial_mesenchymal_transition,196,0.3528456062990792
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,3,epithelial_mesenchymal_transition,196,-0.10446996089755273
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,6,epithelial_mesenchymal_transition,196,-0.07849739476734278
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,12,epithelial_mesenchymal_transition,196,-0.029688145129048094
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,24,epithelial_mesenchymal_transition,196,0.06825605627833581
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,48,epithelial_mesenchymal_transition,196,0.223336466721126
BT474_BREAST,ACH-000927,breast cancer,3,epithelial_mesenchymal_transition,196,-0.10542489132102655
BT474_BREAST,ACH-000927,breast cancer,6,epithelial_mesenchymal_transition,196,0.04539539832241681
BT474_BREAST,ACH-000927,breast cancer,12,epithelial_mesenchymal_transition,196,0.025361003620283946
BT474_BREAST,ACH-000927,breast cancer,24,epithelial_mesenchymal_transition,196,0.052212857166115116
BT474_BREAST,ACH-000927,breast cancer,48,epithelial_mesenchymal_transition,196,-0.011216173822782477
BT549_BREAST,ACH-000288,breast cancer,3,epithelial_mesenchymal_transition,196,-0.07647007886244327
BT549_BREAST,ACH-000288,breast cancer,6,epithelial_mesenchymal_transition,196,0.00826060346194676
BT549_BREAST,ACH-000288,breast cancer,12,epithelial_mesenchymal_transition,196,0.07029354602706675
BT549_BREAST,ACH-000288,breast cancer,24,epithelial_mesenchymal_transition,196,0.05306870444696777
BT549_BREAST,ACH-000288,breast cancer,48,epithelial_mesenchymal_transition,196,0.12125947797785
CAOV3_OVARY,ACH-000713,ovarian cancer,3,epithelial_mesenchymal_transition,196,-0.026745803654193878
CAOV3_OVARY,ACH-000713,ovarian cancer,6,epithelial_mesenchymal_transition,196,-0.030782711140963495
CAOV3_OVARY,ACH-000713,ovarian cancer,12,epithelial_mesenchymal_transition,196,-0.021454579976140236
CAOV3_OVARY,ACH-000713,ovarian cancer,24,epithelial_mesenchymal_transition,196,-0.08122502267360687
CAOV3_OVARY,ACH-000713,ovarian cancer,48,epithelial_mesenchymal_transition,196,0.06844325873012445
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,3,epithelial_mesenchymal_transition,196,0.01696409802047574
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,6,epithelial_mesenchymal_transition,196,0.09919415688028141
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,12,epithelial_mesenchymal_transition,196,0.13060467522971483
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,24,epithelial_mesenchymal_transition,196,0.1088067889213562
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,48,epithelial_mesenchymal_transition,196,0.14345036462253455
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,3,epithelial_mesenchymal_transition,196,-0.027654608293455476
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,6,epithelial_mesenchymal_transition,196,-0.046886262312835575
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,12,epithelial_mesenchymal_transition,196,-0.07105905669076103
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,24,epithelial_mesenchymal_transition,196,0.054850704967975616
COLO680N_OESOPHAGUS,ACH-000717,esophageal cancer,48,epithelial_mesenchymal_transition,196,0.14571898932359656
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,3,epithelial_mesenchymal_transition,196,-0.04913549946278942
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,6,epithelial_mesenchymal_transition,196,-0.047900435267662515
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,12,epithelial_mesenchymal_transition,196,0.05839141230193936
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,24,epithelial_mesenchymal_transition,196,0.30567759427489066
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,48,epithelial_mesenchymal_transition,196,0.2410811803170613
IALM_LUNG,ACH-000672,lung cancer,3,epithelial_mesenchymal_transition,196,0.025914539183889116
IALM_LUNG,ACH-000672,lung cancer,6,epithelial_mesenchymal_transition,196,-0.3138324660914285
IALM_LUNG,ACH-000672,lung cancer,12,epithelial_mesenchymal_transition,196,-0.09875999026152553
IALM_LUNG,ACH-000672,lung cancer,24,epithelial_mesenchymal_transition,196,0.0705350825981218
IALM_LUNG,ACH-000672,lung cancer,48,epithelial_mesenchymal_transition,196,0.19781213268941764
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,3,epithelial_mesenchymal_transition,196,-0.0660178217352653
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,6,epithelial_mesenchymal_transition,196,0.023517883249691555
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,12,epithelial_mesenchymal_transition,196,0.04812255167231268
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,24,epithelial_mesenchymal_transition,196,0.054540534712830366
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate cancer,48,epithelial_mesenchymal_transition,196,0.038956265060269106
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,3,epithelial_mesenchymal_transition,196,-0.1553871227162225
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,6,epithelial_mesenchymal_transition,196,-0.11628602597178245
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,12,epithelial_mesenchymal_transition,196,-0.04188090806104699
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,24,epithelial_mesenchymal_transition,196,-0.09061238200080637
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,48,epithelial_mesenchymal_transition,196,-0.2311200289701929
NCIH226_LUNG,ACH-000367,lung cancer,3,epithelial_mesenchymal_transition,196,-0.05544794943867898
NCIH226_LUNG,ACH-000367,lung cancer,6,epithelial_mesenchymal_transition,196,0.005834772574658297
NCIH226_LUNG,ACH-000367,lung cancer,12,epithelial_mesenchymal_transition,196,-0.06141507792837766
NCIH226_LUNG,ACH-000367,lung cancer,24,epithelial_mesenchymal_transition,196,-0.06084579883181319
NCIH226_LUNG,ACH-000367,lung cancer,48,epithelial_mesenchymal_transition,196,-0.02741568565976863
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,3,epithelial_mesenchymal_transition,196,-0.015097685158252716
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,6,epithelial_mesenchymal_transition,196,-0.006631445823883524
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,12,epithelial_mesenchymal_transition,196,-0.00639614751752542
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,24,epithelial_mesenchymal_transition,196,0.03640659427156254
RCC10RGB_KIDNEY,ACH-000189,kidney cancer,48,epithelial_mesenchymal_transition,196,0.16662422970545535
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,3,epithelial_mesenchymal_transition,196,-0.026578561231798054
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,6,epithelial_mesenchymal_transition,196,-0.026700040515588254
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,12,epithelial_mesenchymal_transition,196,-0.008849861366408212
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,24,epithelial_mesenchymal_transition,196,0.15314910667283194
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,48,epithelial_mesenchymal_transition,196,0.03807241621674323
RERFLCAD1_LUNG,ACH-000791,lung cancer,3,epithelial_mesenchymal_transition,196,-0.008331295178861034
RERFLCAD1_LUNG,ACH-000791,lung cancer,6,epithelial_mesenchymal_transition,196,-0.028344765305519104
