repeat,cell_line,split_half_rmse,full_target_noise_floor_approx,split_half_pcc,split_half_spearman
1,TE6_OESOPHAGUS,0.6405164926306038,0.3202582463153019,0.15184655252615925,0.14941395478540967
1,TEN_ENDOMETRIUM,0.5635067407464753,0.28175337037323767,0.12621081730737121,0.13336209106854852
1,TUHR4TKB_KIDNEY,0.5936788252441438,0.2968394126220719,0.15511599090476635,0.16785997870536928
1,UACC257_SKIN,0.5286177130065234,0.2643088565032617,0.477563974243964,0.3850212929550065
2,22RV1_PROSTATE,0.8010093986830462,0.4005046993415231,0.06227159177150773,0.09951689166807648
2,42MGBA_CENTRAL_NERVOUS_SYSTEM,0.36282789489358835,0.18141394744679418,0.267995716943037,0.24033863814137435
2,769P_KIDNEY,0.4354572892565319,0.21772864462826594,0.28324164653573186,0.2587520395515414
2,786O_KIDNEY,0.3054636924343411,0.15273184621717056,0.3165290233043615,0.2624820835704093
2,8505C_THYROID,0.48697889186784954,0.24348944593392477,0.3010796523318926,0.27275377363614217
2,A2780_OVARY,0.4214395730761803,0.21071978653809015,0.38036540980355027,0.35673609791931704
2,A375_SKIN,0.47894339335158514,0.23947169667579257,0.5903760216010735,0.48313954184126945
2,ACCMESO1_PLEURA,0.32900019147441334,0.16450009573720667,0.2680719838001301,0.2131701143038453
2,AGS_STOMACH,0.46361328085532405,0.23180664042766203,0.3140313631377738,0.2884199170425359
2,BEN_LUNG,0.4472652475853537,0.22363262379267684,0.17238746401904873,0.1577770455834442
2,CAL120_BREAST,0.3749834045943142,0.1874917022971571,0.27160361143917516,0.245247239276038
2,CAL62_THYROID,0.31535398802934855,0.15767699401467428,0.584144949683492,0.4491371712116726
2,CAOV3_OVARY,0.5064503905229343,0.25322519526146714,0.2521170252935462,0.24054277752360836
2,CJM_SKIN,0.7749949892918958,0.3874974946459479,0.20507001331463395,0.19825514788723742
2,COLO668_LUNG,0.7738156255181432,0.3869078127590716,0.09941100252667748,0.12402618584275761
2,COLO680N_OESOPHAGUS,0.4829685521795854,0.2414842760897927,0.24263647274467498,0.2277135573656062
2,COV434_OVARY,0.6211260862197656,0.3105630431098828,0.0833354426386405,0.08869742218429706
2,DMS273_LUNG,0.34864232486528435,0.17432116243264217,0.23915073293618172,0.21993851237260573
2,EFM192A_BREAST,0.7058419380943969,0.35292096904719844,0.09316281209542204,0.10607092154186389
2,G401_SOFT_TISSUE,0.517860591239389,0.2589302956196945,0.18620682450840081,0.21697810417902746
2,GCIY_STOMACH,0.34913017662722307,0.17456508831361153,0.3342902415021908,0.28257824166250867
2,GP2D_LARGE_INTESTINE,0.4354786357042003,0.21773931785210016,0.25663963222093944,0.24484995909908408
2,HCC1143_BREAST,0.5408751445674069,0.27043757228370346,0.1745450011547585,0.1841928566168198
2,HCC1195_LUNG,0.5628583535273206,0.2814291767636603,0.28634506376743474,0.2670730301820885
2,HCC1419_BREAST,0.746428805117896,0.373214402558948,0.15011928677073255,0.1279193659512932
2,HEC1B_ENDOMETRIUM,0.41939631460571447,0.20969815730285724,0.3000775990753971,0.25549333052126477
2,HEP3B217_LIVER,0.9288210347594338,0.4644105173797169,0.1013595323230168,0.11136834068742127
2,HS766T_PANCREAS,0.9656352595379792,0.4828176297689896,0.24642324368543198,0.2585434107405288
2,HS852T_SKIN,1.0099929020870613,0.5049964510435306,0.14006715694122066,0.14483444851036734
2,HUCCT1_BILIARY_TRACT,0.5144327109170604,0.2572163554585302,0.473539702684872,0.40174140583616325
2,IGR1_SKIN,0.4630948529684225,0.23154742648421126,0.36448503076289007,0.33060931243757724
2,IGROV1_OVARY,0.305785291998652,0.152892645999326,0.434350793125279,0.3668347795245809
2,ISTMES1_PLEURA,0.5470489969883597,0.27352449849417987,0.22536339036780498,0.2400929535691144
2,J82_URINARY_TRACT,0.3485231940729525,0.17426159703647626,0.3142285136093565,0.2598699629053251
2,JHH5_LIVER,0.6743870303031725,0.33719351515158624,0.20399331323022485,0.17496058943311216
2,KNS42_CENTRAL_NERVOUS_SYSTEM,0.4972487442025564,0.2486243721012782,0.1565545914078742,0.17228041940770145
2,KNS60_CENTRAL_NERVOUS_SYSTEM,0.5085575626825175,0.25427878134125875,0.14801960964844063,0.14934725406545987
2,KNS81_CENTRAL_NERVOUS_SYSTEM,0.6226044673192649,0.31130223365963244,0.20399268670984794,0.21138957422376473
2,KYSE270_OESOPHAGUS,0.44263951631021065,0.22131975815510532,0.25460977740554425,0.2290669833950874
2,LI7_LIVER,0.7960131989810408,0.3980065994905204,0.08978679397781643,0.11973121381256749
2,LK2_LUNG,0.5577192814017976,0.2788596407008988,0.11865915005037882,0.13353152784027073
2,LMSU_STOMACH,0.38463442889307564,0.19231721444653782,0.3601253718136212,0.32135898671428426
2,LN229_CENTRAL_NERVOUS_SYSTEM,0.518620998061006,0.259310499030503,0.31036067254287986,0.2854024539001355
2,LNCAPCLONEFGC_PROSTATE,0.48017881809139173,0.24008940904569587,0.10032924375477272,0.11014928850366919
2,LOVO_LARGE_INTESTINE,0.44265129565600014,0.22132564782800007,0.4205664082789723,0.3604935570350407
2,LUDLU1_LUNG,0.6060988597357968,0.3030494298678984,0.11673567883896462,0.12958888456290182
2,MALME3M_SKIN,0.9839843263791801,0.49199216318959005,0.25802067156825764,0.22412271403858097
2,MDAMB435S_SKIN,0.46430537515975506,0.23215268757987753,0.26437066337163184,0.25695666989529886
2,MDAMB468_BREAST,0.41928291981027904,0.20964145990513952,0.3068869286236012,0.252593712856258
2,MIAPACA2_PANCREAS,0.3463613431872985,0.17318067159364925,0.5674191658058554,0.45123713766858886
2,MSTO211H_PLEURA,0.3795650624697435,0.18978253123487174,0.3975804286787792,0.3520777461717752
2,NCIH1048_LUNG,0.7499756338323768,0.3749878169161884,0.10499297353429922,0.11181666135089775
2,NCIH1299_LUNG,0.2889499717944617,0.14447498589723085,0.39797430156887414,0.341646778085242
2,NCIH1355_LUNG,0.58728339042443,0.293641695212215,0.23499247223021166,0.2412466044215159
