outer_fold,model,inner_fold,control_dimension,response_rank,alpha,mean_rmse,n_validation_lines
1,CCLR,2,5,10,1.0,0.30920114072898985,18
1,CCLR,2,5,10,10.0,0.3082862634123719,18
1,CCLR,2,5,10,100.0,0.3067719231217254,18
1,CCLR,2,5,20,0.01,0.3096649195844613,18
1,CCLR,2,5,20,0.1,0.30964875045957946,18
1,CCLR,2,5,20,1.0,0.30949198578027787,18
1,CCLR,2,5,20,10.0,0.3083156576885437,18
1,CCLR,2,5,20,100.0,0.3064374916064596,18
1,CCLR,2,10,2,0.01,0.3078347845150522,18
1,CCLR,2,10,2,0.1,0.30783019637341696,18
1,CCLR,2,10,2,1.0,0.3077857987875243,18
1,CCLR,2,10,2,10.0,0.30745888648985414,18
1,CCLR,2,10,2,100.0,0.3070375896780003,18
1,CCLR,2,10,5,0.01,0.30993974108012573,18
1,CCLR,2,10,5,0.1,0.3099264019607441,18
1,CCLR,2,10,5,1.0,0.3097968972368774,18
1,CCLR,2,10,5,10.0,0.30881183108954763,18
1,CCLR,2,10,5,100.0,0.3070074334670613,18
1,CCLR,2,10,10,0.01,0.3108914526198962,18
1,CCLR,2,10,10,0.1,0.31087295334609766,18
1,CCLR,2,10,10,1.0,0.3106933394429152,18
1,CCLR,2,10,10,10.0,0.3093264402795037,18
1,CCLR,2,10,10,100.0,0.30681805014086394,18
1,CCLR,2,10,20,0.01,0.3117332519412041,18
1,CCLR,2,10,20,0.1,0.31170882745801903,18
1,CCLR,2,10,20,1.0,0.3114717319839781,18
1,CCLR,2,10,20,10.0,0.3096712512095849,18
1,CCLR,2,10,20,100.0,0.30644896116482884,18
1,CCLR,2,20,2,0.01,0.3080406617303889,18
1,CCLR,2,20,2,0.1,0.30803555648011477,18
1,CCLR,2,20,2,1.0,0.30798610970659696,18
1,CCLR,2,20,2,10.0,0.3076186357305606,18
1,CCLR,2,20,2,100.0,0.3070849719206461,18
1,CCLR,2,20,5,0.01,0.3111991918586263,18
1,CCLR,2,20,5,0.1,0.31118197670976616,18
1,CCLR,2,20,5,1.0,0.31101464656715005,18
1,CCLR,2,20,5,10.0,0.30972795679985005,18
1,CCLR,2,20,5,100.0,0.3071669273980882,18
1,CCLR,2,20,10,0.01,0.31245588924762446,18
1,CCLR,2,20,10,0.1,0.3124321051271723,18
1,CCLR,2,20,10,1.0,0.3122009666852919,18
1,CCLR,2,20,10,10.0,0.3104267607287283,18
1,CCLR,2,20,10,100.0,0.30694932952419557,18
1,CCLR,2,20,20,0.01,0.31397414486767644,18
1,CCLR,2,20,20,0.1,0.3139418590087063,18
1,CCLR,2,20,20,1.0,0.31362813648892096,18
1,CCLR,2,20,20,10.0,0.3112233195423199,18
1,CCLR,2,20,20,100.0,0.30659224415609754,18
1,CCLR,2,30,2,0.01,0.3074056180050407,18
1,CCLR,2,30,2,0.1,0.30740200267569,18
1,CCLR,2,30,2,1.0,0.3073671191191705,18
1,CCLR,2,30,2,10.0,0.30711771256483483,18
1,CCLR,2,30,2,100.0,0.30692563730358746,18
1,CCLR,2,30,5,0.01,0.31066196369436844,18
1,CCLR,2,30,5,0.1,0.31064583202629015,18
1,CCLR,2,30,5,1.0,0.31048910542779995,18
1,CCLR,2,30,5,10.0,0.3092894242850488,18
1,CCLR,2,30,5,100.0,0.30700258229508204,18
1,CCLR,2,30,10,0.01,0.31205257692685223,18
1,CCLR,2,30,10,0.1,0.31202974997587624,18
1,CCLR,2,30,10,1.0,0.31180795942641476,18
1,CCLR,2,30,10,10.0,0.31010900550238246,18
1,CCLR,2,30,10,100.0,0.30684560612710177,18
1,CCLR,2,30,20,0.01,0.3146930695835458,18
1,CCLR,2,30,20,0.1,0.31465817431508936,18
1,CCLR,2,30,20,1.0,0.31431903334691774,18
1,CCLR,2,30,20,10.0,0.31171480905660576,18
1,CCLR,2,30,20,100.0,0.30662892739354575,18
1,CCLR,3,5,2,0.01,0.3570025555944144,19
1,CCLR,3,5,2,0.1,0.35699860866331473,19
1,CCLR,3,5,2,1.0,0.35696045261452314,19
1,CCLR,3,5,2,10.0,0.35668211307330466,19
1,CCLR,3,5,2,100.0,0.3563587211360013,19
1,CCLR,3,5,5,0.01,0.3570675046657496,19
1,CCLR,3,5,5,0.1,0.35706044380450147,19
1,CCLR,3,5,5,1.0,0.3569922129143247,19
1,CCLR,3,5,5,10.0,0.35649657104662824,19
1,CCLR,3,5,5,100.0,0.3559567779481883,19
1,CCLR,3,5,10,0.01,0.3578966356622329,19
1,CCLR,3,5,10,0.1,0.3578839342762222,19
1,CCLR,3,5,10,1.0,0.35776102321841674,19
1,CCLR,3,5,10,10.0,0.3568552523847471,19
1,CCLR,3,5,10,100.0,0.3556440569689986,19
1,CCLR,3,5,20,0.01,0.3584819657313773,19
1,CCLR,3,5,20,0.1,0.35846603203200145,19
1,CCLR,3,5,20,1.0,0.3583117498195625,19
1,CCLR,3,5,20,10.0,0.3571680530490974,19
1,CCLR,3,5,20,100.0,0.35552707090300534,19
1,CCLR,3,10,2,0.01,0.3571809388121332,19
1,CCLR,3,10,2,0.1,0.3571762349494178,19
1,CCLR,3,10,2,1.0,0.3571307264581208,19
1,CCLR,3,10,2,10.0,0.35679608283028813,19
1,CCLR,3,10,2,100.0,0.3563573750888831,19
1,CCLR,3,10,5,0.01,0.3571946802096114,19
1,CCLR,3,10,5,0.1,0.3571856346916257,19
1,CCLR,3,10,5,1.0,0.3570982114471372,19
1,CCLR,3,10,5,10.0,0.35646209269226187,19
1,CCLR,3,10,5,100.0,0.3557505392197509,19
1,CCLR,3,10,10,0.01,0.3583699725600907,19
1,CCLR,3,10,10,0.1,0.3583534917925846,19
1,CCLR,3,10,10,1.0,0.3581939583097012,19
1,CCLR,3,10,10,10.0,0.3570147556863472,19
1,CCLR,3,10,10,100.0,0.35538308057308693,19
1,CCLR,3,10,20,0.01,0.3597212751034152,19
1,CCLR,3,10,20,0.1,0.3596981981567345,19
1,CCLR,3,10,20,1.0,0.3594745909087513,19
1,CCLR,3,10,20,10.0,0.3578055432981988,19
1,CCLR,3,10,20,100.0,0.35523165293081543,19
1,CCLR,3,20,2,0.01,0.3566886982128482,19
1,CCLR,3,20,2,0.1,0.35668406067465047,19
1,CCLR,3,20,2,1.0,0.35663933117689817,19
1,CCLR,3,20,2,10.0,0.35632061721806835,19
1,CCLR,3,20,2,100.0,0.3560794329383921,19
1,CCLR,3,20,5,0.01,0.35763473579436217,19
1,CCLR,3,20,5,0.1,0.3576231484018088,19
1,CCLR,3,20,5,1.0,0.3575110480546268,19
1,CCLR,3,20,5,10.0,0.3566874485579496,19
1,CCLR,3,20,5,100.0,0.35564200206658725,19
1,CCLR,3,20,10,0.01,0.3602880945143324,19
1,CCLR,3,20,10,0.1,0.36026391120836737,19
1,CCLR,3,20,10,1.0,0.36002945090572885,19
1,CCLR,3,20,10,10.0,0.35826971488004605,19
1,CCLR,3,20,10,100.0,0.35540039805356793,19
1,CCLR,3,20,20,0.01,0.36277427119553457,19
1,CCLR,3,20,20,0.1,0.36273964627838123,19
1,CCLR,3,20,20,1.0,0.3624036393694029,19
1,CCLR,3,20,20,10.0,0.35985904529841095,19
1,CCLR,3,20,20,100.0,0.3553538497507972,19
1,CCLR,3,30,2,0.01,0.3567103908320996,19
1,CCLR,3,30,2,0.1,0.3567051605655701,19
1,CCLR,3,30,2,1.0,0.35665469661802757,19
1,CCLR,3,30,2,10.0,0.35629394292355304,19
1,CCLR,3,30,2,100.0,0.3560060661688404,19
1,CCLR,3,30,5,0.01,0.35785317986660775,19
1,CCLR,3,30,5,0.1,0.3578405809756415,19
1,CCLR,3,30,5,1.0,0.35771864422611643,19
1,CCLR,3,30,5,10.0,0.3568191416315624,19
1,CCLR,3,30,5,100.0,0.3556221034825629,19
1,CCLR,3,30,10,0.01,0.3608345999451669,19
1,CCLR,3,30,10,0.1,0.3608081570466404,19
1,CCLR,3,30,10,1.0,0.36055170775273715,19
1,CCLR,3,30,10,10.0,0.35862114657950733,19
1,CCLR,3,30,10,100.0,0.3553906193508188,19
1,CCLR,3,30,20,0.01,0.3641726604037401,19
1,CCLR,3,30,20,0.1,0.36413308098076097,19
1,CCLR,3,30,20,1.0,0.36374880757609224,19
1,CCLR,3,30,20,10.0,0.36082530740499497,19
1,CCLR,3,30,20,100.0,0.3554500590298624,19
2,CCLR,0,5,2,0.01,0.33223206906417,18
2,CCLR,0,5,2,0.1,0.33222502619104627,18
2,CCLR,0,5,2,1.0,0.3321569363624481,18
2,CCLR,0,5,2,10.0,0.33166015555004935,18
2,CCLR,0,5,2,100.0,0.3311005899599062,18
2,CCLR,0,5,5,0.01,0.33284750780377526,18
2,CCLR,0,5,5,0.1,0.3328368101852109,18
2,CCLR,0,5,5,1.0,0.3327332538833807,18
2,CCLR,0,5,5,10.0,0.3319678777667978,18
2,CCLR,0,5,5,100.0,0.33093502667582664,18
2,CCLR,0,5,10,0.01,0.33447139112140495,18
2,CCLR,0,5,10,0.1,0.33445410425246574,18
2,CCLR,0,5,10,1.0,0.33428644823000586,18
2,CCLR,0,5,10,10.0,0.33302425323478835,18
2,CCLR,0,5,10,100.0,0.33093311661527597,18
2,CCLR,0,5,20,0.01,0.33541915471107814,18
2,CCLR,0,5,20,0.1,0.33539527813747977,18
2,CCLR,0,5,20,1.0,0.33516368968343846,18
2,CCLR,0,5,20,10.0,0.33341894925827115,18
2,CCLR,0,5,20,100.0,0.3305291790697853,18
2,CCLR,0,10,2,0.01,0.3316275080754651,18
2,CCLR,0,10,2,0.1,0.3316192269871656,18
2,CCLR,0,10,2,1.0,0.3315393325856207,18
2,CCLR,0,10,2,10.0,0.33096919630672655,18
2,CCLR,0,10,2,100.0,0.33056714458030423,18
2,CCLR,0,10,5,0.01,0.33257504727430587,18
2,CCLR,0,10,5,0.1,0.3325609988839778,18
2,CCLR,0,10,5,1.0,0.3324251366385351,18
2,CCLR,0,10,5,10.0,0.3314312345443998,18
2,CCLR,0,10,5,100.0,0.33029033433495675,18
2,CCLR,0,10,10,0.01,0.3349412838570387,18
2,CCLR,0,10,10,0.1,0.3349181841750775,18
2,CCLR,0,10,10,1.0,0.3346942311428549,18
2,CCLR,0,10,10,10.0,0.33301461022469575,18
2,CCLR,0,10,10,100.0,0.3303663432923155,18
2,CCLR,0,10,20,0.01,0.3371066914589023,18
2,CCLR,0,10,20,0.1,0.3370717713812874,18
2,CCLR,0,10,20,1.0,0.33673299178938376,18
2,CCLR,0,10,20,10.0,0.3341760488855222,18
2,CCLR,0,10,20,100.0,0.32990744503044145,18
2,CCLR,0,20,2,0.01,0.33145047220775337,18
2,CCLR,0,20,2,0.1,0.33144140677249356,18
2,CCLR,0,20,2,1.0,0.3313539413592103,18
2,CCLR,0,20,2,10.0,0.33073020112818335,18
2,CCLR,0,20,2,100.0,0.33033504913894285,18
2,CCLR,0,20,5,0.01,0.3333110755017524,18
2,CCLR,0,20,5,0.1,0.33329444689992105,18
2,CCLR,0,20,5,1.0,0.3331334004892963,18
2,CCLR,0,20,5,10.0,0.3319388760022857,18
2,CCLR,0,20,5,100.0,0.3303259166421109,18
2,CCLR,0,20,10,0.01,0.3361120911797159,18
2,CCLR,0,20,10,0.1,0.3360847830326501,18
2,CCLR,0,20,10,1.0,0.3358197968086082,18
2,CCLR,0,20,10,10.0,0.3338159989863341,18
2,CCLR,0,20,10,100.0,0.3304206298227119,18
2,CCLR,0,20,20,0.01,0.3401013720304059,18
2,CCLR,0,20,20,0.1,0.3400561519717822,18
2,CCLR,0,20,20,1.0,0.33961694251003305,18
2,CCLR,0,20,20,10.0,0.3362658245049317,18
2,CCLR,0,20,20,100.0,0.3301272371575504,18
2,CCLR,0,30,2,0.01,0.33167963529722644,18
2,CCLR,0,30,2,0.1,0.3316691042319048,18
2,CCLR,0,30,2,1.0,0.3315673920640952,18
2,CCLR,0,30,2,10.0,0.33083441336836195,18
2,CCLR,0,30,2,100.0,0.33024794468222085,18
2,CCLR,0,30,5,0.01,0.3337263780575132,18
2,CCLR,0,30,5,0.1,0.33370787370232485,18
2,CCLR,0,30,5,1.0,0.33352855469340315,18
2,CCLR,0,30,5,10.0,0.33219101928077344,18
2,CCLR,0,30,5,100.0,0.33028124383517643,18
2,CCLR,0,30,10,0.01,0.33668232411936355,18
2,CCLR,0,30,10,0.1,0.33665252624520914,18
2,CCLR,0,30,10,1.0,0.3363632905727665,18
2,CCLR,0,30,10,10.0,0.3341698897274587,18
2,CCLR,0,30,10,100.0,0.33037646502763096,18
2,CCLR,0,30,20,0.01,0.34156009292943146,18
2,CCLR,0,30,20,0.1,0.3415093601915113,18
2,CCLR,0,30,20,1.0,0.3410164309887523,18
2,CCLR,0,30,20,10.0,0.33724291503624726,18
2,CCLR,0,30,20,100.0,0.33015549568880304,18
2,CCLR,1,5,2,0.01,0.32997015904573906,19
2,CCLR,1,5,2,0.1,0.32996564024984565,19
2,CCLR,1,5,2,1.0,0.3299220398171891,19
2,CCLR,1,5,2,10.0,0.32961013405006984,19
2,CCLR,1,5,2,100.0,0.3293521409392299,19
2,CCLR,1,5,5,0.01,0.3309372237337069,19
2,CCLR,1,5,5,0.1,0.3309277152643631,19
2,CCLR,1,5,5,1.0,0.33083567877059794,19
2,CCLR,1,5,5,10.0,0.3301556253916603,19
2,CCLR,1,5,5,100.0,0.3292120799345307,19
2,CCLR,1,5,10,0.01,0.3316081241052775,19
2,CCLR,1,5,10,0.1,0.33159272888807856,19
2,CCLR,1,5,10,1.0,0.3314436692436067,19
2,CCLR,1,5,10,10.0,0.33033936499166294,19
2,CCLR,1,5,10,100.0,0.32876889480596755,19
2,CCLR,1,5,20,0.01,0.33269708501797457,19
2,CCLR,1,5,20,0.1,0.33267620067661857,19
2,CCLR,1,5,20,1.0,0.3324738256974077,19
2,CCLR,1,5,20,10.0,0.330962374200675,19
2,CCLR,1,5,20,100.0,0.3286207203822273,19
2,CCLR,1,10,2,0.01,0.3308588371003693,19
2,CCLR,1,10,2,0.1,0.3308487064043824,19
2,CCLR,1,10,2,1.0,0.3307506444467823,19
2,CCLR,1,10,2,10.0,0.3300264423593309,19
2,CCLR,1,10,2,100.0,0.32906010296673166,19
2,CCLR,1,10,5,0.01,0.3320193275662977,19
2,CCLR,1,10,5,0.1,0.3320030011411598,19
2,CCLR,1,10,5,1.0,0.33184479187091614,19
2,CCLR,1,10,5,10.0,0.3306633859245368,19
2,CCLR,1,10,5,100.0,0.32885724189973553,19
2,CCLR,1,10,10,0.01,0.33335133615056056,19
2,CCLR,1,10,10,0.1,0.3333260740062139,19
2,CCLR,1,10,10,1.0,0.33308120847120015,19
2,CCLR,1,10,10,10.0,0.33124792482279514,19
2,CCLR,1,10,10,100.0,0.3283641884777453,19
2,CCLR,1,10,20,0.01,0.3351742842060144,19
2,CCLR,1,10,20,0.1,0.3351399550518237,19
2,CCLR,1,10,20,1.0,0.3348070019213429,19
2,CCLR,1,10,20,10.0,0.33229971430904665,19
2,CCLR,1,10,20,100.0,0.3281283866557705,19
2,CCLR,1,20,2,0.01,0.3302736856059305,19
2,CCLR,1,20,2,0.1,0.3302621492382181,19
2,CCLR,1,20,2,1.0,0.3301506987607928,19
2,CCLR,1,20,2,10.0,0.3293435892989996,19
2,CCLR,1,20,2,100.0,0.3285283859889944,19
2,CCLR,1,20,5,0.01,0.3317520815850862,19
2,CCLR,1,20,5,0.1,0.3317330546133373,19
2,CCLR,1,20,5,1.0,0.33154885159211006,19
2,CCLR,1,20,5,10.0,0.3301863539360801,19
2,CCLR,1,20,5,100.0,0.32832192501390045,19
2,CCLR,1,20,10,0.01,0.3338222864363695,19
2,CCLR,1,20,10,0.1,0.33379147490812827,19
2,CCLR,1,20,10,1.0,0.33349288277626693,19
2,CCLR,1,20,10,10.0,0.3312623287989653,19
2,CCLR,1,20,10,100.0,0.32784840351599803,19
2,CCLR,1,20,20,0.01,0.33694437206506966,19
2,CCLR,1,20,20,0.1,0.3368999949414681,19
2,CCLR,1,20,20,1.0,0.33646946409015915,19
2,CCLR,1,20,20,10.0,0.33321901038179585,19
2,CCLR,1,20,20,100.0,0.32771072225160797,19
2,CCLR,1,30,2,0.01,0.3303600846039774,19
2,CCLR,1,30,2,0.1,0.3303475910058331,19
2,CCLR,1,30,2,1.0,0.33022688468688505,19
2,CCLR,1,30,2,10.0,0.3293520386411779,19
2,CCLR,1,30,2,100.0,0.3284488039632737,19
2,CCLR,1,30,5,0.01,0.33151968224653444,19
2,CCLR,1,30,5,0.1,0.33150027991672587,19
2,CCLR,1,30,5,1.0,0.3313125313874382,19
2,CCLR,1,30,5,10.0,0.32993025799363673,19
2,CCLR,1,30,5,100.0,0.32814085520553293,19
2,CCLR,1,30,10,0.01,0.3337145238440211,19
2,CCLR,1,30,10,0.1,0.3336827239112187,19
2,CCLR,1,30,10,1.0,0.33337461951426217,19
2,CCLR,1,30,10,10.0,0.3310779773870072,19
2,CCLR,1,30,10,100.0,0.32764787337627793,19
2,CCLR,1,30,20,0.01,0.33738296328294654,19
2,CCLR,1,30,20,0.1,0.33733513081628635,19
2,CCLR,1,30,20,1.0,0.33687109387960923,19
2,CCLR,1,30,20,10.0,0.3333691676943285,19
2,CCLR,1,30,20,100.0,0.3274710589438977,19
2,CCLR,2,5,2,0.01,0.31207417888769123,19
2,CCLR,2,5,2,0.1,0.3120697379990193,19
2,CCLR,2,5,2,1.0,0.3120268416410033,19
2,CCLR,2,5,2,10.0,0.31171640511686227,19
2,CCLR,2,5,2,100.0,0.3113940880210975,19
2,CCLR,2,5,5,0.01,0.31283274309828923,19
2,CCLR,2,5,5,0.1,0.3128234684381089,19
2,CCLR,2,5,5,1.0,0.3127337008448453,19
2,CCLR,2,5,5,10.0,0.312070784678556,19
2,CCLR,2,5,5,100.0,0.31115419569114205,19
2,CCLR,2,5,10,0.01,0.3133872953006741,19
2,CCLR,2,5,10,0.1,0.3133748375203462,19
2,CCLR,2,5,10,1.0,0.313254175721595,19
2,CCLR,2,5,10,10.0,0.31235699742471135,19
2,CCLR,2,5,10,100.0,0.31102303024785094,19
2,CCLR,2,5,20,0.01,0.3139336195722404,19
2,CCLR,2,5,20,0.1,0.3139155318143107,19
2,CCLR,2,5,20,1.0,0.31374035539822315,19
2,CCLR,2,5,20,10.0,0.31243923142400887,19
2,CCLR,2,5,20,100.0,0.3105406933801197,19
2,CCLR,2,10,2,0.01,0.3118716675947836,19
2,CCLR,2,10,2,0.1,0.3118678915685587,19
2,CCLR,2,10,2,1.0,0.3118314694751659,19
2,CCLR,2,10,2,10.0,0.3115717281296314,19
2,CCLR,2,10,2,100.0,0.311368782118077,19
2,CCLR,2,10,5,0.01,0.3135558387185398,19
2,CCLR,2,10,5,0.1,0.31354378418588097,19
2,CCLR,2,10,5,1.0,0.3134269715671458,19
2,CCLR,2,10,5,10.0,0.31255413335144305,19
2,CCLR,2,10,5,100.0,0.3111792690211718,19
2,CCLR,2,10,10,0.01,0.31622286334951477,19
2,CCLR,2,10,10,0.1,0.3162000445311075,19
2,CCLR,2,10,10,1.0,0.31597850680594375,19
2,CCLR,2,10,10,10.0,0.31429332194228576,19
2,CCLR,2,10,10,100.0,0.31118441969837873,19
2,CCLR,2,10,20,0.01,0.31729772175311055,19
2,CCLR,2,10,20,0.1,0.3172668716768576,19
2,CCLR,2,10,20,1.0,0.3169674717583419,19
2,CCLR,2,10,20,10.0,0.31469839813474465,19
2,CCLR,2,10,20,100.0,0.3106639186303692,19
2,CCLR,2,20,2,0.01,0.31300822664039246,19
2,CCLR,2,20,2,0.1,0.31300169672454076,19
2,CCLR,2,20,2,1.0,0.3129383671786104,19
2,CCLR,2,20,2,10.0,0.31246122690243083,19
2,CCLR,2,20,2,100.0,0.31164082073525134,19
2,CCLR,2,20,5,0.01,0.31504601495876144,19
2,CCLR,2,20,5,0.1,0.3150285851049819,19
2,CCLR,2,20,5,1.0,0.3148594524490905,19
2,CCLR,2,20,5,10.0,0.3135787668879212,19
2,CCLR,2,20,5,100.0,0.3112847167194308,19
2,CCLR,2,20,10,0.01,0.31889310658436465,19
2,CCLR,2,20,10,0.1,0.31886039333142246,19
2,CCLR,2,20,10,1.0,0.3185425298130211,19
2,CCLR,2,20,10,10.0,0.3161055153542409,19
2,CCLR,2,20,10,100.0,0.31131682569148134,19
2,CCLR,2,20,20,0.01,0.32115716020626467,19
2,CCLR,2,20,20,0.1,0.3211132906309558,19
2,CCLR,2,20,20,1.0,0.3206870174631776,19
2,CCLR,2,20,20,10.0,0.31741887196824387,19
2,CCLR,2,20,20,100.0,0.31102755396063725,19
2,CCLR,2,30,2,0.01,0.3131239626177303,19
2,CCLR,2,30,2,0.1,0.313117360779121,19
2,CCLR,2,30,2,1.0,0.31305330060517733,19
2,CCLR,2,30,2,10.0,0.31256825357214807,19
2,CCLR,2,30,2,100.0,0.311696506820493,19
2,CCLR,2,30,5,0.01,0.3153338799757111,19
2,CCLR,2,30,5,0.1,0.31531598110286746,19
2,CCLR,2,30,5,1.0,0.3151422330112527,19
2,CCLR,2,30,5,10.0,0.3138219343880418,19
2,CCLR,2,30,5,100.0,0.31138352583353646,19
2,CCLR,2,30,10,0.01,0.31943021332561944,19
2,CCLR,2,30,10,0.1,0.3193966401389015,19
2,CCLR,2,30,10,1.0,0.31907031270867453,19
2,CCLR,2,30,10,10.0,0.3165604923690168,19
2,CCLR,2,30,10,100.0,0.3115029633837926,19
2,CCLR,2,30,20,0.01,0.3219605604417624,19
2,CCLR,2,30,20,0.1,0.3219144721520805,19
2,CCLR,2,30,20,1.0,0.32146652330304776,19
2,CCLR,2,30,20,10.0,0.3180238149585744,19
2,CCLR,2,30,20,100.0,0.3111676945476047,19
2,CCLR,3,5,2,0.01,0.33102583996660423,19
2,CCLR,3,5,2,0.1,0.33101755723434545,19
2,CCLR,3,5,2,1.0,0.330937396563983,19
2,CCLR,3,5,2,10.0,0.3303461725507548,19
2,CCLR,3,5,2,100.0,0.3295541642847778,19
2,CCLR,3,5,5,0.01,0.3315085570301523,19
2,CCLR,3,5,5,0.1,0.3314972286156562,19
2,CCLR,3,5,5,1.0,0.33138752824897,19
2,CCLR,3,5,5,10.0,0.3305737387224316,19
2,CCLR,3,5,5,100.0,0.32940382494826526,19
2,CCLR,3,5,10,0.01,0.3326833369858279,19
2,CCLR,3,5,10,0.1,0.3326659834389781,19
2,CCLR,3,5,10,1.0,0.3324977860932439,19
2,CCLR,3,5,10,10.0,0.3312387846710776,19
2,CCLR,3,5,10,100.0,0.32923554352244055,19
2,CCLR,3,5,20,0.01,0.33349833035451115,19
2,CCLR,3,5,20,0.1,0.3334755330974472,19
2,CCLR,3,5,20,1.0,0.3332545383224737,19
2,CCLR,3,5,20,10.0,0.3315979996930283,19
2,CCLR,3,5,20,100.0,0.32893482540093644,19
2,CCLR,3,10,2,0.01,0.33259623657969245,19
2,CCLR,3,10,2,0.1,0.33258112394304395,19
2,CCLR,3,10,2,1.0,0.3324345514395846,19
2,CCLR,3,10,2,10.0,0.33133074863105827,19
2,CCLR,3,10,2,100.0,0.32948494800766087,19
2,CCLR,3,10,5,0.01,0.33286148147950284,19
2,CCLR,3,10,5,0.1,0.33284309453829364,19
2,CCLR,3,10,5,1.0,0.33266482424267485,19
2,CCLR,3,10,5,10.0,0.33132677175634856,19
2,CCLR,3,10,5,100.0,0.32917048998640375,19
2,CCLR,3,10,10,0.01,0.33549284118007394,19
2,CCLR,3,10,10,0.1,0.3354627232550626,19
2,CCLR,3,10,10,1.0,0.33517039217021366,19
2,CCLR,3,10,10,10.0,0.3329528945478747,19
2,CCLR,3,10,10,100.0,0.3290150867869499,19
2,CCLR,3,10,20,0.01,0.3373487798731317,19
2,CCLR,3,10,20,0.1,0.33730956109575866,19
2,CCLR,3,10,20,1.0,0.33692878499468487,19
2,CCLR,3,10,20,10.0,0.3340326066934542,19
2,CCLR,3,10,20,100.0,0.3287810515198939,19
2,CCLR,3,20,2,0.01,0.333776170685033,19
2,CCLR,3,20,2,0.1,0.33375801222870083,19
2,CCLR,3,20,2,1.0,0.33358162075155945,19
2,CCLR,3,20,2,10.0,0.33223343738410116,19
2,CCLR,3,20,2,100.0,0.32969844165220247,19
2,CCLR,3,20,5,0.01,0.33421089193557135,19
2,CCLR,3,20,5,0.1,0.33418838807949336,19
2,CCLR,3,20,5,1.0,0.3339698937340304,19
2,CCLR,3,20,5,10.0,0.33230802950817473,19
2,CCLR,3,20,5,100.0,0.3293229735553885,19
2,CCLR,3,20,10,0.01,0.33875421211555073,19
2,CCLR,3,20,10,0.1,0.3387134643641143,19
2,CCLR,3,20,10,1.0,0.33831741697799234,19
2,CCLR,3,20,10,10.0,0.3352746117196956,19
2,CCLR,3,20,10,100.0,0.3293230389537469,19
2,CCLR,3,20,20,0.01,0.3414769709054177,19
2,CCLR,3,20,20,0.1,0.34142388164709725,19
2,CCLR,3,20,20,1.0,0.3409078015121032,19
2,CCLR,3,20,20,10.0,0.33693729952783036,19
2,CCLR,3,20,20,100.0,0.329105220520146,19
2,CCLR,3,30,2,0.01,0.33470193581358904,19
2,CCLR,3,30,2,0.1,0.3346808631941437,19
2,CCLR,3,30,2,1.0,0.3344760031918122,19
2,CCLR,3,30,2,10.0,0.3328989509680656,19
2,CCLR,3,30,2,100.0,0.32978578537845565,19
2,CCLR,3,30,5,0.01,0.3354321763072026,19
2,CCLR,3,30,5,0.1,0.3354052885062358,19
2,CCLR,3,30,5,1.0,0.3351440417872929,19
2,CCLR,3,30,5,10.0,0.3331436795350859,19
2,CCLR,3,30,5,100.0,0.3293684740749134,19
2,CCLR,3,30,10,0.01,0.34066853076619735,19
2,CCLR,3,30,10,0.1,0.34062138878222437,19
2,CCLR,3,30,10,1.0,0.34016293788722574,19
2,CCLR,3,30,10,10.0,0.33662272357424494,19
2,CCLR,3,30,10,100.0,0.3294636030067133,19
2,CCLR,3,30,20,0.01,0.3436127463559306,19
2,CCLR,3,30,20,0.1,0.3435526353259581,19
2,CCLR,3,30,20,1.0,0.3429680191250378,19
2,CCLR,3,30,20,10.0,0.3384505737069581,19
2,CCLR,3,30,20,100.0,0.32927861887121923,19
3,CCLR,0,5,2,0.01,0.31823037237567275,19
3,CCLR,0,5,2,0.1,0.31821910272807713,19
3,CCLR,0,5,2,1.0,0.31810980041935044,19
3,CCLR,0,5,2,10.0,0.31728719859765553,19
3,CCLR,0,5,2,100.0,0.3159638257351657,19
3,CCLR,0,5,5,0.01,0.318966893557724,19
3,CCLR,0,5,5,0.1,0.3189530960209332,19
3,CCLR,0,5,5,1.0,0.31881916202412636,19
3,CCLR,0,5,5,10.0,0.3178027351012047,19
3,CCLR,0,5,5,100.0,0.3160248280173668,19
3,CCLR,0,5,10,0.01,0.3202983899595147,19
3,CCLR,0,5,10,0.1,0.3202774453250654,19
3,CCLR,0,5,10,1.0,0.32007410162648275,19
3,CCLR,0,5,10,10.0,0.3185284125872682,19
3,CCLR,0,5,10,100.0,0.31577095918122433,19
3,CCLR,0,5,20,0.01,0.3210044721103092,19
3,CCLR,0,5,20,0.1,0.32097807343659984,19
3,CCLR,0,5,20,1.0,0.32072182362233714,19
3,CCLR,0,5,20,10.0,0.31877761060473175,19
3,CCLR,0,5,20,100.0,0.31538520738835046,19
3,CCLR,0,10,2,0.01,0.3186100476249082,19
3,CCLR,0,10,2,0.1,0.3185975698457259,19
3,CCLR,0,10,2,1.0,0.31847643232474065,19
3,CCLR,0,10,2,10.0,0.31755672393562195,19
3,CCLR,0,10,2,100.0,0.3159835788288568,19
3,CCLR,0,10,5,0.01,0.31977423274446914,19
3,CCLR,0,10,5,0.1,0.3197572169004977,19
3,CCLR,0,10,5,1.0,0.3195919117873484,19
3,CCLR,0,10,5,10.0,0.31832831936434425,19
3,CCLR,0,10,5,100.0,0.31600318526249804,19
