cell_line,depmap_id,lineage,outer_fold,model,b2_fallback,b3_neighbor_cell_line,rmse_delta,nrmse_delta,pcc_delta,spearman_delta,signed_top50_overlap,pcc_context,rmse_gain_vs_b1,nrmse_gain_vs_b1,rmse_gain_vs_b4,nrmse_gain_vs_b4,rmse_gain_vs_cclr,outer_test_response_used_for_fit,report_order
PATU8988S_PANCREAS,ACH-000022,pancreas,3,CONTROL_D05_R20,,,0.3321068012504207,0.8941684991822697,0.465494847414407,0.3493376703175955,0.25,0.1440306560507886,0.0025411056616352345,0.006841704617830513,-0.0007578273516954948,,0.000138791576717201,False,4
PC3_PROSTATE,ACH-000090,prostate,2,CONTROL_D05_R20,,,0.27010922145708666,1.0464056743617534,0.21390847508738853,0.18028227681035394,0.1,0.00712522167212609,-0.0002019658737633656,-0.0007824177019701839,0.00158903896191126,,0.0012710922164030358,False,4
QGP1_PANCREAS,ACH-000347,pancreas,4,CONTROL_D05_R20,,,0.4949535549403323,0.9346441344585651,0.3258299195565597,0.2713303401008923,0.1,0.018987186691372285,-0.001869392031238648,-0.0035300611129288617,0.0011836501667514265,,-0.00020531291330450063,False,4
RCC10RGB_KIDNEY,ACH-000189,kidney,0,CONTROL_D05_R20,,,0.28227055118058525,0.8789267989597044,0.4837042743150261,0.35958724390708074,0.27,0.10408840631654237,0.0018598400112150304,0.0057911221018185355,-0.0018100425245772267,,0.0011632054858500274,False,4
RH30_SOFT_TISSUE,ACH-000833,rhabdomyosarcoma,4,CONTROL_D05_R20,,,0.25643340487091576,0.9697829633056522,0.3393730191377141,0.2770166631030009,0.15,0.09970165906423502,0.0012995194097814022,0.004914538278370628,0.00048153706098985616,,-5.879106907247245e-06,False,4
SKMEL24_SKIN,ACH-000822,skin,3,CONTROL_D05_R20,,,0.3854551553411644,0.8637217460757703,0.49916888995932057,0.387609535168622,0.29,0.2205537899544671,0.009426084992882777,0.021121820465743513,-0.0007490214785838001,,-0.00034456205300720244,False,4
SKUT1_SOFT_TISSUE,ACH-000939,soft_tissue,1,CONTROL_D05_R20,,,0.2759735978213256,0.9102404127975092,0.420387151233264,0.32323234682820673,0.23,0.14672881384981534,0.002604736854493195,0.008591172374387002,-0.0005518883166807931,,0.0012052826188874155,False,4
SNB75_CENTRAL_NERVOUS_SYSTEM,ACH-000504,central_nervous_system,4,CONTROL_D05_R20,,,0.34393014693371776,0.9572168418703585,0.32345167149999476,0.2833921441280067,0.08,0.014796886556312344,-0.0019315821101336117,-0.005375925733058007,0.00017751730841364388,,-0.0018061033557432715,False,4
SNU1041_UPPER_AERODIGESTIVE_TRACT,ACH-000618,upper_aerodigestive,2,CONTROL_D05_R20,,,0.3570410240745592,0.8720714407102913,0.4885274491651534,0.38269123412501643,0.16,0.12872084527382927,0.002784185504963177,0.0068003632658495405,0.0005329504076027058,,0.0011464489887662022,False,4
SNU1105_CENTRAL_NERVOUS_SYSTEM,ACH-000368,central_nervous_system,2,CONTROL_D05_R20,,,0.33728208157087497,0.9126052167774598,0.4032571929063359,0.3337878851164575,0.12000000000000001,0.10756782717299126,0.0019172239822283776,0.0051875528037643726,-0.0007073911461850657,,-0.0007677270315059603,False,4
SNU1214_UPPER_AERODIGESTIVE_TRACT,ACH-000715,upper_aerodigestive,1,CONTROL_D05_R20,,,0.5720740551207222,0.9270651139271007,0.3725120271414728,0.3092195014930646,0.05,0.12004265756851815,0.002825104167327064,0.004578175663264905,-0.0005427210191785159,,0.0004003171502664493,False,4
SNU245_BILIARY_TRACT,ACH-000268,bile_duct,4,CONTROL_D05_R20,,,0.3511304902693051,0.9004116914302028,0.4162921821384979,0.3395586623575691,0.11000000000000001,0.12382313875067943,0.002970980613329066,0.007618551374454108,0.000722882973200778,,0.0016531093027100097,False,4
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,CONTROL_D05_R20,,,0.2930490772331237,0.9530594194923119,0.3309722410346735,0.23053811733298293,0.13,0.09501812799104965,0.0013115556386865679,0.00426546456805299,-0.0008600231670158887,,-0.0007262270408555649,False,4
SW480_LARGE_INTESTINE,ACH-000842,colorectal,3,CONTROL_D05_R20,,,0.4398956255120637,0.9399931070564563,0.35819549055595795,0.25853025496440246,0.19,0.04804565780079801,0.00021126979045238414,0.0004514528793582162,6.991128847511074e-05,,5.2626232627195346e-05,False,4
SW48_LARGE_INTESTINE,ACH-000958,colorectal,2,CONTROL_D05_R20,,,0.4277180501610355,0.951659045845866,0.2891312224986893,0.2570437999363036,0.08,0.03738480114144266,6.369054201821323e-05,0.00014170942849767165,0.00027041518171100343,,0.0005560101373892068,False,4
SW579_THYROID,ACH-000163,thyroid,2,CONTROL_D05_R20,,,0.3943682796963678,0.925536972269313,0.3787804639966274,0.2994023748351177,0.13,0.0633990177261183,0.000639643915193,0.0015011706647756196,-0.0014694207379999935,,-0.0009468159444183111,False,4
SW900_LUNG,ACH-000669,lung,3,CONTROL_D05_R20,,,0.3810340715539482,0.8675615726833393,0.5052485444849578,0.39225979607233613,0.16,0.06252176933508606,0.000774779894005484,0.0017640660337422398,0.00010064879832277773,,-1.9938262226515402e-05,False,4
TE11_OESOPHAGUS,ACH-000488,esophagus,4,CONTROL_D05_R20,,,0.29336034122427396,0.9517038399525787,0.37622217297770916,0.2828684560973045,0.16,-0.03886535381938847,-0.004532119826405945,-0.014702859370545496,0.0005880382654541161,,0.0016058403674342192,False,4
TE6_OESOPHAGUS,ACH-000605,esophagus,0,CONTROL_D05_R20,,,0.3481949597354748,0.9319863911830585,0.364526954669683,0.28449134818515226,0.2,0.022360759679161377,-0.00012515522757039488,-0.00033499327207275886,0.0010108356055844592,,-0.00010209155527601821,False,4
TEN_ENDOMETRIUM,ACH-000397,uterus,1,CONTROL_D05_R20,,,0.3036935333829504,0.9377379472047761,0.3601604677568951,0.28769459125323943,0.16,0.06167081147954121,0.0005400782977394991,0.001667641416695731,-0.0006736092130265048,,-0.0005235552721226111,False,4
TUHR4TKB_KIDNEY,ACH-000495,kidney,1,CONTROL_D05_R20,,,0.3283167498080705,0.9351825484978988,0.366612785914539,0.29657684457544575,0.12,0.05387109737240343,0.00023646715426545173,0.0006735567286508815,-0.00223689225849244,,-0.0014090500300101283,False,4
UACC257_SKIN,ACH-000579,skin,0,CONTROL_D05_R20,,,0.3805608928499731,0.8581587423165259,0.5317282698087346,0.4139132014516007,0.09,0.1420055275103806,0.0033031379932521032,0.007448523480063973,-0.00684162903429697,,-0.005739890559825378,False,4
22RV1_PROSTATE,ACH-000956,prostate,1,CONTROL_D10_R20,,,0.41315238040604724,0.9626562242275932,0.26357489227356035,0.23588585182316665,0.05,0.08466459264588451,0.0014265602487162354,0.0033239239752478333,0.00012851372308386733,,-6.591251377252583e-06,False,5
42MGBA_CENTRAL_NERVOUS_SYSTEM,ACH-000323,central_nervous_system,2,CONTROL_D10_R20,,,0.2120317887350654,0.8857751290687591,0.4963039213647916,0.3757677182099339,0.32,0.1315838465543718,0.001954533589978713,0.008165177746511598,2.4594345991890698e-05,,6.845980145139818e-05,False,5
769P_KIDNEY,ACH-000411,kidney,3,CONTROL_D10_R20,,,0.25979960583167505,0.8878557908965649,0.46408389705251685,0.33481224591348746,0.37,0.09445364398252476,0.0012069417294975349,0.00412467986769538,0.0001338514226498222,,0.001028327256535122,False,5
786O_KIDNEY,ACH-000649,kidney,2,CONTROL_D10_R20,,,0.1882289229153259,0.883870551852037,0.5266452457215327,0.38766612007585777,0.36,0.20950923873551738,0.004996558123827766,0.023462444123186543,-0.0003605386652733855,,0.00016693342782211906,False,5
8505C_THYROID,ACH-001307,thyroid,0,CONTROL_D10_R20,,,0.28537957630271293,0.8491007928481163,0.5250224934219618,0.42141492707245726,0.26,0.1241407606414561,0.0020843031908070464,0.006201507181343824,-0.0004848711713853482,,0.0002627033734519668,False,5
A2780_OVARY,ACH-000657,ovary,0,CONTROL_D10_R20,,,0.2746773271316713,0.8643497091053982,0.5025668327668887,0.39776814933806715,0.16,0.03659876036841638,-0.0014607920155904064,-0.004596794234617674,-0.0021798782127168126,,-0.000518664550485326,False,5
A375_SKIN,ACH-000219,skin,1,CONTROL_D10_R20,,,0.38320360712478946,0.8082428336721035,0.6446490866506909,0.49724516588306433,0.22,0.26347740186265445,0.008925643596174315,0.018825729555750015,-7.45833362910675e-05,,0.0009065489776321489,False,5
ACCMESO1_PLEURA,ACH-000086,mesothelioma,3,CONTROL_D10_R20,,,0.18961275811102227,0.868569552131206,0.5232964064000327,0.3819749104510863,0.4,0.14672178553300044,0.0026035155237627006,0.01192606623609771,0.0002532747636450339,,0.0002365923468801434,False,5
AGS_STOMACH,ACH-000880,gastric,0,CONTROL_D10_R20,,,0.2835705188798167,0.8782837256037155,0.4746370899345202,0.36393853587312375,0.21,0.07922562835519545,0.00035884507749955885,0.0011114265080370833,-0.00031884859093600504,,-1.5346963460005636e-05,False,5
BEN_LUNG,ACH-000603,lung,0,CONTROL_D10_R20,,,0.2750760859183418,1.0128038721510597,0.27576013740042876,0.20568120278913857,0.21000000000000002,0.05989045672366963,-0.004352038943804426,-0.016023791669573906,0.0005505267661853885,,0.0031294458312997597,False,5
CAL120_BREAST,ACH-000212,breast,1,CONTROL_D10_R20,,,0.22023343247516622,0.8858535580386577,0.47539748033078677,0.371519575022057,0.27,0.13409089773384508,0.0021443325422090542,0.008625232739575828,-0.0003790313057677186,,0.00210075756265507,False,5
CAL62_THYROID,ACH-000174,thyroid,3,CONTROL_D10_R20,,,0.23916581679887275,0.7775105621992822,0.643065993261879,0.4978569489776544,0.28,0.12268173022048733,0.0021687491903269462,0.007050444853740845,0.0006479158821722508,,0.001400394717510245,False,5
CAOV3_OVARY,ACH-000713,ovary,2,CONTROL_D10_R20,,,0.2952914299272208,0.9015873602868281,0.44022087268970783,0.34271123309536045,0.24000000000000002,0.008824941302416192,-0.0010157324771729592,-0.003101246666988189,-0.00033676722007891513,,0.00015462706393520875,False,5
CJM_SKIN,ACH-000458,skin,3,CONTROL_D10_R20,,,0.4356372127061843,0.8980937182588656,0.43048442694445754,0.34265348254411315,0.12,0.1124631604731252,0.0027812102670623506,0.005733641197659511,-0.0006127812599174831,,-0.000455131353377658,False,5
COLO668_LUNG,ACH-000803,lung,1,CONTROL_D10_R20,,,0.42002589865856216,0.9686776630087122,0.2428061631775848,0.21855774853014387,0.09,0.08380636589393739,0.0011707253908461168,0.0026999657384261244,0.0004334118758719252,,0.002134424594231854,False,5
COLO680N_OESOPHAGUS,ACH-000717,esophagus,2,CONTROL_D10_R20,,,0.2747048360455418,0.8841899633141662,0.4813899797414385,0.3588743014709164,0.25,0.0674671982871487,-0.00029082728859791684,-0.0009360831550614401,-0.0008100937895155202,,8.113445872248715e-05,False,5
COV434_OVARY,ACH-000123,ovary,1,CONTROL_D10_R20,,,0.3429600606419507,0.9687640876774244,0.2582667284408503,0.21825702331145877,0.08,0.15528291046608406,0.0037089231739497186,0.010476647246188353,-0.00010319491622223786,,0.0010752013981494835,False,5
DMS273_LUNG,ACH-000749,lung,0,CONTROL_D10_R20,,,0.21044995847333076,0.9267745514323991,0.4090392300514056,0.3165336266326521,0.31000000000000005,0.23478923078637762,0.005472904070631723,0.02410144554975069,-3.4036685133853606e-05,,-0.0012659357330732646,False,5
EFM192A_BREAST,ACH-000117,breast,4,CONTROL_D10_R20,,,0.3754379503806719,0.9508270054878892,0.30340155518542267,0.24748783313562436,0.13,0.07913878806680162,0.0006414593631504095,0.0016245477709114775,0.0014095237454094245,,0.0006968575384885822,False,5
G401_SOFT_TISSUE,ACH-000096,rhabdoid,2,CONTROL_D10_R20,,,0.2911031629198036,0.9130959718428402,0.3986119365427096,0.35479294699612457,0.11000000000000001,0.07135319161181891,0.0003304652582955536,0.0010365620667158737,-0.001178763846765185,,-0.00013930459265076856,False,5
GCIY_STOMACH,ACH-000047,gastric,1,CONTROL_D10_R20,,,0.2094220590074103,0.8408102486010873,0.5421702145638089,0.4259354657761061,0.27,0.1267978109590988,0.001595243488288156,0.006404755450901911,-0.00037739600266459283,,0.0003895528359711131,False,5
GP2D_LARGE_INTESTINE,ACH-000982,colorectal,1,CONTROL_D10_R20,,,0.2633111439474946,0.9228412237285936,0.41130293125230577,0.3310739407416537,0.16999999999999998,0.057138368805069104,-0.001219707697427408,-0.00427477746368965,-0.00023283794868983465,,-0.0013677845246222176,False,5
HCC1143_BREAST,ACH-000374,breast,2,CONTROL_D10_R20,,,0.3011160228662273,0.9200453896416693,0.4200672489662078,0.3203265367983459,0.24,0.01947092889364304,-0.0006353055098595739,-0.0019411451433121174,-8.490233413821491e-05,,0.00016697113171171285,False,5
HCC1195_LUNG,ACH-000868,lung,0,CONTROL_D10_R20,,,0.3435283734288933,0.9010421233979184,0.4414910353534256,0.34299837226511265,0.19,0.03442223821953076,-5.124946959389476e-05,-0.00013442246544292935,9.53094243720809e-05,,-0.0003777976621892054,False,5
HCC1419_BREAST,ACH-000277,breast,3,CONTROL_D10_R20,,,0.4166924524845903,0.9481504746448726,0.2946283322943762,0.2387484936611078,0.05,0.0570108685386061,-0.0002564608932700274,-0.0005835563284910528,-0.0005456013844475915,,-0.0007997094801214244,False,5
HEC1B_ENDOMETRIUM,ACH-000941,uterus,4,CONTROL_D10_R20,,,0.26083839917471346,0.9050130731785813,0.43579244030349584,0.34101887510074397,0.18000000000000002,0.11621428966707785,0.0016762568695270486,0.005815993295953614,-0.0008736806834169775,,0.0003880175159653443,False,5
HEP3B217_LIVER,ACH-000625,liver,3,CONTROL_D10_R20,,,0.4969575387141296,0.9601575109031667,0.2660582406994892,0.20867411911521597,0.09,0.049126752717961165,0.00025046925672750353,0.0004839245194258046,-0.0003632919392439482,,-0.0003710842122764402,False,5
HS766T_PANCREAS,ACH-000178,pancreas,2,CONTROL_D10_R20,,,0.568616031746611,0.9091071681200391,0.4285257696461311,0.3638750925733649,0.07,0.10212218469222988,0.0018481335016883316,0.0029548083772220624,-2.6859314664728906e-05,,3.711916882298549e-05,False,5
HS852T_SKIN,ACH-000274,skin,4,CONTROL_D10_R20,,,0.5612627838774255,0.9384846737295409,0.32320220622527046,0.27688843685141223,0.06,0.10305849060165934,0.003796838726200291,0.006348674908650209,5.8459885546535695e-05,,-0.0003097943026145744,False,5
HUCCT1_BILIARY_TRACT,ACH-000976,bile_duct,3,CONTROL_D10_R20,,,0.35719654713896876,0.8277715026159652,0.5846569121328866,0.4369110184474065,0.27,0.2385528256645042,0.006546235163655045,0.015170322785309609,0.0014753872634597487,,0.001529367994509534,False,5
IGR1_SKIN,ACH-000882,skin,2,CONTROL_D10_R20,,,0.29135390172623526,0.8522450763684968,0.5202099456470388,0.40752328313432395,0.2,0.18869945157286122,0.004766010621651051,0.013941152193797102,-0.0006173268061779869,,-0.00022716500367125914,False,5
IGROV1_OVARY,ACH-000966,ovary,4,CONTROL_D10_R20,,,0.21448102155330126,0.8715158284135571,0.4996534487057319,0.3891720603573189,0.19,0.11830600086649075,0.0015893155749449328,0.006457977819564253,-0.001047371464806962,,0.00022241013996163184,False,5
ISTMES1_PLEURA,ACH-000569,mesothelioma,0,CONTROL_D10_R20,,,0.3102663704283146,0.8916466286788054,0.44869031492396283,0.37395936202213476,0.15,0.0557974470223729,0.0003594736999448789,0.0010330591491822805,-6.344095112281734e-05,,0.0008701510296373893,False,5
J82_URINARY_TRACT,ACH-000396,urinary_tract,0,CONTROL_D10_R20,,,0.21744083094936995,0.8875908647594244,0.4710860818902309,0.3603198957086216,0.28,0.06429859921671323,0.00023059400482355885,0.0009412819628036306,-0.00043585081563385364,,0.002551212468499764,False,5
JHH5_LIVER,ACH-000734,liver,4,CONTROL_D10_R20,,,0.36663255707159437,0.8835048026548507,0.4483049366581561,0.3524230048794391,0.19,0.0737570871329934,-0.00041429238708595717,-0.0009983546377261288,-0.0007596082621078581,,0.0038987527073571226,False,5
KNS42_CENTRAL_NERVOUS_SYSTEM,ACH-000622,central_nervous_system,3,CONTROL_D10_R20,,,0.2873277061562735,0.9571286558192874,0.33032125998633477,0.27029316032007367,0.12,0.11795040784185569,0.0019454506959769025,0.006480567553030614,0.0007731507925690662,,0.0005607640452550133,False,5
KNS60_CENTRAL_NERVOUS_SYSTEM,ACH-000445,central_nervous_system,4,CONTROL_D10_R20,,,0.2798138103198156,0.9380301698481767,0.38533206093103606,0.29534199926259275,0.25,0.08972383175760092,0.001214721662211815,0.004072156287856066,-0.0003765795602458377,,-0.0012406470453916185,False,5
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479,central_nervous_system,0,CONTROL_D10_R20,,,0.3432600853696459,0.8928235086887123,0.4485204962557239,0.35912042894240304,0.16999999999999998,0.09112169003619514,0.0014496834038358886,0.003770643539014351,-0.00016277297737904428,,-0.0005568416635320372,False,5
KYSE270_OESOPHAGUS,ACH-000873,esophagus,3,CONTROL_D10_R20,,,0.2555096899317818,0.8868172081575633,0.4779910811349778,0.3713749476365098,0.24,0.012638950823671816,-0.003579045594125141,-0.012422069873350372,-0.0026187041030534264,,-0.003079748848463404,False,5
LI7_LIVER,ACH-000471,liver,1,CONTROL_D10_R20,,,0.42725379268762154,0.9688889530922821,0.26152571005768355,0.2098261085097821,0.11,0.026367565914390798,-0.001417209400622066,-0.0032138240923356154,0.00012305404537804598,,-0.00011447386768081991,False,5
LK2_LUNG,ACH-000769,lung,3,CONTROL_D10_R20,,,0.3095377544999877,0.9695705506531817,0.28227047823778495,0.2316437219478905,0.17,0.06538869617805192,4.108892842191736e-06,1.2870357291361323e-05,-0.0010602668296871287,,-0.0009886923160982164,False,5
LMSU_STOMACH,ACH-000255,gastric,3,CONTROL_D10_R20,,,0.2398108327303729,0.8467140529386146,0.5261422680564268,0.41108883307032285,0.26,0.16242468254339337,0.0032361441046962758,0.011426042183263485,-0.0003854502351292033,,-9.239954290049535e-05,False,5
LN229_CENTRAL_NERVOUS_SYSTEM,ACH-000595,central_nervous_system,1,CONTROL_D10_R20,,,0.31216978425687014,0.8640787947817092,0.4934828407559855,0.3786236192158167,0.22,0.11033238597850814,0.001771958144514918,0.0049047394563216384,0.00022438757292964073,,0.00010772882847653875,False,5
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate,4,CONTROL_D10_R20,,,0.26465997256881346,0.9831633819162328,0.2913825664179778,0.2385979234059271,0.16,0.18102814733466885,0.004408882191552221,0.016378190792677216,0.0008933263828327376,,0.003148031231008541,False,5
LOVO_LARGE_INTESTINE,ACH-000950,colorectal,0,CONTROL_D10_R20,,,0.29036141780828234,0.836099811331139,0.5479064047941816,0.41815825311704347,0.25,0.20378908532894704,0.005495755765912047,0.015825106495502284,-0.00027418342002233365,,0.0015413379032993557,False,5
LUDLU1_LUNG,ACH-000390,lung,2,CONTROL_D10_R20,,,0.32184374228497353,0.9328998350038883,0.373908354429683,0.28410399811519144,0.19,0.0635294507734082,-0.0005779157269049096,-0.001675152924981771,-0.00029290634041884145,,-1.969299927129242e-06,False,5
MALME3M_SKIN,ACH-000477,skin,0,CONTROL_D10_R20,,,0.6003482310770674,0.9240652461461766,0.3716066546770575,0.28515654060018314,0.11000000000000001,0.1525380673618684,0.007373906339038783,0.011350030238313491,-0.0003804774527218502,,-0.0013898074698663887,False,5
MDAMB435S_SKIN,ACH-000884,skin,1,CONTROL_D10_R20,,,0.2718860055951675,0.8833956090413734,0.48744030304797226,0.376095213768308,0.18000000000000002,0.07171217470230576,-0.0017280563807763882,-0.005614696554948062,-0.00019092150269872654,,-0.0003122131061847333,False,5
MDAMB468_BREAST,ACH-000849,breast,0,CONTROL_D10_R20,,,0.2612882969347919,0.9040800053641118,0.454619413108647,0.3198594468948256,0.29000000000000004,0.04942875504286951,-5.53275910846196e-05,-0.00019143822908018748,-0.00024911694907348014,,-0.0009860309826391078,False,5
MIAPACA2_PANCREAS,ACH-000601,pancreas,0,CONTROL_D10_R20,,,0.26283532574832713,0.795022602545131,0.6322920130086412,0.47598240051729734,0.26,0.0403257459625967,-0.00014477753993047404,-0.00043792217145044443,-0.001262263773619654,,0.0011742494121503855,False,5
MSTO211H_PLEURA,ACH-000335,mesothelioma,2,CONTROL_D10_R20,,,0.23776064040703093,0.8106271636378511,0.5777848505487847,0.44030327884381176,0.26,0.05948862319603856,-0.0012776933467494589,-0.004356200134308819,-0.0016166504390549286,,-0.00028344644980043965,False,5
NCIH1048_LUNG,ACH-000866,lung,4,CONTROL_D10_R20,,,0.4078214558740341,0.9590584642150173,0.2762493457139278,0.23473449069299937,0.08,0.08546257006733542,0.0014027661101009281,0.0032988325940893626,0.0008984267472423868,,-0.0006941449105068442,False,5
NCIH1299_LUNG,ACH-000510,lung,3,CONTROL_D10_R20,,,0.1783726518923214,0.8034266390019497,0.5998883903634098,0.4579801110742829,0.39,0.131288195054993,0.0019523417351834382,0.008793743557888978,-0.0010441788381738148,,-0.0008334476103727118,False,5
NCIH1355_LUNG,ACH-000666,lung,1,CONTROL_D10_R20,,,0.3315928863332685,0.8779742581503226,0.4625150435676343,0.36543730826775356,0.15000000000000002,0.02976162477512102,-0.00029432428045955694,-0.0007792963976084311,0.0002596567364416824,,0.0014945092708675278,False,5
NCIH1573_LUNG,ACH-000916,lung,4,CONTROL_D10_R20,,,0.37269018912994784,0.9334611439034487,0.35057433547309824,0.28564737934110623,0.14,0.05451142904241715,0.00034011467939687456,0.0008518706608009463,-0.0005181914732513282,,-0.0001899616019056527,False,5
NCIH1581_LUNG,ACH-000015,lung,2,CONTROL_D10_R20,,,0.24549230030113248,0.897100804554,0.43708702355640794,0.36554086361650195,0.19,0.1301638244550262,0.002070541830998779,0.007566366603649954,-0.0007131863133778837,,-0.00019477834480718936,False,5
NCIH1650_LUNG,ACH-000035,lung,4,CONTROL_D10_R20,,,0.3516353541731346,0.9364006877891108,0.35228105292747003,0.2910485598565876,0.16,0.02409727712153936,-0.0008933457389408983,-0.0023789688791242547,-0.0005667856272901783,,-0.001277424799332294,False,5
NCIH1693_LUNG,ACH-000021,lung,3,CONTROL_D10_R20,,,0.242509863665361,0.834792614044405,0.5409859300771738,0.4353933055184246,0.33999999999999997,0.04908291767648917,-0.0007339181490555735,-0.002526369199523204,0.0008050712602389876,,0.0009571750588387995,False,5
NCIH1793_LUNG,ACH-000888,lung,2,CONTROL_D10_R20,,,0.3195643600944465,0.9393494033445331,0.35552776262483066,0.2831383311114797,0.14,0.06821920281809567,0.0006478404883989985,0.001904306775824982,-3.997229470031893e-05,,0.00011420968182851432,False,5
NCIH1915_LUNG,ACH-000434,lung,2,CONTROL_D10_R20,,,0.342055986450561,0.8704251846882918,0.49558719951861185,0.40468445476857073,0.18,0.09692029107068366,0.00152691333850824,0.0038855154633177236,-0.0005627803650324892,,-2.1475259981418304e-07,False,5
NCIH2126_LUNG,ACH-000785,lung,1,CONTROL_D10_R20,,,0.2881840000111315,0.9638271563298921,0.33559452026026226,0.2538730649488981,0.25,0.030038010494847903,-0.0016449642223715921,-0.0055015586869902044,0.0002999765309465441,,-0.0019059231069866733,False,5
NCIH2347_LUNG,ACH-000875,lung,0,CONTROL_D10_R20,,,0.4863071671083397,0.914885654451095,0.4093341388916049,0.31399028533425644,0.1,0.10861512396124776,0.0021118246112473704,0.0039729581882073095,2.4189582540967702e-05,,-0.0014061574799061338,False,5
NCIH23_LUNG,ACH-000900,lung,0,CONTROL_D10_R20,,,0.2747433100357262,0.8947808786283898,0.44821381964983964,0.3392341137771173,0.24000000000000002,0.11968561203714653,0.002049029587113338,0.006673256189766441,-0.0008127677142258372,,-0.00025644430284660347,False,5
NCIH2444_LUNG,ACH-000186,lung,2,CONTROL_D10_R20,,,0.32792124396878647,0.8506424254369715,0.5386928794281501,0.41048217682422516,0.26,0.19292882454090246,0.00517231866104273,0.013417226763695389,-2.1407060173561643e-05,,-0.00024386313518959257,False,5
NCIH322_LUNG,ACH-000837,lung,4,CONTROL_D10_R20,,,0.31948369673713045,0.912584162511102,0.40414281990354783,0.3263326196995133,0.19,0.0565500106617362,-5.894649450338685e-05,-0.0001683767837568073,-0.0007166189753005647,,-0.0003862008259451488,False,5
NCIH522_LUNG,ACH-000343,lung,1,CONTROL_D10_R20,,,0.32441178432735723,0.9624149033823456,0.28299193862788813,0.24344464289378437,0.13,0.20390313581332106,0.005157034138101924,0.01529909439649868,-0.00015083823072953306,,0.0007692117806415433,False,5
NCIH838_LUNG,ACH-000416,lung,4,CONTROL_D10_R20,,,0.21384896152094834,0.9149157757566341,0.4603958780640582,0.36044429009906703,0.26,0.053836350438490305,0.0001960216345818222,0.0008386446424287763,0.0003475940350712581,,-0.0033040163174467563,False,5
NCIH841_LUNG,ACH-000292,lung,1,CONTROL_D10_R20,,,0.23763908559441757,0.8982124377504901,0.4427556267022809,0.36087513283428113,0.25,0.18180497689705694,0.003894422539609116,0.014719879746141196,-0.0011901678637811774,,-0.0002285184835606746,False,5
NUGC3_STOMACH,ACH-000911,gastric,4,CONTROL_D10_R20,,,0.3124644162906041,0.8732987912342886,0.48485203811552424,0.3866559990467135,0.16999999999999998,0.1003412749856063,0.001634862720123087,0.004569235928579052,-0.00023769457836242402,,0.0001474727834822609,False,5
OAW42_OVARY,ACH-000704,ovary,3,CONTROL_D10_R20,,,0.17735743203920826,0.8129260874660111,0.5771794997128463,0.4312862355126051,0.39,0.12315722031266922,0.0012591758624548866,0.005771491476437296,-0.0008182452407251573,,0.0002188430898232563,False,5
OSRC2_KIDNEY,ACH-000159,kidney,4,CONTROL_D10_R20,,,0.3071237538963129,0.9148040606852201,0.40557672228955943,0.341623969781123,0.13,0.051015428506485334,-0.0001604340452079911,-0.00047787158813494823,6.950249389836571e-05,,0.00015862910209146763,False,5
PANC0403_PANCREAS,ACH-000235,pancreas,1,CONTROL_D10_R20,,,0.37612629583409607,0.8646785353928397,0.4980623565850918,0.38245135112133266,0.22,0.1999363163637583,0.006304475107116014,0.014493387892364207,-0.0004466145486760609,,-0.001480183406063984,False,5
PATU8988S_PANCREAS,ACH-000022,pancreas,3,CONTROL_D10_R20,,,0.33251653799677705,0.895271679515132,0.46469291382021044,0.3461953713454119,0.26,0.13929783697625128,0.002131368915278875,0.005738524284968238,-0.0011675640980518542,,-0.0002709451696391585,False,5
PC3_PROSTATE,ACH-000090,prostate,2,CONTROL_D10_R20,,,0.2714458860388562,1.051583925572641,0.21061532358713722,0.17646662977747143,0.1,-0.07072134406905645,-0.00153863045553293,-0.005960668912857736,0.00025237438014169555,,-6.557236536652855e-05,False,5
QGP1_PANCREAS,ACH-000347,pancreas,4,CONTROL_D10_R20,,,0.49643269450408894,0.9374372634370557,0.31907178235469486,0.26921722953920485,0.08,0.00471400195793714,-0.0033485315949953187,-0.006323190091419462,-0.0002954893970052441,,-0.0016844524770611713,False,5
RCC10RGB_KIDNEY,ACH-000189,kidney,0,CONTROL_D10_R20,,,0.2822835119881987,0.8789671559898655,0.482048067575341,0.35802104571109217,0.25,0.09241141363072804,0.0018468792036016035,0.005750765071657393,-0.0018230033321906536,,0.0011502446782366005,False,5
RH30_SOFT_TISSUE,ACH-000833,rhabdomyosarcoma,4,CONTROL_D10_R20,,,0.25656644025968045,0.9702860781537574,0.3396374458695135,0.2764226817402691,0.14,0.09455414647253539,0.0011664840210167116,0.004411423430265349,0.0003485016722251655,,-0.00013891449567193792,False,5
SKMEL24_SKIN,ACH-000822,skin,3,CONTROL_D10_R20,,,0.3862271077380896,0.8654515246581049,0.4964383278820958,0.3835567843244297,0.29,0.20892125629916014,0.008654132595957598,0.019392041883408928,-0.0015209738755089797,,-0.001116514449932382,False,5
SKUT1_SOFT_TISSUE,ACH-000939,soft_tissue,1,CONTROL_D10_R20,,,0.27590830704689034,0.9100250650180731,0.42097641791378404,0.32334853382755513,0.22,0.14141129074174486,0.0026700276289284286,0.008806520153823105,-0.0004865975422455593,,0.0012705733933226493,False,5
