cell_line,depmap_id,lineage,outer_fold,model,b2_fallback,b3_neighbor_cell_line,rmse_delta,nrmse_delta,pcc_delta,spearman_delta,signed_top50_overlap,pcc_context,rmse_gain_vs_b1,nrmse_gain_vs_b1,rmse_gain_vs_b4,nrmse_gain_vs_b4,rmse_gain_vs_cclr,outer_test_response_used_for_fit,report_order
NUGC3_STOMACH,ACH-000911,gastric,4,RANK_D20_R50,,,0.31210044326305636,0.8722815323451877,0.4865474245390585,0.3874675673759462,0.18,0.11197347426266437,0.0019988357476708463,0.005586494817679921,0.00012627844918533526,,0.0005114458110300202,False,12
OAW42_OVARY,ACH-000704,ovary,3,RANK_D20_R50,,,0.17877047164132295,0.8194028205917349,0.5746308946191151,0.42510950430426253,0.38,0.12122758151708524,-0.0001538637396598097,-0.0007052416492864255,-0.0022312848428398535,,-0.00119419651229144,False,12
OSRC2_KIDNEY,ACH-000159,kidney,4,RANK_D20_R50,,,0.30811209814035956,0.9177479597367861,0.4023992623474908,0.33550494666238295,0.13,0.057775203031618594,-0.0011487782892546372,-0.0034217706397009495,-0.0009188417501482804,,-0.0008297151419551785,False,12
PANC0403_PANCREAS,ACH-000235,pancreas,1,RANK_D20_R50,,,0.3747262985170639,0.8614600748835558,0.49947655973979815,0.3800692452828778,0.21000000000000002,0.19930454254700233,0.007704472424148179,0.017711848401648078,0.0009533827683561036,,-8.018608903181956e-05,False,12
PATU8988S_PANCREAS,ACH-000022,pancreas,3,RANK_D20_R50,,,0.3322027490676353,0.8944268302835768,0.46709001288662644,0.34569145738045487,0.26,0.15122998545730323,0.00244515784442062,0.006583373516523383,-0.0008537751689101092,,4.2843759502586565e-05,False,12
PC3_PROSTATE,ACH-000090,prostate,2,RANK_D20_R50,,,0.2755564480825665,1.0675082817429018,0.20408728329441478,0.169398531014536,0.1,-0.14335376914773348,-0.005649192499243227,-0.021885025083118625,-0.003858187663568602,,-0.004176134409076826,False,12
QGP1_PANCREAS,ACH-000347,pancreas,4,RANK_D20_R50,,,0.4949253843081047,0.9345909385255069,0.3231333759204991,0.2760711684027933,0.08,0.026937663778777023,-0.0018412213990110504,-0.0034768651798706696,0.0012118207989790242,,-0.000177142281076903,False,12
RCC10RGB_KIDNEY,ACH-000189,kidney,0,RANK_D20_R50,,,0.2822817850423236,0.8789617786701146,0.48112580138807964,0.3582830107885314,0.28,0.11159935322765394,0.0018486061494766837,0.005756142391408314,-0.0018212763863155734,,0.0011519716241116806,False,12
RH30_SOFT_TISSUE,ACH-000833,rhabdomyosarcoma,4,RANK_D20_R50,,,0.2565339337130895,0.9701631445012731,0.3372895264139198,0.27213240538598304,0.14,0.09999233260941186,0.0011989905676076384,0.00453435708274974,0.00038100821881609237,,-0.00010640794908101103,False,12
SKMEL24_SKIN,ACH-000822,skin,3,RANK_D20_R50,,,0.3853547217554219,0.863496696103445,0.49618373188727916,0.37775608504978464,0.32,0.21452279173597805,0.009526518578625298,0.02134687043806882,-0.0006485878928412792,,-0.00024412846726468151,False,12
SKUT1_SOFT_TISSUE,ACH-000939,soft_tissue,1,RANK_D20_R50,,,0.27698850822673915,0.913587879633718,0.4183232452474565,0.3217135801406168,0.22,0.1047231088522316,0.0015898264490796232,0.005243705538178212,-0.0015667987220943647,,0.00019037221347384392,False,12
SNB75_CENTRAL_NERVOUS_SYSTEM,ACH-000504,central_nervous_system,4,RANK_D20_R50,,,0.3424796605564189,0.9531798884318987,0.3282553617048982,0.2843637622511179,0.07,0.06343719643350951,-0.0004810957328347243,-0.0013389722945982285,0.0016280036857125313,,-0.0003556169784443841,False,12
SNU1041_UPPER_AERODIGESTIVE_TRACT,ACH-000618,upper_aerodigestive,2,RANK_D20_R50,,,0.35747243053582556,0.8731251494687833,0.48341777204140984,0.3768100574811817,0.16999999999999998,0.12196628705956321,0.0023527790436967955,0.0057466545073575626,0.00010154394633632435,,0.0007150425274998207,False,12
SNU1105_CENTRAL_NERVOUS_SYSTEM,ACH-000368,central_nervous_system,2,RANK_D20_R50,,,0.3367850969928845,0.9112604945306697,0.40468917866856446,0.3322900581318201,0.13,0.12319042448176937,0.0024142085602188446,0.006532275050554426,-0.0002104065681945988,,-0.0002707424535154934,False,12
SNU1214_UPPER_AERODIGESTIVE_TRACT,ACH-000715,upper_aerodigestive,1,RANK_D20_R50,,,0.5718315222271801,0.926672081272377,0.3704172151122623,0.3020627481456859,0.07,0.10363235737285849,0.0030676370608690995,0.004971208317988585,-0.00030018812563648023,,0.000642850043808485,False,12
SNU245_BILIARY_TRACT,ACH-000268,bile_duct,4,RANK_D20_R50,,,0.3523980717670048,0.9036621787333533,0.4116638890073857,0.33764570785369047,0.13,0.11185475828484771,0.0017033991156293893,0.0043680640713036345,-0.0005446985244988989,,0.0003855278050103328,False,12
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,RANK_D20_R50,,,0.2925186059739713,0.9513342114313326,0.334592039462363,0.22943648952235632,0.16999999999999998,0.11040463326353876,0.0018420268978389664,0.005990672629032301,-0.0003295519078634901,,-0.00019575578170316632,False,12
SW480_LARGE_INTESTINE,ACH-000842,colorectal,3,RANK_D20_R50,,,0.439397928819495,0.9389296014581119,0.35965154380234127,0.2598683795285425,0.21,0.06933532114092504,0.0007089664830210451,0.001514958477702666,0.0005676079810437717,,0.0005503229251958563,False,12
SW48_LARGE_INTESTINE,ACH-000958,colorectal,2,RANK_D20_R50,,,0.42825107466682544,0.9528450084032133,0.2906135380902934,0.2551490707776241,0.09,0.056318594840075994,-0.0004693339637717453,-0.0010442531288495926,-0.0002626093240789551,,2.298563159924827e-05,False,12
SW579_THYROID,ACH-000163,thyroid,2,RANK_D20_R50,,,0.39313485156125405,0.9226422583674649,0.38529387889332123,0.3058466187189711,0.14,0.09704523474158941,0.0018730720503067344,0.0043958845666236535,-0.00023599260288625912,,0.0002866121906954233,False,12
SW900_LUNG,ACH-000669,lung,3,RANK_D20_R50,,,0.3775971545872473,0.8597361908830902,0.511680124458453,0.3938039670995287,0.19,0.14843255691573864,0.004211696860706382,0.009589447833991405,0.003537565765023676,,0.0034169787044743827,False,12
TE11_OESOPHAGUS,ACH-000488,esophagus,4,RANK_D20_R50,,,0.2956795345645101,0.9592276422439314,0.37722090143095593,0.2781240596296103,0.19,0.05794428498428761,-0.0068513131666421145,-0.02222666166189824,-0.0017311550747820537,,-0.0007133529728019505,False,12
TE6_OESOPHAGUS,ACH-000605,esophagus,0,RANK_D20_R50,,,0.3483924695019426,0.9325150502268699,0.36380102862083596,0.27349645982592574,0.2,0.0636629608363,-0.0003226649940381576,-0.0008636523158841447,0.0008133258391166964,,-0.00029960132174378096,False,12
TEN_ENDOMETRIUM,ACH-000397,uterus,1,RANK_D20_R50,,,0.3033165544670198,0.936573920329306,0.35964332972997604,0.28724197697905385,0.17,0.08496905595146394,0.0009170572136700805,0.0028316682921658565,-0.00029663029709592337,,-0.0001465763561920297,False,12
TUHR4TKB_KIDNEY,ACH-000495,kidney,1,RANK_D20_R50,,,0.3264299607108151,0.929808189018887,0.375100103177742,0.29474528349757334,0.13,0.11481624291779105,0.0021232562515208775,0.006047916207662762,-0.00035010316123701424,,0.00047773906724529747,False,12
UACC257_SKIN,ACH-000579,skin,0,RANK_D20_R50,,,0.37331794355212083,0.8418260071961109,0.5451626948140667,0.42388307257160995,0.14,0.23367995506792225,0.010546087291104345,0.02378125860047897,0.0004013202635552715,,0.0015030587380268634,False,12
22RV1_PROSTATE,ACH-000956,prostate,1,PATHWAY_D20_R20,,,0.4130537637709371,0.9624264447997031,0.2650241574390225,0.23695637656756327,0.05,0.08447172209878417,0.0015251768838263624,0.0035537034031379866,0.0002271303581939943,,9.202538373287439e-05,False,13
42MGBA_CENTRAL_NERVOUS_SYSTEM,ACH-000323,central_nervous_system,2,PATHWAY_D20_R20,,,0.20974893663788005,0.8762383816636053,0.4999722720161312,0.373878902860714,0.33,0.19307872397934606,0.004237385687164058,0.017701925151665354,0.0023074464431772357,,0.002351311898636743,False,13
769P_KIDNEY,ACH-000411,kidney,3,PATHWAY_D20_R20,,,0.26128586386631125,0.8929350241717426,0.45648134843923066,0.3265031947360578,0.38,0.048065583814463055,-0.000279316305138666,-0.0009545534074824058,-0.0013524066119863787,,-0.00045793077810107885,False,13
786O_KIDNEY,ACH-000649,kidney,2,PATHWAY_D20_R20,,,0.18831769865211792,0.8842874179651409,0.5268959091228385,0.3870699389848485,0.36,0.19853203778175746,0.004907782387035736,0.023045578010082668,-0.00044931440206541495,,7.815769103008963e-05,False,13
8505C_THYROID,ACH-001307,thyroid,0,PATHWAY_D20_R20,,,0.2851511015461564,0.8484210031467954,0.5239778720429871,0.4215538377557294,0.24,0.12722615996133588,0.0023127779473635646,0.006881296882664811,-0.00025639641482883,,0.000491178130008485,False,13
A2780_OVARY,ACH-000657,ovary,0,PATHWAY_D20_R20,,,0.27457031888766265,0.8640129774736082,0.5031314767813938,0.399947868367584,0.16,0.038535769646622454,-0.0013537837715817402,-0.00426006260282763,-0.0020728699687081464,,-0.00041165630647665985,False,13
A375_SKIN,ACH-000219,skin,1,PATHWAY_D20_R20,,,0.38011992655529114,0.8017388168118986,0.6463594221643267,0.49861355272486424,0.19,0.284613671121229,0.01200932416567263,0.025329746415954868,0.0030090972332072474,,0.003990229547130464,False,13
ACCMESO1_PLEURA,ACH-000086,mesothelioma,3,PATHWAY_D20_R20,,,0.18881686538371462,0.8649237626991609,0.5254661642802596,0.38311395713817725,0.4,0.1702037748767339,0.0033994082510703516,0.015571855668142787,0.001049167490952685,,0.0010324850741877944,False,13
AGS_STOMACH,ACH-000880,gastric,0,PATHWAY_D20_R20,,,0.28376403969974107,0.8788831045073352,0.47272476806560254,0.3646634091351695,0.21,0.0728065832049585,0.00016532425757520564,0.000512047604417365,-0.0005123694108603583,,-0.00020886778338435885,False,13
BEN_LUNG,ACH-000603,lung,0,PATHWAY_D20_R20,,,0.27526311561188804,1.0134924976169866,0.27479781709237333,0.2049050917030399,0.21000000000000002,0.0655702276410142,-0.004539068637350652,-0.016712417135500757,0.00036349707263916287,,0.002942416137753534,False,13
CAL120_BREAST,ACH-000212,breast,1,PATHWAY_D20_R20,,,0.2234931051212486,0.8989650669459122,0.46753227527402774,0.36603127863173424,0.24000000000000002,0.0402922378790155,-0.001115340103873319,-0.0044862761676786045,-0.003638703951850092,,-0.0011589150834273032,False,13
CAL62_THYROID,ACH-000174,thyroid,3,PATHWAY_D20_R20,,,0.23952329331406072,0.77867269218097,0.6386357905023401,0.4911282911947278,0.29000000000000004,0.11112498777483357,0.0018112726751389752,0.005888314872052991,0.00029043936698427975,,0.0010429182023222738,False,13
CAOV3_OVARY,ACH-000713,ovary,2,PATHWAY_D20_R20,,,0.2959520555095554,0.9036043902936312,0.43753968440556273,0.34159792442473497,0.24000000000000002,0.012519134121829183,-0.0016763580595075545,-0.005118276673791278,-0.0009973928024135104,,-0.0005059985183993865,False,13
CJM_SKIN,ACH-000458,skin,3,PATHWAY_D20_R20,,,0.43383937867670236,0.8943873694868687,0.43144451581356796,0.3453997573605112,0.12,0.13893662235203902,0.004579044296544266,0.009439989969656448,0.001185052769564432,,0.001342702676104257,False,13
COLO668_LUNG,ACH-000803,lung,1,PATHWAY_D20_R20,,,0.4212619747752982,0.9715283427593769,0.2418253058710183,0.21675227852090323,0.09,0.07555970512985892,-6.53507258899233e-05,-0.00015071401223865077,-0.0008026642408641149,,0.0008983484774958139,False,13
COLO680N_OESOPHAGUS,ACH-000717,esophagus,2,PATHWAY_D20_R20,,,0.27509140043053143,0.8854341945927371,0.48017897626823686,0.36029824729682736,0.25,0.06097762720368089,-0.0006773916735875463,-0.0021803144336323133,-0.0011966581745051497,,-0.00030542992626714227,False,13
COV434_OVARY,ACH-000123,ovary,1,PATHWAY_D20_R20,,,0.34415203113693377,0.9721310634324124,0.2555250270100463,0.21780832979732037,0.08,0.1219412918198365,0.0025169526789666774,0.007109671491200342,-0.001295165411205279,,-0.00011676909683355774,False,13
DMS273_LUNG,ACH-000749,lung,0,PATHWAY_D20_R20,,,0.21057336408732638,0.92731800215762,0.4068970243725126,0.31257495974269145,0.31000000000000005,0.22129207058467623,0.005349498456636098,0.023557994824529804,-0.00015744229912947882,,-0.0013893413470688898,False,13
EFM192A_BREAST,ACH-000117,breast,4,PATHWAY_D20_R20,,,0.37521410733519606,0.9502601048524759,0.30251128876043815,0.24563739830825748,0.13,0.0785376154690359,0.0008653024086262562,0.002191448406324792,0.0016333667908852711,,0.0009207005839644289,False,13
G401_SOFT_TISSUE,ACH-000096,rhabdoid,2,PATHWAY_D20_R20,,,0.2914517922961697,0.9141895088420025,0.39566412097931414,0.3522697704517567,0.11000000000000001,0.07228547153870446,-1.8164118070540525e-05,-5.6974932446385296e-05,-0.0015273932231312792,,-0.0004879339690168627,False,13
GCIY_STOMACH,ACH-000047,gastric,1,PATHWAY_D20_R20,,,0.210540415241597,0.8453003457176371,0.5371587444511576,0.42413816273379146,0.25,0.06727039997478972,0.0004768872541014435,0.001914658334352115,-0.0014957522368513054,,-0.0007288033982155995,False,13
GP2D_LARGE_INTESTINE,ACH-000982,colorectal,1,PATHWAY_D20_R20,,,0.2601746331855062,0.9118485198633578,0.4177319136231919,0.3307113090242624,0.18,0.1342951194087873,0.0019168030645609901,0.006717926401546115,0.0029036728132985634,,0.0017687262373661805,False,13
HCC1143_BREAST,ACH-000374,breast,2,PATHWAY_D20_R20,,,0.29843460696745316,0.9118524535371865,0.42867316564996155,0.3308239948553662,0.22000000000000003,0.09036273042989944,0.002046110388914557,0.006251790961170678,0.002596513564635916,,0.002848387030485844,False,13
HCC1195_LUNG,ACH-000868,lung,0,PATHWAY_D20_R20,,,0.34410532981014635,0.9025554248981214,0.4371497693920411,0.3365554274706762,0.18000000000000002,0.019903225362839626,-0.0006282058508469412,-0.001647723965645831,-0.0004816469568809656,,-0.0009547540434422519,False,13
HCC1419_BREAST,ACH-000277,breast,3,PATHWAY_D20_R20,,,0.414766139502857,0.9437673029386067,0.3075889835547268,0.23918756072086275,0.06,0.08585478648150817,0.001669852088463264,0.0037996153777748454,0.0013807115972856998,,0.001126603501611867,False,13
HEC1B_ENDOMETRIUM,ACH-000941,uterus,4,PATHWAY_D20_R20,,,0.2611156029521438,0.9059748680803393,0.43626264151660676,0.3446200527198235,0.19,0.0972864971605132,0.0013990530920967026,0.004854198394195541,-0.0011508844608473234,,0.00011081373853499832,False,13
HEP3B217_LIVER,ACH-000625,liver,3,PATHWAY_D20_R20,,,0.49819871755231115,0.9625555571968957,0.2612787241185884,0.20098161780210683,0.08,0.03743768838253135,-0.00099070958145403,-0.001914121774303168,-0.0016044707774254818,,-0.0016122630504579738,False,13
HS766T_PANCREAS,ACH-000178,pancreas,2,PATHWAY_D20_R20,,,0.5653410005234223,0.9038710259879358,0.4318668001970507,0.366054671831661,0.08,0.13587204538229183,0.005123164724877061,0.00819095050932539,0.003248171908524,,0.0033121503920117146,False,13
HS852T_SKIN,ACH-000274,skin,4,PATHWAY_D20_R20,,,0.5603943692714416,0.9370326020412518,0.3262320492845938,0.27834973984798195,0.06,0.11394148369612628,0.004665253332184149,0.007800746596939301,0.0009268744915303939,,0.0005586203033692838,False,13
HUCCT1_BILIARY_TRACT,ACH-000976,bile_duct,3,PATHWAY_D20_R20,,,0.355963871431257,0.8249148853530504,0.5832142652103381,0.4340162876071869,0.27,0.22571886700851024,0.007778910871366784,0.01802694004822447,0.0027080629711714876,,0.002762043702221273,False,13
IGR1_SKIN,ACH-000882,skin,2,PATHWAY_D20_R20,,,0.29105032630006494,0.851357081868587,0.5206083783215143,0.4069466822402747,0.21000000000000002,0.1912884873325492,0.005069586047821373,0.01482914669370683,-0.0003137513800076652,,7.641042249906249e-05,False,13
IGROV1_OVARY,ACH-000966,ovary,4,PATHWAY_D20_R20,,,0.21555130452785667,0.8758647845424087,0.49323047991003294,0.3825022892991854,0.19,0.08183671059724103,0.0005190326003895185,0.002109021690712698,-0.0021176544393623764,,-0.0008478728345937825,False,13
ISTMES1_PLEURA,ACH-000569,mesothelioma,0,PATHWAY_D20_R20,,,0.3119557789886871,0.8965016680607332,0.4394117990693502,0.36854791536675285,0.15,0.044202609269113007,-0.0013299348604275951,-0.003821980232745492,-0.0017528495114952913,,-0.0008192575307350847,False,13
J82_URINARY_TRACT,ACH-000396,urinary_tract,0,PATHWAY_D20_R20,,,0.21807636824968163,0.8901851203990281,0.46842711353778593,0.360296310939077,0.26,0.06622689027982238,-0.0004049432954881249,-0.0016529736768000625,-0.0010713881159455374,,0.0019156751681880801,False,13
JHH5_LIVER,ACH-000734,liver,4,PATHWAY_D20_R20,,,0.36875632566081207,0.8886226235142102,0.4373125314695184,0.3453610375933442,0.18,0.0574749558141028,-0.0025380609763036577,-0.006116175497085652,-0.0028833768513255587,,0.0017749841181394221,False,13
KNS42_CENTRAL_NERVOUS_SYSTEM,ACH-000622,central_nervous_system,3,PATHWAY_D20_R20,,,0.28868950922195535,0.9616650117286536,0.3260110325929086,0.26759742580209034,0.12,0.09111474235389909,0.0005836476302950588,0.0019442116436644286,-0.0005886522731127775,,-0.0008010390204268303,False,13
KNS60_CENTRAL_NERVOUS_SYSTEM,ACH-000445,central_nervous_system,4,PATHWAY_D20_R20,,,0.2792276490094339,0.9360651596404699,0.3858977514594785,0.2934453949186087,0.24,0.1082135175671187,0.0018008829725935094,0.006037166495562851,0.00020958175013585656,,-0.0006544857350099242,False,13
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479,central_nervous_system,0,PATHWAY_D20_R20,,,0.34355777153219513,0.8935977938895362,0.4470087075365823,0.35668566921830075,0.18,0.08250222144731,0.001151997241286673,0.0029963583381904524,-0.0004604591399282598,,-0.0008545278260812528,False,13
KYSE270_OESOPHAGUS,ACH-000873,esophagus,3,PATHWAY_D20_R20,,,0.2577040973110216,0.8944335072738018,0.47047100477289167,0.365127202160371,0.27,-0.0033430208293511983,-0.0057734529733649564,-0.020038368989588884,-0.004813111482293242,,-0.0052741562277032195,False,13
LI7_LIVER,ACH-000471,liver,1,PATHWAY_D20_R20,,,0.42818264138342227,0.9709953152963351,0.2574743931763892,0.20539666921347963,0.11,0.018439187742502215,-0.0023460580964227984,-0.00532018629638864,-0.0008057946504226865,,-0.0010433225634815524,False,13
LK2_LUNG,ACH-000769,lung,3,PATHWAY_D20_R20,,,0.30948197534577887,0.969395832627755,0.2763637467263389,0.22428620879923053,0.14,0.08823470851166992,5.9888047051037674e-05,0.00018758838271804024,-0.0010044876754782828,,-0.0009329131618893705,False,13
LMSU_STOMACH,ACH-000255,gastric,3,PATHWAY_D20_R20,,,0.2399077210826071,0.8470561422782358,0.5249956732116892,0.40718747721522663,0.29000000000000004,0.1575585352226942,0.0031392557524620723,0.011083952843642275,-0.00048233858736340673,,-0.0001892878951346988,False,13
LN229_CENTRAL_NERVOUS_SYSTEM,ACH-000595,central_nervous_system,1,PATHWAY_D20_R20,,,0.31445023905130365,0.8703910412889075,0.4831788080754211,0.36727063046362757,0.22,0.09816968895397445,-0.0005084966499185883,-0.0014075070508766663,-0.0020560672215038656,,-0.0021727259659569675,False,13
LNCAPCLONEFGC_PROSTATE,ACH-000977,prostate,4,PATHWAY_D20_R20,,,0.2674979721560657,0.9937060312069347,0.2838508650673114,0.23659905807804835,0.16,0.14102094382912134,0.0015708826042999946,0.005835541501975294,-0.0019446732044194892,,0.0003100316437563144,False,13
LOVO_LARGE_INTESTINE,ACH-000950,colorectal,0,PATHWAY_D20_R20,,,0.29121573221502817,0.8385598217543189,0.5444555732605824,0.41499836157457465,0.24,0.1800799350171413,0.004641441359166221,0.013365096072322391,-0.00112849782676816,,0.0006870234965535293,False,13
LUDLU1_LUNG,ACH-000390,lung,2,PATHWAY_D20_R20,,,0.3210373377897556,0.9305623820051311,0.3752550420192389,0.28670251324919616,0.21000000000000002,0.07521964131369074,0.00022848876831305098,0.0006623000737754348,0.0005134981547991191,,0.0008044351952908313,False,13
MALME3M_SKIN,ACH-000477,skin,0,PATHWAY_D20_R20,,,0.5983265820996251,0.9209534928948848,0.37811997245601076,0.28956333371524945,0.11000000000000001,0.17548686983738124,0.009395555316481063,0.014461783489605251,0.0016411715247204306,,0.0006318415075758921,False,13
MDAMB435S_SKIN,ACH-000884,skin,1,PATHWAY_D20_R20,,,0.2731372006505507,0.8874609165424352,0.48355651286481893,0.3705821611646391,0.19,0.06595472207439819,-0.002979251436159569,-0.009680004056009883,-0.0014421165580819073,,-0.001563408161567914,False,13
MDAMB468_BREAST,ACH-000849,breast,0,PATHWAY_D20_R20,,,0.2613239350408725,0.9042033162797345,0.4550319793363817,0.3219794290491669,0.27,0.06142814087955,-9.096569716521286e-05,-0.00031474914470286386,-0.0002847550551540734,,-0.001021669088719701,False,13
MIAPACA2_PANCREAS,ACH-000601,pancreas,0,PATHWAY_D20_R20,,,0.2623899846547548,0.7936755376701029,0.6299986491661634,0.4764892307809822,0.27,0.07312455534645279,0.0003005635536418305,0.00090914270357767,-0.0008169226800473495,,0.00161959050572269,False,13
MSTO211H_PLEURA,ACH-000335,mesothelioma,2,PATHWAY_D20_R20,,,0.23680123673955564,0.8073561484167538,0.5805126953386668,0.4428041671207927,0.26,0.08787558258007566,-0.00031828967927416407,-0.0010851849132115232,-0.0006572467715796337,,0.0006759572176748552,False,13
NCIH1048_LUNG,ACH-000866,lung,4,PATHWAY_D20_R20,,,0.40690161487161947,0.9568953085340413,0.28008775915368156,0.23795165854541653,0.07,0.11436974838005277,0.0023226071125155845,0.005461988275065388,0.0018182677496570432,,0.00022569609190781215,False,13
NCIH1299_LUNG,ACH-000510,lung,3,PATHWAY_D20_R20,,,0.1787298247018609,0.8050354178526696,0.598179461583756,0.4563243710823886,0.38,0.1184227708709374,0.0015951689256439305,0.007184964707169006,-0.0014013516477133225,,-0.0011906204199122195,False,13
NCIH1355_LUNG,ACH-000666,lung,1,PATHWAY_D20_R20,,,0.33266564512123514,0.8808146526215497,0.4576223202018808,0.36388260404575606,0.14,0.009181761112859623,-0.0013670830684262003,-0.0036196908688355123,-0.000813102051524961,,0.00042175048290088446,False,13
NCIH1573_LUNG,ACH-000916,lung,4,PATHWAY_D20_R20,,,0.37266918449647346,0.933408534498205,0.34980254804418676,0.28682576101641927,0.15,0.0639097356786131,0.00036111931287124976,0.0009044800660445995,-0.000497186839776953,,-0.0001689569684312775,False,13
NCIH1581_LUNG,ACH-000015,lung,2,PATHWAY_D20_R20,,,0.2456560748537471,0.8976992847618754,0.435703955265029,0.36524110690164147,0.19,0.1259736637777264,0.0019067672783841527,0.006967886395774503,-0.0008769608659925099,,-0.0003585528974218155,False,13
NCIH1650_LUNG,ACH-000035,lung,4,PATHWAY_D20_R20,,,0.3504118147205138,0.9331424170510465,0.35601169674015876,0.2917243133261057,0.16999999999999998,0.05606098224073078,0.0003301937136798716,0.0008793018589400292,0.0006567538253305916,,-5.388534671152412e-05,False,13
NCIH1693_LUNG,ACH-000021,lung,3,PATHWAY_D20_R20,,,0.2431952355624969,0.8371518722987089,0.5374305679618385,0.42962286924825693,0.31000000000000005,0.03762022783723686,-0.001419290046191457,-0.004885627453827146,0.00011969936310310403,,0.00027180316170291596,False,13
NCIH1793_LUNG,ACH-000888,lung,2,PATHWAY_D20_R20,,,0.32031722162900794,0.9415624161882755,0.3524905496883682,0.2785358372949371,0.14,0.05392223582485485,-0.00010502104616244567,-0.0003087060679174414,-0.0007928338292617632,,-0.0006386518527329299,False,13
NCIH1915_LUNG,ACH-000434,lung,2,PATHWAY_D20_R20,,,0.34104955954174554,0.8678641439151972,0.49587032961893684,0.40346100511219873,0.19,0.12378376638532039,0.002533340247323712,0.006446556236412326,0.00044364654378298285,,0.0010062121562156578,False,13
NCIH2126_LUNG,ACH-000785,lung,1,PATHWAY_D20_R20,,,0.2853414668120595,0.9543203457854864,0.34068788378622716,0.2525532651138235,0.27,0.09816888185899035,0.0011975689767003694,0.004005251857415515,0.0031425097300185056,,0.0009366100920852882,False,13
NCIH2347_LUNG,ACH-000875,lung,0,PATHWAY_D20_R20,,,0.48428127810816246,0.9110743662177889,0.414373206524303,0.31774769703983985,0.1,0.14073095326190357,0.0041377136114246205,0.00778424642151343,0.0020500785827182177,,0.0006197315202711162,False,13
NCIH23_LUNG,ACH-000900,lung,0,PATHWAY_D20_R20,,,0.27502396486810754,0.8956949120855714,0.44762587869053716,0.34025341522118896,0.25,0.10898325998116559,0.001768374754732016,0.00575922273258489,-0.001093422546607159,,-0.0005370991352279253,False,13
NCIH2444_LUNG,ACH-000186,lung,2,PATHWAY_D20_R20,,,0.32807742061197703,0.8510475546593188,0.5351345761647363,0.4061133399376385,0.28,0.17957925190858406,0.005016142017852165,0.013012097541348133,-0.00017758370336412588,,-0.0004000397783801568,False,13
NCIH322_LUNG,ACH-000837,lung,4,PATHWAY_D20_R20,,,0.3197575204032696,0.9133663217999527,0.4035662327674799,0.3250585109401654,0.18,0.05064628021933225,-0.00033277016064253706,-0.0009505360726075329,-0.000990442641439715,,-0.000660024492084299,False,13
NCIH522_LUNG,ACH-000343,lung,1,PATHWAY_D20_R20,,,0.3264739471598892,0.9685326103803973,0.27438062102862343,0.23962062625034103,0.13,0.14749059091858074,0.0030948713055699573,0.009181387398446983,-0.0022130010632614994,,-0.001292951051890423,False,13
NCIH838_LUNG,ACH-000416,lung,4,PATHWAY_D20_R20,,,0.20838093614813985,0.891521775429305,0.4749982079815436,0.3706331376670552,0.26,0.23996439608549638,0.005664047007390316,0.024232644969757855,0.005815619407879752,,0.0021640090553617375,False,13
NCIH841_LUNG,ACH-000292,lung,1,PATHWAY_D20_R20,,,0.2388714834811031,0.902870573457878,0.4402169757730754,0.35874077813939687,0.25,0.14725112107504643,0.002662024652923589,0.010061744038753262,-0.002422565750466704,,-0.0014609163702462014,False,13
NUGC3_STOMACH,ACH-000911,gastric,4,PATHWAY_D20_R20,,,0.3128768593000166,0.8744515176338219,0.4831347009499682,0.38775298451069073,0.19,0.0942497719617797,0.0012224197107106316,0.003416509529045708,-0.0006501375877748794,,-0.0002649702259301945,False,13
OAW42_OVARY,ACH-000704,ovary,3,PATHWAY_D20_R20,,,0.17802138071307314,0.8159693272756849,0.5690179591524829,0.42145037973179406,0.35,0.12615270605561515,0.0005952271885900084,0.0027282516667634926,-0.0014821939145900354,,-0.0004451055840416218,False,13
OSRC2_KIDNEY,ACH-000159,kidney,4,PATHWAY_D20_R20,,,0.30665700024753745,0.9134137802923086,0.4077272493118695,0.344789044129433,0.14,0.06786939267327168,0.0003063196035674731,0.0009124088047766099,0.0005362561426738299,,0.0006253827508669318,False,13
PANC0403_PANCREAS,ACH-000235,pancreas,1,PATHWAY_D20_R20,,,0.3751769733644741,0.8624961334397193,0.4986997967808102,0.3828669045090123,0.24,0.19643080198256357,0.007253797576737997,0.016675789845484568,0.0005027079209459218,,-0.0005308609364420014,False,13
PATU8988S_PANCREAS,ACH-000022,pancreas,3,PATHWAY_D20_R20,,,0.33135015031061016,0.8921312827425344,0.4692292033444781,0.3493703364408667,0.26,0.15730205778717538,0.003297756601445767,0.008878921057565825,-1.176411884962203e-06,,0.0008954425165277335,False,13
PC3_PROSTATE,ACH-000090,prostate,2,PATHWAY_D20_R20,,,0.27838715452894336,1.0784744652443847,0.19852906809349327,0.16421340454017525,0.08,-0.1881928679474755,-0.008479898945620068,-0.032851208584601554,-0.006688894109945442,,-0.0070068408554536665,False,13
QGP1_PANCREAS,ACH-000347,pancreas,4,PATHWAY_D20_R20,,,0.4960548602678323,0.9367237812341498,0.31752663552496774,0.266948375088723,0.08,0.01663601994555636,-0.002970697358738672,-0.00560970788851356,8.234483925140257e-05,,-0.0013066182408045246,False,13
