outer_fold,component,direction,loading_rank,gene_index,gene_id,gene_symbol,loading
0,1,negative,1,15509,ENSG00000167656,LY6D,-0.03215217268610464
0,1,negative,2,8824,ENSG00000250722,SEPP1,-0.029369842907353026
0,1,negative,3,3279,ENSG00000134321,RSAD2,-0.02575758879450577
0,1,negative,4,962,ENSG00000162366,PDZK1IP1,-0.02530696408593166
0,1,negative,5,12492,ENSG00000127954,STEAP4,-0.02495034861932219
0,1,negative,6,31855,ENSG00000100100,PIK3IP1,-0.024932609767724198
0,1,negative,7,17325,ENSG00000138294,MSMB,-0.024857169441522067
0,1,negative,8,1329,ENSG00000162645,GBP2,-0.024257639576003808
0,1,negative,9,25594,ENSG00000179044,EXOC3L1,-0.023934206253449396
0,1,negative,10,9180,ENSG00000164180,TMEM161B,-0.02384309070780611
0,1,negative,11,21387,ENSG00000256262,USP30-AS1,-0.023736412915802287
0,1,negative,12,1264,ENSG00000137959,IFI44L,-0.023671932165668427
0,1,negative,13,15508,ENSG00000180155,LYNX1,-0.023610507858197387
0,1,negative,14,264,ENSG00000215910,C1orf167,-0.023322447961089697
0,1,negative,15,22306,ENSG00000102524,TNFSF13B,-0.02273981712011099
0,1,negative,16,24691,ENSG00000167964,RAB26,-0.02268421045099398
0,1,negative,17,19060,ENSG00000133328,HRASLS2,-0.02258315399340228
0,1,negative,18,1494,ENSG00000143126,CELSR2,-0.02240863164517632
0,1,negative,19,1960,ENSG00000143556,S100A7,-0.02240138283729012
0,1,negative,20,2691,ENSG00000186007,LEMD1,-0.022025135355839543
0,1,negative,21,12730,ENSG00000228742,RP5-884M6.1,-0.02197179024498027
0,1,negative,22,17249,ENSG00000165507,C10orf10,-0.021226664360877914
0,1,negative,23,17458,ENSG00000237512,UNC5B-AS1,-0.021215381190268428
0,1,negative,24,21207,ENSG00000139329,LUM,-0.021108849280874843
0,1,negative,25,16536,ENSG00000185585,OLFML2A,-0.021076303033079516
0,1,negative,26,6996,ENSG00000136514,RTP4,-0.02104127687638069
0,1,negative,27,1331,ENSG00000162654,GBP4,-0.020985186057301725
0,1,negative,28,27027,ENSG00000186832,KRT16,-0.020957599286666483
0,1,negative,29,5889,ENSG00000182179,UBA7,-0.020854976279358787
0,1,negative,30,16815,ENSG00000169583,CLIC3,-0.02073940115472625
0,1,negative,31,6841,ENSG00000121858,TNFSF10,-0.02069495886922401
0,1,negative,32,26263,ENSG00000213859,KCTD11,-0.020677818111491702
0,1,negative,33,23703,ENSG00000104140,RHOV,-0.020093862093111443
0,1,negative,34,1492,ENSG00000116299,KIAA1324,-0.020065860844262505
0,1,negative,35,20194,ENSG00000159403,C1R,-0.01998957444921683
0,1,negative,36,10293,ENSG00000111859,NEDD9,-0.019857638664343927
0,1,negative,37,20895,ENSG00000170581,STAT2,-0.0198318506460966
0,1,negative,38,12956,ENSG00000146859,TMEM140,-0.019589082438474653
0,1,negative,39,28937,ENSG00000078804,TP53INP2,-0.019433054511195966
0,1,negative,40,26611,ENSG00000168961,LGALS9,-0.01924295552342533
0,1,negative,41,27043,ENSG00000108771,DHX58,-0.01892013626831896
0,1,negative,42,121,ENSG00000157873,TNFRSF14,-0.018910558930828148
0,1,negative,43,26237,ENSG00000258315,C17orf49,-0.018860181042067957
0,1,negative,44,27715,ENSG00000070731,ST6GALNAC2,-0.018830460210538413
0,1,negative,45,6159,ENSG00000184500,PROS1,-0.01865614878685032
0,1,negative,46,16393,ENSG00000242616,GNG10,-0.018583007340299575
0,1,negative,47,30513,ENSG00000268913,AC026806.2,-0.0184327503817603
0,1,negative,48,17652,ENSG00000119922,IFIT2,-0.018268557226829064
0,1,negative,49,20918,ENSG00000123384,LRP1,-0.018211652441862465
0,1,negative,50,25657,ENSG00000062038,CDH3,-0.018120888206489386
0,1,positive,1,21187,ENSG00000139318,DUSP6,0.04194552927799783
0,1,positive,2,27063,ENSG00000131470,PSMC3IP,0.04127166886546067
0,1,positive,3,18907,ENSG00000189057,FAM111B,0.040184016572023966
0,1,positive,4,25907,ENSG00000131153,GINS2,0.039781865804236816
0,1,positive,5,4305,ENSG00000169607,CKAP2L,0.038739750517435174
0,1,positive,6,29968,ENSG00000105011,ASF1B,0.03851694614311593
0,1,positive,7,14770,ENSG00000104738,MCM4,0.03845114946313109
0,1,positive,8,2783,ENSG00000143476,DTL,0.03813021068954796
0,1,positive,9,13166,ENSG00000196584,XRCC2,0.03717237275828087
0,1,positive,10,22823,ENSG00000198554,WDHD1,0.036468108085162064
0,1,positive,11,21909,ENSG00000187676,B3GALTL,0.03538578547223812
0,1,positive,12,17376,ENSG00000170312,CDK1,0.03535111832222531
0,1,positive,13,3323,ENSG00000171848,RRM2,0.03488708202958202
0,1,positive,14,9623,ENSG00000113070,HBEGF,0.03472242267674495
0,1,positive,15,16997,ENSG00000065328,MCM10,0.03472020629629076
0,1,positive,16,9771,ENSG00000250072,CTC-529P8.1,0.03447147329751593
0,1,positive,17,23783,ENSG00000092470,WDR76,0.03349610960605356
0,1,positive,18,30439,ENSG00000075702,WDR62,0.03338029843559006
0,1,positive,19,21927,ENSG00000133119,RFC3,0.03324444781691596
0,1,positive,20,25986,ENSG00000167513,CDT1,0.03296501347664436
0,1,positive,21,19145,ENSG00000014138,POLA2,0.032912050794115404
0,1,positive,22,8592,ENSG00000112941,PAPD7,0.03280707075044108
0,1,positive,23,744,ENSG00000092853,CLSPN,0.03235818943251517
0,1,positive,24,28918,ENSG00000101412,E2F1,0.03227623190176934
0,1,positive,25,15604,ENSG00000160957,RECQL4,0.03209745177807138
0,1,positive,26,32406,ENSG00000159055,MIS18A,0.03205682699273678
0,1,positive,27,28674,ENSG00000125885,MCM8,0.031721222411544785
0,1,positive,28,4704,ENSG00000144354,CDCA7,0.03163790432883185
0,1,positive,29,24086,ENSG00000137807,KIF23,0.03147688530302832
0,1,positive,30,28486,ENSG00000075336,TIMM21,0.03131831773874426
0,1,positive,31,23694,ENSG00000051180,RAD51,0.03089308825752351
0,1,positive,32,25334,ENSG00000171241,SHCBP1,0.030872473778465342
0,1,positive,33,6397,ENSG00000114491,UMPS,0.030590381415629243
0,1,positive,34,20177,ENSG00000111665,CDCA3,0.030463762924300614
0,1,positive,35,24711,ENSG00000162062,C16orf59,0.030307266478304173
0,1,positive,36,20119,ENSG00000111247,RAD51AP1,0.030215769277416496
0,1,positive,37,26024,ENSG00000187741,FANCA,0.030094726718353147
0,1,positive,38,15890,ENSG00000137135,ARHGEF39,0.030055921763788494
0,1,positive,39,9864,ENSG00000135074,ADAM19,0.02999788286044408
0,1,positive,40,8433,ENSG00000151725,CENPU,0.02963875943568945
0,1,positive,41,19182,ENSG00000175592,FOSL1,0.029383899831520316
0,1,positive,42,17687,ENSG00000138160,KIF11,0.02930935286797824
0,1,positive,43,8248,ENSG00000121211,MND1,0.029117245504745457
0,1,positive,44,15015,ENSG00000164683,HEY1,0.029063511045150363
0,1,positive,45,26055,ENSG00000179409,GEMIN4,0.029037799764053587
0,1,positive,46,27664,ENSG00000125454,SLC25A19,0.029015392176002304
0,1,positive,47,13320,ENSG00000181544,FANCB,0.028968954952011624
0,1,positive,48,31593,ENSG00000093009,CDC45,0.028937810528217953
0,1,positive,49,17708,ENSG00000119969,HELLS,0.0287550365169681
0,1,positive,50,23923,ENSG00000138587,MNS1,0.028724723246595262
0,2,negative,1,7658,ENSG00000181617,FDCSP,-0.035098939821785705
0,2,negative,2,31275,ENSG00000171425,ZNF581,-0.03283945433008688
0,2,negative,3,23595,ENSG00000166922,SCG5,-0.028959098014156144
0,2,negative,4,28352,ENSG00000206129,CTD-2008L17.2,-0.028613328417403584
0,2,negative,5,17249,ENSG00000165507,C10orf10,-0.027822744420555493
0,2,negative,6,16995,ENSG00000151468,CCDC3,-0.027666704164776
0,2,negative,7,6162,ENSG00000178700,DHFRL1,-0.026888389239139273
0,2,negative,8,277,ENSG00000048707,VPS13D,-0.026794410434984213
0,2,negative,9,18111,ENSG00000151651,ADAM8,-0.02644097328941441
0,2,negative,10,5633,ENSG00000170293,CMTM8,-0.02643150010976797
0,2,negative,11,2191,ENSG00000162738,VANGL2,-0.025910723500209995
0,2,negative,12,21568,ENSG00000089041,P2RX7,-0.025604878981887
0,2,negative,13,21577,ENSG00000139714,MORN3,-0.025506784256223682
0,2,negative,14,31940,ENSG00000128311,TST,-0.025299085888503676
0,2,negative,15,11025,ENSG00000112208,BAG2,-0.025228385191692147
0,2,negative,16,26111,ENSG00000132361,CLUH,-0.024925299991153692
0,2,negative,17,1537,ENSG00000224699,LAMTOR5-AS1,-0.02483252498255932
0,2,negative,18,13541,ENSG00000102109,PCSK1N,-0.024631134202274665
0,2,negative,19,6359,ENSG00000051341,POLQ,-0.02449142966685356
0,2,negative,20,30846,ENSG00000181027,FKRP,-0.024450447667807608
0,2,negative,21,16949,ENSG00000223784,RP11-554I8.2,-0.024416405879504527
0,2,negative,22,6961,ENSG00000113790,EHHADH,-0.024363929827194535
0,2,negative,23,7809,ENSG00000172493,AFF1,-0.02420776294864295
0,2,negative,24,18463,ENSG00000133816,MICAL2,-0.02419082749978247
0,2,negative,25,5761,ENSG00000186448,ZNF197,-0.023853661765165457
0,2,negative,26,19019,ENSG00000149480,MTA2,-0.023692966137099893
0,2,negative,27,20489,ENSG00000235884,LINC00941,-0.023479970441331273
0,2,negative,28,12995,ENSG00000273391,RP11-634H22.1,-0.023358750094459764
0,2,negative,29,357,ENSG00000142632,ARHGEF19,-0.023332586320612192
0,2,negative,30,19834,ENSG00000160695,VPS11,-0.023300075646686017
0,2,negative,31,26167,ENSG00000244184,RP11-314A20.2,-0.023208690030839505
0,2,negative,32,24122,ENSG00000261423,RP11-1007O24.3,-0.02318929957883511
0,2,negative,33,3651,ENSG00000234362,AC104654.2,-0.023178172537296118
0,2,negative,34,12419,ENSG00000178809,TRIM73,-0.023176787204841356
0,2,negative,35,12532,ENSG00000105825,TFPI2,-0.023099903124245494
0,2,negative,36,5476,ENSG00000214021,TTLL3,-0.022993140442574476
0,2,negative,37,28545,ENSG00000060069,CTDP1,-0.022842042689037056
0,2,negative,38,19044,ENSG00000162231,NXF1,-0.022777797842722592
0,2,negative,39,23678,ENSG00000259330,LINC00984,-0.02272105494373814
0,2,negative,40,20118,ENSG00000047621,C12orf4,-0.022545324358488297
0,2,negative,41,23126,ENSG00000100601,ALKBH1,-0.022440095271805172
0,2,negative,42,24896,ENSG00000234719,RP11-166B2.1,-0.022362478124708023
0,2,negative,43,20351,ENSG00000111341,MGP,-0.022353002989902962
0,2,negative,44,15813,ENSG00000241043,GVQW1,-0.02232168276228318
0,2,negative,45,29069,ENSG00000064205,WISP2,-0.022309020906449536
0,2,negative,46,30863,ENSG00000118162,KPTN,-0.022163265017983474
0,2,negative,47,29750,ENSG00000167785,ZNF558,-0.022092798376591373
0,2,negative,48,1388,ENSG00000172339,ALG14,-0.022065939414986163
0,2,negative,49,818,ENSG00000168389,MFSD2A,-0.021934888593828104
0,2,negative,50,346,ENSG00000116809,ZBTB17,-0.021863214889699053
0,2,positive,1,1960,ENSG00000143556,S100A7,0.04477675338722451
0,2,positive,2,24129,ENSG00000140463,BBS4,0.03415265264683634
0,2,positive,3,29856,ENSG00000198551,ZNF627,0.0338839297308561
0,2,positive,4,12422,ENSG00000006606,CCL26,0.033415282996338315
0,2,positive,5,11953,ENSG00000006468,ETV1,0.033301855802031696
0,2,positive,6,665,ENSG00000084636,COL16A1,0.0319984336386212
0,2,positive,7,15508,ENSG00000180155,LYNX1,0.0318966640488644
0,2,positive,8,18896,ENSG00000110031,LPXN,0.03064010031558625
0,2,positive,9,15327,ENSG00000172164,SNTB1,0.030530333171083723
0,2,positive,10,19920,ENSG00000110013,SIAE,0.03021429551125131
0,2,positive,11,12246,ENSG00000146674,IGFBP3,0.029447262060260392
0,2,positive,12,2480,ENSG00000157064,NMNAT2,0.029402067570241636
0,2,positive,13,14590,ENSG00000171320,ESCO2,0.028890190896963798
0,2,positive,14,2765,ENSG00000082497,SERTAD4,0.028757892403232243
0,2,positive,15,30591,ENSG00000197782,ZNF780A,0.028458520391698702
0,2,positive,16,28588,ENSG00000125775,SDCBP2,0.0281765503832334
0,2,positive,17,15809,ENSG00000107201,DDX58,0.02795522225643927
0,2,positive,18,12414,ENSG00000174428,GTF2IRD2B,0.027939145778370485
0,2,positive,19,21459,ENSG00000166578,IQCD,0.027666930900282723
0,2,positive,20,21387,ENSG00000256262,USP30-AS1,0.027536830773415476
0,2,positive,21,16268,ENSG00000136943,CTSV,0.027443064299384666
0,2,positive,22,27221,ENSG00000198933,TBKBP1,0.027434924730394633
0,2,positive,23,26670,ENSG00000109118,PHF12,0.0272194628375968
0,2,positive,24,13822,ENSG00000102384,CENPI,0.026784305624376826
0,2,positive,25,15509,ENSG00000167656,LY6D,0.026716051675733515
0,2,positive,26,19649,ENSG00000182359,KBTBD3,0.026510669624756497
0,2,positive,27,21499,ENSG00000135116,HRK,0.026454206874376367
0,2,positive,28,23919,ENSG00000181827,RFX7,0.02644894615373853
0,2,positive,29,2566,ENSG00000177888,ZBTB41,0.026398515747314635
0,2,positive,30,18144,ENSG00000185201,IFITM2,0.0263900956119445
0,2,positive,31,2798,ENSG00000123685,BATF3,0.02633302676418866
0,2,positive,32,4940,ENSG00000082126,MPP4,0.026320822824080176
0,2,positive,33,21980,ENSG00000023516,AKAP11,0.02624504920538733
0,2,positive,34,5837,ENSG00000114270,COL7A1,0.025810757529046307
0,2,positive,35,30091,ENSG00000269439,CTD-3131K8.2,0.02569733751881128
0,2,positive,36,18488,ENSG00000186104,CYP2R1,0.025657364939766437
0,2,positive,37,4115,ENSG00000196843,ARID5A,0.02554797109522592
0,2,positive,38,26824,ENSG00000161570,CCL5,0.02535209263658878
0,2,positive,39,22918,ENSG00000140006,WDR89,0.025321276716685073
0,2,positive,40,7828,ENSG00000138646,HERC5,0.02531154223487385
0,2,positive,41,13106,ENSG00000181444,ZNF467,0.025286965732966404
0,2,positive,42,28268,ENSG00000141469,SLC14A1,0.02517572357148648
0,2,positive,43,20322,ENSG00000111276,CDKN1B,0.025019225887637442
0,2,positive,44,19845,ENSG00000110395,CBL,0.025000473616486645
0,2,positive,45,30123,ENSG00000130513,GDF15,0.02499208135688792
0,2,positive,46,5836,ENSG00000145040,UCN2,0.024883643198308422
0,2,positive,47,24369,ENSG00000140543,DET1,0.02483942932841998
0,2,positive,48,3986,ENSG00000159399,HK2,0.024815325589864805
0,2,positive,49,3522,ENSG00000138002,IFT172,0.024795160301263497
0,2,positive,50,18167,ENSG00000247095,MIR210HG,0.024792421725654618
0,3,negative,1,1957,ENSG00000143546,S100A8,-0.034681923889158674
0,3,negative,2,30240,ENSG00000196081,ZNF724P,-0.03259809588319515
0,3,negative,3,27388,ENSG00000263004,RP11-166P13.3,-0.030642776420927283
0,3,negative,4,1960,ENSG00000143556,S100A7,-0.030279921021465473
0,3,negative,5,6391,ENSG00000065534,MYLK,-0.03024558305581322
0,3,negative,6,734,ENSG00000197056,ZMYM1,-0.02921401617151093
0,3,negative,7,2763,ENSG00000143469,SYT14,-0.029043371876111907
0,3,negative,8,11637,ENSG00000213079,SCAF8,-0.028875161270432426
0,3,negative,9,22137,ENSG00000136122,BORA,-0.02871741354481265
0,3,negative,10,12597,ENSG00000106258,CYP3A5,-0.02804065328568209
0,3,negative,11,19345,ENSG00000254469,RP11-849H4.2,-0.027457584374748826
0,3,negative,12,30203,ENSG00000196705,ZNF431,-0.02738092964036324
0,3,negative,13,26644,ENSG00000076382,SPAG5,-0.026077680113617486
0,3,negative,14,7658,ENSG00000181617,FDCSP,-0.026057705658352994
0,3,negative,15,30244,ENSG00000269416,CTB-175P5.4,-0.02600156631810059
0,3,negative,16,26824,ENSG00000161570,CCL5,-0.025873350612455704
0,3,negative,17,10251,ENSG00000164304,CAGE1,-0.025848588583572717
0,3,negative,18,7160,ENSG00000127419,TMEM175,-0.0257354140570019
0,3,negative,19,9095,ENSG00000132846,ZBED3,-0.025543273507714126
0,3,negative,20,19113,ENSG00000269038,AP001462.6,-0.025489148033482692
0,3,negative,21,23117,ENSG00000100577,GSTZ1,-0.025421597916126717
0,3,negative,22,31411,ENSG00000083807,SLC27A5,-0.025367361844379523
0,3,negative,23,18968,ENSG00000167987,VPS37C,-0.02521601093742579
0,3,negative,24,26008,ENSG00000268218,AC137932.1,-0.02510403071299022
0,3,negative,25,17434,ENSG00000171224,C10orf35,-0.02507316738031257
0,3,negative,26,12696,ENSG00000222011,FAM185A,-0.0250452847544279
0,3,negative,27,21805,ENSG00000165480,SKA3,-0.02502494253636044
0,3,negative,28,12615,ENSG00000166997,CNPY4,-0.0247825928578146
0,3,negative,29,4176,ENSG00000175874,CREG2,-0.024759904424991194
0,3,negative,30,25623,ENSG00000159761,C16orf86,-0.024601654426017687
0,3,negative,31,4278,ENSG00000169679,BUB1,-0.02455759882921783
0,3,negative,32,8638,ENSG00000145491,ROPN1L,-0.024506722588035712
0,3,negative,33,23070,ENSG00000119718,EIF2B2,-0.024504665192580547
0,3,negative,34,19195,ENSG00000174996,KLC2,-0.024400719952292118
0,3,negative,35,5291,ENSG00000157985,AGAP1,-0.024191551862935604
0,3,negative,36,4468,ENSG00000183840,GPR39,-0.024095490887799845
0,3,negative,37,29387,ENSG00000203880,PCMTD2,-0.023898100190868146
0,3,negative,38,4419,ENSG00000136720,HS6ST1,-0.023861984973000735
0,3,negative,39,30976,ENSG00000126460,PRRG2,-0.02370507481544042
0,3,negative,40,17376,ENSG00000170312,CDK1,-0.023685299084175177
0,3,negative,41,24581,ENSG00000090565,RAB11FIP3,-0.0236611971981821
0,3,negative,42,15407,ENSG00000246228,CASC8,-0.023609219343379038
0,3,negative,43,8537,ENSG00000153395,LPCAT1,-0.023600204204715664
0,3,negative,44,29051,ENSG00000223891,OSER1-AS1,-0.02355758142134857
0,3,negative,45,16242,ENSG00000158169,FANCC,-0.023492687244151548
0,3,negative,46,4979,ENSG00000183671,GPR1,-0.023358675183119747
0,3,negative,47,10826,ENSG00000001167,NFYA,-0.02333838268412127
0,3,negative,48,10992,ENSG00000170899,GSTA4,-0.023169593879386954
0,3,negative,49,5646,ENSG00000153558,FBXL2,-0.02313832621346475
0,3,negative,50,2085,ENSG00000183856,IQGAP3,-0.023105252678788206
0,3,positive,1,4699,ENSG00000152256,PDK1,0.037319148147728
0,3,positive,2,27513,ENSG00000178607,ERN1,0.032052738621314004
0,3,positive,3,16077,ENSG00000135048,TMEM2,0.03140334297849221
0,3,positive,4,13636,ENSG00000130119,GNL3L,0.03112420585596082
0,3,positive,5,6423,ENSG00000070476,ZXDC,0.031031417537425936
0,3,positive,6,7269,ENSG00000170801,HTRA3,0.03077634737185729
0,3,positive,7,4147,ENSG00000144182,LIPT1,0.03073826156728477
0,3,positive,8,4356,ENSG00000115107,STEAP3,0.030042564510456463
0,3,positive,9,20449,ENSG00000064102,ASUN,0.030013426438512413
0,3,positive,10,20962,ENSG00000166896,XRCC6BP1,0.029994432311084805
0,3,positive,11,7822,ENSG00000118785,SPP1,0.029522096722917224
0,3,positive,12,5963,ENSG00000114854,TNNC1,0.029237562248690452
0,3,positive,13,19633,ENSG00000187240,DYNC2H1,0.029164031687543866
0,3,positive,14,2104,ENSG00000027869,SH2D2A,0.029106780955037343
0,3,positive,15,17438,ENSG00000099284,H2AFY2,0.029019478843007894
0,3,positive,16,2035,ENSG00000231064,RP11-263K19.4,0.028866020446105308
0,3,positive,17,30110,ENSG00000099308,MAST3,0.02878400000956558
0,3,positive,18,17325,ENSG00000138294,MSMB,0.02769112819286449
0,3,positive,19,8182,ENSG00000151611,MMAA,0.0276610512471707
0,3,positive,20,3491,ENSG00000084764,MAPRE3,0.027434189955251147
0,3,positive,21,8768,ENSG00000164187,LMBRD2,0.02731052173485837
0,3,positive,22,15500,ENSG00000167653,PSCA,0.02690079369551993
0,3,positive,23,8185,ENSG00000151612,ZNF827,0.02677954834880755
0,3,positive,24,15930,ENSG00000147912,FBXO10,0.02667003343881629
0,3,positive,25,12191,ENSG00000122641,INHBA,0.026657328319667006
0,3,positive,26,13937,ENSG00000123496,IL13RA2,0.02655401254335545
0,3,positive,27,12431,ENSG00000146700,SRCRB4D,0.026269801711236454
0,3,positive,28,25944,ENSG00000103264,FBXO31,0.026202859598004516
0,3,positive,29,32667,ENSG00000173638,SLC19A1,0.026057709957412495
0,3,positive,30,11353,ENSG00000153975,ZUFSP,0.02596879742866398
0,3,positive,31,15523,ENSG00000250571,GLI4,0.025909668052163853
0,3,positive,32,8898,ENSG00000177058,SLC38A9,0.025859470541056542
0,3,positive,33,24840,ENSG00000184857,TMEM186,0.025596943785743658
0,3,positive,34,26584,ENSG00000154035,C17orf103,0.025586454177172716
0,3,positive,35,30397,ENSG00000236144,AD000090.2,0.02541979153309796
0,3,positive,36,18711,ENSG00000085117,CD82,0.025373222722781103
0,3,positive,37,19648,ENSG00000170903,MSANTD4,0.02536212284457793
0,3,positive,38,23380,ENSG00000271780,RP11-1017G21.5,0.025341242718242268
0,3,positive,39,3985,ENSG00000272711,RP11-259N19.1,0.025331632985958776
0,3,positive,40,10210,ENSG00000270504,RP11-420L9.5,0.02532967347419133
0,3,positive,41,15635,ENSG00000107104,KANK1,0.02526411919545087
0,3,positive,42,23998,ENSG00000259248,USP3-AS1,0.025230353959883337
0,3,positive,43,24656,ENSG00000138834,MAPK8IP3,0.025155188409948598
0,3,positive,44,5888,ENSG00000185614,FAM212A,0.02514255212036604
0,3,positive,45,21939,ENSG00000133104,SPG20,0.024929005799942783
0,3,positive,46,7235,ENSG00000072840,EVC,0.024802768270861125
0,3,positive,47,11446,ENSG00000146409,SLC18B1,0.024476072924298604
0,3,positive,48,8063,ENSG00000164066,INTU,0.024258017541060387
0,3,positive,49,18248,ENSG00000254827,SLC22A18AS,0.02425687394551047
0,3,positive,50,28911,ENSG00000101400,SNTA1,0.024139675837531908
0,4,negative,1,11975,ENSG00000106541,AGR2,-0.03768321048488311
0,4,negative,2,8020,ENSG00000138735,PDE5A,-0.03697590468366174
0,4,negative,3,26774,ENSG00000108691,CCL2,-0.03650607496532579
0,4,negative,4,32542,ENSG00000183486,MX2,-0.035101245201761264
0,4,negative,5,17655,ENSG00000185745,IFIT1,-0.03394515413849031
0,4,negative,6,10607,ENSG00000227507,LTB,-0.033767350113813224
0,4,negative,7,17384,ENSG00000150347,ARID5B,-0.033185260353459
0,4,negative,8,20166,ENSG00000126746,ZNF384,-0.032225031158822526
0,4,negative,9,30203,ENSG00000196705,ZNF431,-0.03182299731871302
0,4,negative,10,9158,ENSG00000164176,EDIL3,-0.03180028599697104
0,4,negative,11,6198,ENSG00000168386,FILIP1L,-0.03173001606827879
0,4,negative,12,31770,ENSG00000233521,RP5-1172A22.1,-0.031726043829660995
0,4,negative,13,7733,ENSG00000169245,CXCL10,-0.03171770810103349
0,4,negative,14,16815,ENSG00000169583,CLIC3,-0.031375335216437344
0,4,negative,15,15777,ENSG00000147883,CDKN2B,-0.031005445491248985
0,4,negative,16,21985,ENSG00000133106,EPSTI1,-0.03089586065638909
0,4,negative,17,23400,ENSG00000185215,TNFAIP2,-0.030731435283122246
0,4,negative,18,18489,ENSG00000175868,CALCB,-0.029717296927995487
0,4,negative,19,20351,ENSG00000111341,MGP,-0.029377670351638813
0,4,negative,20,9417,ENSG00000168916,ZNF608,-0.028965939971557688
0,4,negative,21,9566,ENSG00000152377,SPOCK1,-0.02862719357777517
0,4,negative,22,21452,ENSG00000111335,OAS2,-0.028461465551581685
0,4,negative,23,3621,ENSG00000138061,CYP1B1,-0.028455686744332274
0,4,negative,24,27162,ENSG00000131094,C1QL1,-0.028435390853609976
0,4,negative,25,15316,ENSG00000136999,NOV,-0.028068825964206685
0,4,negative,26,32592,ENSG00000160207,HSF2BP,-0.02802241042038097
0,4,negative,27,2173,ENSG00000224259,LINC01133,-0.027893128692443724
0,4,negative,28,1302,ENSG00000142871,CYR61,-0.027660543687637266
0,4,negative,29,12567,ENSG00000164715,LMTK2,-0.027393699528123747
0,4,negative,30,12397,ENSG00000165171,WBSCR27,-0.02734518204541799
0,4,negative,31,12255,ENSG00000136205,TNS3,-0.027120524789701256
0,4,negative,32,3279,ENSG00000134321,RSAD2,-0.02692859041768705
0,4,negative,33,8328,ENSG00000181381,DDX60L,-0.026900332583589467
0,4,negative,34,19653,ENSG00000152402,GUCY1A2,-0.026856826285811645
0,4,negative,35,27338,ENSG00000108846,ABCC3,-0.026762005621188592
0,4,negative,36,6486,ENSG00000034533,ASTE1,-0.02666137002468999
0,4,negative,37,23091,ENSG00000119699,TGFB3,-0.026638453463707336
0,4,negative,38,17133,ENSG00000095739,BAMBI,-0.02657397067953199
0,4,negative,39,5939,ENSG00000041880,PARP3,-0.026568943533829627
0,4,negative,40,27303,ENSG00000108813,DLX4,-0.02644191700759116
0,4,negative,41,20572,ENSG00000272369,RP11-446N19.1,-0.026423983044011078
0,4,negative,42,15809,ENSG00000107201,DDX58,-0.02640454801068725
0,4,negative,43,13478,ENSG00000147050,KDM6A,-0.02638626958609623
0,4,negative,44,922,ENSG00000236624,CCDC163P,-0.026371721304653945
0,4,negative,45,215,ENSG00000180758,GPR157,-0.02631165047753374
0,4,negative,46,20500,ENSG00000139160,METTL20,-0.026240156151196868
0,4,negative,47,19622,ENSG00000137673,MMP7,-0.026217449251824624
0,4,negative,48,31922,ENSG00000100342,APOL1,-0.02592193500102898
0,4,negative,49,4621,ENSG00000115267,IFIH1,-0.025906166323166984
0,4,negative,50,9408,ENSG00000168944,CEP120,-0.02583315818821375
0,4,positive,1,6191,ENSG00000240476,LINC00973,0.04267965296704872
0,4,positive,2,29735,ENSG00000167772,ANGPTL4,0.03871673843707414
0,4,positive,3,18896,ENSG00000110031,LPXN,0.03131627750917396
0,4,positive,4,19182,ENSG00000175592,FOSL1,0.030219047998913565
0,4,positive,5,17436,ENSG00000197467,COL13A1,0.029405359815410557
0,4,positive,6,11953,ENSG00000006468,ETV1,0.029290719043212718
0,4,positive,7,29048,ENSG00000124191,TOX2,0.027579689690105588
0,4,positive,8,20489,ENSG00000235884,LINC00941,0.026850676796571216
0,4,positive,9,32534,ENSG00000183036,PCP4,0.026336398729691138
0,4,positive,10,12392,ENSG00000106089,STX1A,0.025948870467870717
0,4,positive,11,5836,ENSG00000145040,UCN2,0.02534286013327191
0,4,positive,12,4303,ENSG00000144136,SLC20A1,0.025075320822432356
0,4,positive,13,3443,ENSG00000205639,MFSD2B,0.024693368990758528
0,4,positive,14,22298,ENSG00000233532,LINC00460,0.02454804727785599
0,4,positive,15,10734,ENSG00000137309,HMGA1,0.02417677798982387
0,4,positive,16,12926,ENSG00000226380,MIR29A,0.02365845824947439
0,4,positive,17,26956,ENSG00000266088,RP5-1028K7.2,0.02357987003486515
0,4,positive,18,11037,ENSG00000198225,FKBP1C,0.023478777913988034
0,4,positive,19,6700,ENSG00000114790,ARHGEF26,0.023034157313865596
0,4,positive,20,13481,ENSG00000229563,RP11-245M24.1,0.022639616875133595
0,4,positive,21,11149,ENSG00000135318,NT5E,0.022331344059766917
0,4,positive,22,5984,ENSG00000163932,PRKCD,0.022265122550265616
0,4,positive,23,15028,ENSG00000076641,PAG1,0.022190832172169925
0,4,positive,24,32613,ENSG00000184441,AP001062.7,0.021799297494877818
0,4,positive,25,20079,ENSG00000151062,CACNA2D4,0.02162351887652826
0,4,positive,26,9771,ENSG00000250072,CTC-529P8.1,0.02131047572008287
0,4,positive,27,31636,ENSG00000099937,SERPIND1,0.02118867501872482
0,4,positive,28,15057,ENSG00000133740,E2F5,0.020800390884138188
0,4,positive,29,27546,ENSG00000154217,PITPNC1,0.020770629648463684
0,4,positive,30,21336,ENSG00000171310,CHST11,0.020759899780715584
