outer_fold,component,direction,loading_rank,gene_index,gene_id,gene_symbol,loading
1,4,negative,45,5013,ENSG00000138413,IDH1,-0.025733091950515093
1,4,negative,46,29070,ENSG00000124249,KCNK15,-0.025656581015343297
1,4,negative,47,20352,ENSG00000139055,ERP27,-0.025620246898307573
1,4,negative,48,19790,ENSG00000137726,FXYD6,-0.025607689500161363
1,4,negative,49,17345,ENSG00000107984,DKK1,-0.025501361775486644
1,4,negative,50,25210,ENSG00000180096,SEPT1,-0.02538165053703232
1,4,positive,1,6191,ENSG00000240476,LINC00973,0.04241663314746417
1,4,positive,2,19182,ENSG00000175592,FOSL1,0.0354723079711279
1,4,positive,3,31156,ENSG00000203326,ZNF525,0.0296232094808193
1,4,positive,4,13636,ENSG00000130119,GNL3L,0.027767110279747396
1,4,positive,5,19287,ENSG00000069482,GAL,0.027514914284027428
1,4,positive,6,3443,ENSG00000205639,MFSD2B,0.026748487524209524
1,4,positive,7,17488,ENSG00000236756,DNAJC9-AS1,0.026424329212672407
1,4,positive,8,29735,ENSG00000167772,ANGPTL4,0.025201358957905606
1,4,positive,9,12953,ENSG00000146856,AGBL3,0.024957424700619884
1,4,positive,10,22149,ENSG00000136111,TBC1D4,0.02424069702402216
1,4,positive,11,13481,ENSG00000229563,RP11-245M24.1,0.02402957822782109
1,4,positive,12,9017,ENSG00000172062,SMN1,0.023976980329860186
1,4,positive,13,31241,ENSG00000180089,TMEM86B,0.023826456227547237
1,4,positive,14,5192,ENSG00000169047,IRS1,0.022986760860157322
1,4,positive,15,7966,ENSG00000170522,ELOVL6,0.02298378006624636
1,4,positive,16,22430,ENSG00000198805,PNP,0.022950764122733152
1,4,positive,17,16855,ENSG00000165724,ZMYND19,0.022904571458730535
1,4,positive,18,28337,ENSG00000166845,C18orf54,0.02272675451477156
1,4,positive,19,5822,ENSG00000164045,CDC25A,0.02251341463173913
1,4,positive,20,32534,ENSG00000183036,PCP4,0.022432657627776107
1,4,positive,21,2104,ENSG00000027869,SH2D2A,0.02241763116203378
1,4,positive,22,6733,ENSG00000163661,PTX3,0.022159180414529023
1,4,positive,23,12644,ENSG00000106327,TFR2,0.022057000284877212
1,4,positive,24,5984,ENSG00000163932,PRKCD,0.021629270586069328
1,4,positive,25,27664,ENSG00000125454,SLC25A19,0.021606692803560583
1,4,positive,26,7705,ENSG00000109321,AREG,0.02128730356464663
1,4,positive,27,578,ENSG00000158246,FAM46B,0.02111257589901334
1,4,positive,28,18896,ENSG00000110031,LPXN,0.02088265307467158
1,4,positive,29,2757,ENSG00000123689,G0S2,0.02082638643524258
1,4,positive,30,1050,ENSG00000058804,NDC1,0.020635863351800537
1,4,positive,31,19501,ENSG00000269939,RP11-727A23.11,0.020589592977573748
1,4,positive,32,17645,ENSG00000138134,STAMBPL1,0.02057630979802577
1,4,positive,33,16550,ENSG00000167081,PBX3,0.020349114921522655
1,4,positive,34,21413,ENSG00000204856,FAM216A,0.020336738800281792
1,4,positive,35,10484,ENSG00000197279,ZNF165,0.020323196795832485
1,4,positive,36,5836,ENSG00000145040,UCN2,0.020315198506635913
1,4,positive,37,12009,ENSG00000136237,RAPGEF5,0.020262487971470896
1,4,positive,38,3812,ENSG00000115507,OTX1,0.020255494394097327
1,4,positive,39,8675,ENSG00000145555,MYO10,0.0202122295265601
1,4,positive,40,25653,ENSG00000132600,PRMT7,0.02017926169951887
1,4,positive,41,9475,ENSG00000164400,CSF2,0.020175490740997608
1,4,positive,42,4699,ENSG00000152256,PDK1,0.01994610770892712
1,4,positive,43,16229,ENSG00000158079,PTPDC1,0.019849374391154695
1,4,positive,44,21336,ENSG00000171310,CHST11,0.01981476709397925
1,4,positive,45,20157,ENSG00000010295,IFFO1,0.01981189259074983
1,4,positive,46,27258,ENSG00000170689,HOXB9,0.019802115607724796
1,4,positive,47,5651,ENSG00000271020,RP11-10C24.1,0.01973072277684792
1,4,positive,48,15011,ENSG00000104432,IL7,0.0196725210690022
1,4,positive,49,29447,ENSG00000099625,C19orf26,0.01966037690051967
1,4,positive,50,8049,ENSG00000145375,SPATA5,0.019621538040248205
1,5,negative,1,11062,ENSG00000119900,OGFRL1,-0.035919738100029755
1,5,negative,2,4563,ENSG00000157827,FMNL2,-0.035036267744803055
1,5,negative,3,16641,ENSG00000188483,IER5L,-0.03357317421584474
1,5,negative,4,27099,ENSG00000175906,ARL4D,-0.03270817446419185
1,5,negative,5,17057,ENSG00000241058,NSUN6,-0.032502535125956945
1,5,negative,6,23080,ENSG00000170345,FOS,-0.03208162252007549
1,5,negative,7,28287,ENSG00000167220,HDHD2,-0.03125119089360336
1,5,negative,8,30206,ENSG00000196268,ZNF493,-0.031004966169929944
1,5,negative,9,9067,ENSG00000198780,FAM169A,-0.030868207002906597
1,5,negative,10,12216,ENSG00000122678,POLM,-0.030670196334039848
1,5,negative,11,8773,ENSG00000079215,SLC1A3,-0.03061785420879561
1,5,negative,12,1326,ENSG00000213516,RBMXL1,-0.030253879019672483
1,5,negative,13,21302,ENSG00000111670,GNPTAB,-0.029648620949082473
1,5,negative,14,28458,ENSG00000166479,TMX3,-0.029638321922939723
1,5,negative,15,16759,ENSG00000122133,PAEP,-0.029438292225127387
1,5,negative,16,24867,ENSG00000103274,NUBP1,-0.029310300090315853
1,5,negative,17,7790,ENSG00000173085,COQ2,-0.029280851805269802
1,5,negative,18,9454,ENSG00000245937,CTC-228N24.3,-0.02925662270796069
1,5,negative,19,5184,ENSG00000135919,SERPINE2,-0.02916079994828346
1,5,negative,20,7273,ENSG00000087008,ACOX3,-0.028704691629744913
1,5,negative,21,19183,ENSG00000175573,C11orf68,-0.02854566135722403
1,5,negative,22,15874,ENSG00000221829,FANCG,-0.02848081136028456
1,5,negative,23,8144,ENSG00000109436,TBC1D9,-0.028405933925038547
1,5,negative,24,27514,ENSG00000266402,SNORA76,-0.028274753804766642
1,5,negative,25,16268,ENSG00000136943,CTSV,-0.02814801627789388
1,5,negative,26,8065,ENSG00000164070,HSPA4L,-0.02814376032821974
1,5,negative,27,15930,ENSG00000147912,FBXO10,-0.027915558802038533
1,5,negative,28,8528,ENSG00000145506,NKD2,-0.02778200392172732
1,5,negative,29,23049,ENSG00000205659,LIN52,-0.027751381406610577
1,5,negative,30,18449,ENSG00000247271,ZBED5-AS1,-0.02773855707408672
1,5,negative,31,23850,ENSG00000166200,COPS2,-0.027477158053691917
1,5,negative,32,2123,ENSG00000183853,KIRREL,-0.02747040722913789
1,5,negative,33,30203,ENSG00000196705,ZNF431,-0.027166972178120644
1,5,negative,34,6880,ENSG00000269728,RP11-145M9.4,-0.026733170796200585
1,5,negative,35,31822,ENSG00000099992,TBC1D10A,-0.026710684186472988
1,5,negative,36,26150,ENSG00000074755,ZZEF1,-0.026561707617357794
1,5,negative,37,18448,ENSG00000236287,ZBED5,-0.026529930831676617
1,5,negative,38,30213,ENSG00000197020,ZNF100,-0.026478909632397515
1,5,negative,39,27926,ENSG00000176912,C18orf56,-0.026335592200742778
1,5,negative,40,19576,ENSG00000168876,ANKRD49,-0.02629289373831753
1,5,negative,41,15130,ENSG00000183808,RBM12B,-0.026160381126466098
1,5,negative,42,14696,ENSG00000077782,FGFR1,-0.026155071386339355
1,5,negative,43,7713,ENSG00000260265,RP11-44F21.5,-0.026012040792479468
1,5,negative,44,1966,ENSG00000196754,S100A2,-0.025956573391892685
1,5,negative,45,30404,ENSG00000105672,ETV2,-0.025893392012169458
1,5,negative,46,2081,ENSG00000125462,C1orf61,-0.02579849461008225
1,5,negative,47,32592,ENSG00000160207,HSF2BP,-0.025717065191847636
1,5,negative,48,8512,ENSG00000188242,CTD-2228K2.5,-0.02564661272048315
1,5,negative,49,21432,ENSG00000111271,ACAD10,-0.025590229745111846
1,5,negative,50,6115,ENSG00000172986,GXYLT2,-0.025560742495502383
1,5,positive,1,9751,ENSG00000164266,SPINK1,0.04032614338701573
1,5,positive,2,26774,ENSG00000108691,CCL2,0.032857133079032125
1,5,positive,3,8947,ENSG00000130449,ZSWIM6,0.03202587715526819
1,5,positive,4,15644,ENSG00000147852,VLDLR,0.03169597783160185
1,5,positive,5,17427,ENSG00000156510,HKDC1,0.030483317377249998
1,5,positive,6,20821,ENSG00000135447,PPP1R1A,0.02821766034826441
1,5,positive,7,23044,ENSG00000156050,FAM161B,0.027403389981119422
1,5,positive,8,29399,ENSG00000129946,SHC2,0.026819808262880968
1,5,positive,9,2085,ENSG00000183856,IQGAP3,0.026331398205434058
1,5,positive,10,2208,ENSG00000158773,USF1,0.026299191799542793
1,5,positive,11,9494,ENSG00000164402,SEPT8,0.02625251086780346
1,5,positive,12,17870,ENSG00000148835,TAF5,0.02620328803449399
1,5,positive,13,20193,ENSG00000182326,C1S,0.025955723831578927
1,5,positive,14,21567,ENSG00000135114,OASL,0.02588882416336093
1,5,positive,15,3406,ENSG00000132031,MATN3,0.025856153502750293
1,5,positive,16,10540,ENSG00000204616,TRIM31,0.025798521704378616
1,5,positive,17,23802,ENSG00000140274,DUOXA2,0.02573541801042014
1,5,positive,18,8434,ENSG00000151726,ACSL1,0.025674083131211233
1,5,positive,19,9240,ENSG00000249746,RP11-254I22.3,0.025553346286742967
1,5,positive,20,1821,ENSG00000014914,MTMR11,0.025360897377303158
1,5,positive,21,6919,ENSG00000176597,B3GNT5,0.02522216318255885
1,5,positive,22,24177,ENSG00000198794,SCAMP5,0.025159188315470454
1,5,positive,23,31206,ENSG00000182909,LENG9,0.02505078448985535
1,5,positive,24,12525,ENSG00000237819,AC002454.1,0.024717891966200178
1,5,positive,25,27956,ENSG00000272688,RP13-270P17.3,0.02453926402073696
1,5,positive,26,4687,ENSG00000228389,AC068039.4,0.024496063198298158
1,5,positive,27,6917,ENSG00000078081,LAMP3,0.02441254200580769
1,5,positive,28,8748,ENSG00000082196,C1QTNF3,0.024171216643960897
1,5,positive,29,19279,ENSG00000255031,RP11-802E16.3,0.024159172554021988
1,5,positive,30,28921,ENSG00000131061,ZNF341,0.023996421360214213
1,5,positive,31,28228,ENSG00000186814,ZSCAN30,0.023821830297329538
1,5,positive,32,7893,ENSG00000145358,DDIT4L,0.02376358824963895
1,5,positive,33,6528,ENSG00000168917,SLC35G2,0.023760626864082666
1,5,positive,34,21236,ENSG00000136040,PLXNC1,0.02371530097839419
1,5,positive,35,17692,ENSG00000095596,CYP26A1,0.02363289095109561
1,5,positive,36,12392,ENSG00000106089,STX1A,0.02361625700283258
1,5,positive,37,25093,ENSG00000155592,ZKSCAN2,0.02357077307007757
1,5,positive,38,17466,ENSG00000122863,CHST3,0.023424390328093538
1,5,positive,39,31006,ENSG00000142528,ZNF473,0.023349355619649813
1,5,positive,40,8257,ENSG00000171560,FGA,0.023312317285466184
1,5,positive,41,15087,ENSG00000156103,MMP16,0.0232563127815273
1,5,positive,42,29497,ENSG00000099840,IZUMO4,0.02324396964933373
1,5,positive,43,5423,ENSG00000271870,RP11-97C16.1,0.02321033831756885
1,5,positive,44,20990,ENSG00000174206,C12orf66,0.023006609476372588
1,5,positive,45,10721,ENSG00000213588,ZBTB9,0.02300214399574774
1,5,positive,46,31240,ENSG00000267649,CTD-2587H24.10,0.02297475448908077
1,5,positive,47,32,ENSG00000223764,RP11-54O7.3,0.02275822460644783
1,5,positive,48,21231,ENSG00000120833,SOCS2,0.02265290672181662
1,5,positive,49,12850,ENSG00000170775,GPR37,0.022489413602076288
1,5,positive,50,18523,ENSG00000173432,SAA1,0.02230262155770735
1,6,negative,1,2204,ENSG00000158764,ITLN2,-0.03565759292948788
1,6,negative,2,24757,ENSG00000008517,IL32,-0.03554282729354735
1,6,negative,3,5489,ENSG00000144554,FANCD2,-0.03424790758414823
1,6,negative,4,20572,ENSG00000272369,RP11-446N19.1,-0.031349016909586726
1,6,negative,5,23694,ENSG00000051180,RAD51,-0.03030816430503006
1,6,negative,6,17119,ENSG00000120539,MASTL,-0.02954647048807916
1,6,negative,7,7128,ENSG00000145016,KIAA0226,-0.028970950584026406
1,6,negative,8,26669,ENSG00000167536,DHRS13,-0.02872413280273492
1,6,negative,9,20305,ENSG00000197870,PRB3,-0.02866680463919454
1,6,negative,10,16436,ENSG00000157693,C9orf91,-0.028429247939839874
1,6,negative,11,26500,ENSG00000177427,MIEF2,-0.028211807987304095
1,6,negative,12,32542,ENSG00000183486,MX2,-0.028189256472802945
1,6,negative,13,15848,ENSG00000164976,KIAA1161,-0.027796114081808477
1,6,negative,14,16290,ENSG00000095383,TBC1D2,-0.02775056206436826
1,6,negative,15,20493,ENSG00000245614,DDX11-AS1,-0.02771158377208464
1,6,negative,16,15041,ENSG00000133731,IMPA1,-0.027608084935402268
1,6,negative,17,24018,ENSG00000140451,PIF1,-0.027449206220060134
1,6,negative,18,2757,ENSG00000123689,G0S2,-0.0272482143858766
1,6,negative,19,16019,ENSG00000170161,RP11-262H14.4,-0.02717280206635208
1,6,negative,20,31074,ENSG00000160318,CLDND2,-0.026764922133592772
1,6,negative,21,9203,ENSG00000248323,LUCAT1,-0.026492736629987426
1,6,negative,22,4055,ENSG00000273080,RP11-301O19.1,-0.026395975759656118
1,6,negative,23,20395,ENSG00000134548,C12orf39,-0.026331463092269126
1,6,negative,24,11396,ENSG00000066651,TRMT11,-0.026168413616130738
1,6,negative,25,11177,ENSG00000146281,PM20D2,-0.02609019555250596
1,6,negative,26,4885,ENSG00000119041,GTF3C3,-0.025916332509148623
1,6,negative,27,16776,ENSG00000160360,GPSM1,-0.02591500290070001
1,6,negative,28,12036,ENSG00000105928,DFNA5,-0.025906848872263084
1,6,negative,29,4168,ENSG00000170485,NPAS2,-0.025862310717950164
1,6,negative,30,601,ENSG00000117748,RPA2,-0.025776406285407914
1,6,negative,31,6740,ENSG00000178053,MLF1,-0.02575268421186832
1,6,negative,32,27367,ENSG00000166263,STXBP4,-0.025704576104550323
1,6,negative,33,15152,ENSG00000175305,CCNE2,-0.02541624885543757
1,6,negative,34,31866,ENSG00000100150,DEPDC5,-0.025373201128606627
1,6,negative,35,27338,ENSG00000108846,ABCC3,-0.02531249123203343
1,6,negative,36,18429,ENSG00000166483,WEE1,-0.025198809425410747
1,6,negative,37,32273,ENSG00000154642,C21orf91,-0.025077997686575242
1,6,negative,38,744,ENSG00000092853,CLSPN,-0.025074707158894954
1,6,negative,39,30590,ENSG00000128000,ZNF780B,-0.02498325204434024
1,6,negative,40,24876,ENSG00000175643,RMI2,-0.024957205282759916
1,6,negative,41,28556,ENSG00000267270,AC139100.2,-0.02495160625089783
1,6,negative,42,17227,ENSG00000198298,ZNF485,-0.024861803995754665
1,6,negative,43,12431,ENSG00000146700,SRCRB4D,-0.02485225105650193
1,6,negative,44,14029,ENSG00000134594,RAB33A,-0.024828676926578884
1,6,negative,45,31921,ENSG00000128335,APOL2,-0.024525026230699656
1,6,negative,46,7055,ENSG00000214145,LINC00887,-0.024472893270054565
1,6,negative,47,30918,ENSG00000176909,MAMSTR,-0.024367800441730297
1,6,negative,48,10791,ENSG00000172738,TMEM217,-0.02432199313092003
1,6,negative,49,28729,ENSG00000125848,FLRT3,-0.02421022273076117
1,6,negative,50,15060,ENSG00000185015,CA13,-0.024192918942073743
1,6,positive,1,32534,ENSG00000183036,PCP4,0.03862582098338213
1,6,positive,2,28030,ENSG00000154856,APCDD1,0.033710951770663904
1,6,positive,3,32202,ENSG00000185386,MAPK11,0.03300904453709225
1,6,positive,4,18036,ENSG00000107902,LHPP,0.032842077884086406
1,6,positive,5,3474,ENSG00000268412,AC013449.1,0.03053193295162406
1,6,positive,6,4371,ENSG00000163083,INHBB,0.02934134215251761
1,6,positive,7,10416,ENSG00000010704,HFE,0.02924322225643858
1,6,positive,8,16850,ENSG00000188833,ENTPD8,0.02883967764728608
1,6,positive,9,31940,ENSG00000128311,TST,0.02794213867505794
1,6,positive,10,2078,ENSG00000163467,TSACC,0.027729784238985648
1,6,positive,11,12414,ENSG00000174428,GTF2IRD2B,0.027667521074619804
1,6,positive,12,6390,ENSG00000239523,MYLK-AS1,0.02662776714232069
1,6,positive,13,22952,ENSG00000171723,GPHN,0.026588215287083848
1,6,positive,14,19844,ENSG00000248712,CCDC153,0.02635975748163722
1,6,positive,15,26904,ENSG00000263874,LINC00672,0.026164332286413877
1,6,positive,16,31408,ENSG00000083812,ZNF324,0.026053239835845406
1,6,positive,17,3742,ENSG00000115239,GPR75-ASB3,0.02584622691442631
1,6,positive,18,6348,ENSG00000242622,RP11-18H7.1,0.025241140715675427
1,6,positive,19,15945,ENSG00000204860,FAM201A,0.025157385328379914
1,6,positive,20,17495,ENSG00000166348,USP54,0.025073168340527634
1,6,positive,21,4258,ENSG00000163006,CCDC138,0.02503812004724167
1,6,positive,22,24031,ENSG00000138617,PARP16,0.025024721273292475
1,6,positive,23,21944,ENSG00000120693,SMAD9,0.024936387011907524
1,6,positive,24,29813,ENSG00000065989,PDE4A,0.0249353883810043
1,6,positive,25,28628,ENSG00000185019,UBOX5,0.02482827639523159
1,6,positive,26,3643,ENSG00000231312,AC007246.3,0.024799500994798388
1,6,positive,27,24927,ENSG00000069764,PLA2G10,0.02471627264206463
1,6,positive,28,3966,ENSG00000115274,INO80B,0.02462999912950408
1,6,positive,29,17879,ENSG00000107954,NEURL1,0.024621242279006802
1,6,positive,30,29346,ENSG00000101210,EEF1A2,0.024406064891954272
1,6,positive,31,26003,ENSG00000259877,RP11-46C24.7,0.024227648221303796
1,6,positive,32,27376,ENSG00000141179,PCTP,0.024128585045765927
1,6,positive,33,12528,ENSG00000188175,HEPACAM2,0.02412627281950685
1,6,positive,34,30804,ENSG00000104936,DMPK,0.024052988039248165
1,6,positive,35,25147,ENSG00000213658,LAT,0.02395880790758618
1,6,positive,36,10199,ENSG00000272277,RP1-40E16.12,0.023939784167715965
1,6,positive,37,20145,ENSG00000111319,SCNN1A,0.02393972597334659
1,6,positive,38,31206,ENSG00000182909,LENG9,0.023874649633196496
1,6,positive,39,14461,ENSG00000003989,SLC7A2,0.023727372870058373
1,6,positive,40,12771,ENSG00000164603,C7orf60,0.023422204478058935
1,6,positive,41,8885,ENSG00000164283,ESM1,0.023380106502988055
1,6,positive,42,2045,ENSG00000225855,RUSC1-AS1,0.023365942033931716
1,6,positive,43,230,ENSG00000173614,NMNAT1,0.02332906807747581
1,6,positive,44,32162,ENSG00000075240,GRAMD4,0.02312481485444493
1,6,positive,45,27596,ENSG00000133195,SLC39A11,0.023100942588223407
1,6,positive,46,867,ENSG00000164011,ZNF691,0.02307001294389841
1,6,positive,47,15180,ENSG00000245970,KB-1208A12.3,0.022968975685917294
1,6,positive,48,16569,ENSG00000136830,FAM129B,0.02283674169799189
1,6,positive,49,7110,ENSG00000174007,CEP19,0.02256054943455262
1,6,positive,50,20066,ENSG00000171840,NINJ2,0.02250680485897662
1,7,negative,1,13037,ENSG00000204983,PRSS1,-0.030826551795836606
1,7,negative,2,26521,ENSG00000188522,FAM83G,-0.029256766136438222
1,7,negative,3,7391,ENSG00000053900,ANAPC4,-0.027625643081637608
1,7,negative,4,4469,ENSG00000150551,LYPD1,-0.02734664326882765
1,7,negative,5,1743,ENSG00000186275,NBPF12,-0.02655753062666674
1,7,negative,6,19877,ENSG00000137642,SORL1,-0.02642956346457895
1,7,negative,7,26022,ENSG00000261373,VPS9D1-AS1,-0.02582960743081481
1,7,negative,8,17587,ENSG00000271738,RP11-137H2.6,-0.025327759423148664
1,7,negative,9,29998,ENSG00000105137,SYDE1,-0.024933976042825785
1,7,negative,10,18866,ENSG00000149150,SLC43A1,-0.024891409308886038
1,7,negative,11,939,ENSG00000085999,RAD54L,-0.0247711902369826
1,7,negative,12,29384,ENSG00000171695,C20orf201,-0.024196647053721276
1,7,negative,13,23217,ENSG00000100784,RPS6KA5,-0.02412795109492169
1,7,negative,14,30439,ENSG00000075702,WDR62,-0.024086477412599987
1,7,negative,15,22185,ENSG00000136158,SPRY2,-0.02385668976046477
1,7,negative,16,5922,ENSG00000114737,CISH,-0.023782509036882903
1,7,negative,17,30647,ENSG00000105388,CEACAM5,-0.023739953421683196
1,7,negative,18,5061,ENSG00000260804,RP11-566E18.3,-0.0237132509384039
1,7,negative,19,6850,ENSG00000177694,NAALADL2,-0.023573323732349005
1,7,negative,20,32420,ENSG00000205930,C21orf49,-0.023453586118479745
1,7,negative,21,3985,ENSG00000272711,RP11-259N19.1,-0.023143189309781383
1,7,negative,22,23714,ENSG00000104147,OIP5,-0.02312343306952264
1,7,negative,23,27546,ENSG00000154217,PITPNC1,-0.023047035258397717
1,7,negative,24,9623,ENSG00000113070,HBEGF,-0.0230149740552768
1,7,negative,25,24018,ENSG00000140451,PIF1,-0.022928440105972874
1,7,negative,26,6406,ENSG00000144909,OSBPL11,-0.022880053308623898
1,7,negative,27,483,ENSG00000125945,ZNF436,-0.022836951169410806
1,7,negative,28,32102,ENSG00000100271,TTLL1,-0.02275289835801097
1,7,negative,29,21967,ENSG00000150907,FOXO1,-0.02248013620534117
1,7,negative,30,9921,ENSG00000072571,HMMR,-0.022468942053623726
1,7,negative,31,20906,ENSG00000198056,PRIM1,-0.02237823760958195
1,7,negative,32,30517,ENSG00000179168,GGN,-0.022365262548262467
1,7,negative,33,15106,ENSG00000155100,OTUD6B,-0.022322055542514825
1,7,negative,34,28126,ENSG00000141448,GATA6,-0.022224656954926477
1,7,negative,35,27136,ENSG00000267750,AC003102.3,-0.02216421587986561
1,7,negative,36,26955,ENSG00000131746,TNS4,-0.022129637895948743
1,7,negative,37,18910,ENSG00000110042,DTX4,-0.022041063597159325
1,7,negative,38,17815,ENSG00000273162,RP11-108L7.15,-0.022021614932977156
1,7,negative,39,4653,ENSG00000152253,SPC25,-0.021987260501882513
1,7,negative,40,11953,ENSG00000006468,ETV1,-0.02198687093974955
1,7,negative,41,16997,ENSG00000065328,MCM10,-0.02197386641516
1,7,negative,42,27946,ENSG00000080986,NDC80,-0.02196709472026023
1,7,negative,43,18453,ENSG00000110328,GALNT18,-0.021924842301712263
1,7,negative,44,21795,ENSG00000165474,GJB2,-0.021684230725864215
1,7,negative,45,10356,ENSG00000172197,MBOAT1,-0.02165332541347878
1,7,negative,46,2492,ENSG00000116667,C1orf21,-0.021620202713021543
1,7,negative,47,584,ENSG00000142733,MAP3K6,-0.021551720658298384
1,7,negative,48,31207,ENSG00000167617,CDC42EP5,-0.021505131792974364
1,7,negative,49,11506,ENSG00000135540,NHSL1,-0.021473045477000068
1,7,negative,50,1192,ENSG00000024526,DEPDC1,-0.021367260657298357
1,7,positive,1,4409,ENSG00000072163,LIMS2,0.03826626543247764
1,7,positive,2,9802,ENSG00000171992,SYNPO,0.03663903709369194
1,7,positive,3,3535,ENSG00000171174,RBKS,0.035160282238980226
1,7,positive,4,31770,ENSG00000233521,RP5-1172A22.1,0.034756221172773466
1,7,positive,5,7250,ENSG00000163993,S100P,0.034526880482917584
1,7,positive,6,18167,ENSG00000247095,MIR210HG,0.03404507908453098
1,7,positive,7,14945,ENSG00000140396,NCOA2,0.0336708220022053
1,7,positive,8,1960,ENSG00000143556,S100A7,0.03350838972058243
1,7,positive,9,11516,ENSG00000164442,CITED2,0.03342495067444061
1,7,positive,10,29214,ENSG00000019186,CYP24A1,0.03342418750238016
1,7,positive,11,14610,ENSG00000120875,DUSP4,0.03297149406214068
1,7,positive,12,13431,ENSG00000130962,PRRG1,0.032823084856769574
1,7,positive,13,3621,ENSG00000138061,CYP1B1,0.03234141516798367
1,7,positive,14,7727,ENSG00000138744,NAAA,0.031820593436122556
1,7,positive,15,26774,ENSG00000108691,CCL2,0.03059780693287744
1,7,positive,16,12435,ENSG00000243566,UPK3B,0.029327463308550555
1,7,positive,17,25580,ENSG00000166592,RRAD,0.0292370186057561
1,7,positive,18,26985,ENSG00000212724,KRTAP2-3,0.029198971451101785
1,7,positive,19,1325,ENSG00000137944,CCBL2,0.028764250505751023
1,7,positive,20,28426,ENSG00000206075,SERPINB5,0.028586655704564076
1,7,positive,21,11498,ENSG00000118503,TNFAIP3,0.028518389981642037
1,7,positive,22,316,ENSG00000116731,PRDM2,0.02848865646411062
1,7,positive,23,27196,ENSG00000214401,KANSL1-AS1,0.028473387813791804
1,7,positive,24,27200,ENSG00000185829,ARL17A,0.028094821675474516
1,7,positive,25,9248,ENSG00000247121,CTD-2260A17.2,0.028051658711993506
1,7,positive,26,3691,ENSG00000116016,EPAS1,0.028021557702737485
1,7,positive,27,16488,ENSG00000106852,LHX6,0.027842350974867192
1,7,positive,28,29736,ENSG00000269386,RAB11B-AS1,0.027746136180684423
1,7,positive,29,27051,ENSG00000167925,GHDC,0.02773664622972142
1,7,positive,30,15470,ENSG00000167632,TRAPPC9,0.027414435139507864
1,7,positive,31,4115,ENSG00000196843,ARID5A,0.027370523331279283
1,7,positive,32,18742,ENSG00000135365,PHF21A,0.027313871186295913
1,7,positive,33,15356,ENSG00000156804,FBXO32,0.02717714723757422
1,7,positive,34,6205,ENSG00000181458,TMEM45A,0.027132420902278638
1,7,positive,35,6923,ENSG00000163872,YEATS2,0.027101695871833406
1,7,positive,36,4102,ENSG00000186281,GPAT2,0.026976331164148156
1,7,positive,37,10442,ENSG00000026950,BTN3A1,0.026946160479538014
1,7,positive,38,19743,ENSG00000166741,NNMT,0.026907338632183673
1,7,positive,39,15441,ENSG00000104419,NDRG1,0.026899373200913436
1,7,positive,40,11362,ENSG00000164465,DCBLD1,0.02670785560348427
1,7,positive,41,2173,ENSG00000224259,LINC01133,0.02670646837682312
1,7,positive,42,19236,ENSG00000173237,C11orf86,0.026656796679812148
1,7,positive,43,14583,ENSG00000120899,PTK2B,0.02632474343227638
1,7,positive,44,17092,ENSG00000165312,OTUD1,0.026241630759284547
1,7,positive,45,20193,ENSG00000182326,C1S,0.026135534917087772
1,7,positive,46,1593,ENSG00000116793,PHTF1,0.02605479426082985
1,7,positive,47,21079,ENSG00000133858,ZFC3H1,0.025889656722613726
1,7,positive,48,31003,ENSG00000169136,ATF5,0.025802077657910382
1,7,positive,49,29840,ENSG00000105514,RAB3D,0.025726958645891966
1,7,positive,50,11985,ENSG00000048052,HDAC9,0.025603306164891447
1,8,negative,1,21935,ENSG00000133083,DCLK1,-0.037671560614469565
1,8,negative,2,1965,ENSG00000188015,S100A3,-0.03563013654909312
1,8,negative,3,4267,ENSG00000144063,MALL,-0.03504470391722559
1,8,negative,4,10024,ENSG00000145920,CPLX2,-0.0325550453335578
1,8,negative,5,11392,ENSG00000135547,HEY2,-0.032279602591061204
1,8,negative,6,17448,ENSG00000107719,PALD1,-0.03151432297122272
1,8,negative,7,26955,ENSG00000131746,TNS4,-0.03120576233516793
1,8,negative,8,5164,ENSG00000116106,EPHA4,-0.030760059351275452
1,8,negative,9,1328,ENSG00000117228,GBP1,-0.030754700883672517
1,8,negative,10,23451,ENSG00000185567,AHNAK2,-0.030126754633039696
1,8,negative,11,6198,ENSG00000168386,FILIP1L,-0.02984512815499442
1,8,negative,12,27026,ENSG00000186847,KRT14,-0.029676020273833707
1,8,negative,13,24983,ENSG00000170537,TMC7,-0.02931062258574064
1,8,negative,14,25635,ENSG00000261884,CTC-479C5.12,-0.02885739100396936
1,8,negative,15,10061,ENSG00000169220,RGS14,-0.028736009239286583
1,8,negative,16,2444,ENSG00000143324,XPR1,-0.028207053309906714
1,8,negative,17,12086,ENSG00000146592,CREB5,-0.028098203488428723
1,8,negative,18,18544,ENSG00000166833,NAV2,-0.02803567580627804
1,8,negative,19,27102,ENSG00000175832,ETV4,-0.02779918283231781
1,8,negative,20,27401,ENSG00000264112,RP11-159D12.2,-0.027757005442639565
1,8,negative,21,404,ENSG00000169991,IFFO2,-0.027616885799787712
1,8,negative,22,20326,ENSG00000013588,GPRC5A,-0.027359677465224257
1,8,negative,23,10554,ENSG00000204576,PRR3,-0.02686979158204342
