cell_line,depmap_id,lineage,outer_fold,model,b2_fallback,b3_neighbor_cell_line,rmse_delta,nrmse_delta,pcc_delta,spearman_delta,signed_top50_overlap,pcc_context,rmse_gain_vs_b1,nrmse_gain_vs_b1
AGS_STOMACH,ACH-000880,gastric,0,B4,False,,0.28325167028888076,0.877296177499431,0.47657500322340296,0.36664841108598717,0.22,0.0918754057574141,0.0006776936601716188,0.0020989745867263654
BEN_LUNG,ACH-000603,lung,0,B0,False,,0.2715985725193932,1.0,,,0.0,0.28876426991284265,-0.0008745255237882499,-0.0032199194409455734
BEN_LUNG,ACH-000603,lung,0,B1,False,,0.27072404699560493,0.9967800805590544,0.27814248701452,0.20498770041002157,0.19,,0.0,0.0
BEN_LUNG,ACH-000603,lung,0,B2,False,,0.273489382667288,1.0069617823479533,0.2698989024415296,0.20204312924220685,0.2,0.07814800340493813,-0.002765335671683078,-0.010181701788898878
BEN_LUNG,ACH-000603,lung,0,B3,False,QGP1_PANCREAS,0.5626309498257261,2.0715534128425954,0.10743463593743696,0.09672161641213117,0.04,-0.021153885177333773,-0.2919069028301212,-1.074773332283541
BEN_LUNG,ACH-000603,lung,0,B4,False,,0.27562661268452726,1.0148308591159714,0.27698321777473356,0.20614688969901282,0.21,0.06769105656305921,-0.0049025656889223335,-0.018050778556916947
DMS273_LUNG,ACH-000749,lung,0,B0,False,,0.2270778347852395,1.0,,,0.0,0.3047238823280873,-0.01115497223974854,-0.04912400301111919
DMS273_LUNG,ACH-000749,lung,0,B1,False,,0.21592286254549095,0.9508759969888808,0.39119197047398796,0.30814423310309397,0.28,,0.0,0.0
DMS273_LUNG,ACH-000749,lung,0,B2,False,,0.2222072349359249,0.9785509675397381,0.36210985911302596,0.2814876708315392,0.29000000000000004,0.05453346067995318,-0.0062843723904339455,-0.027674970550857325
DMS273_LUNG,ACH-000749,lung,0,B3,False,SKUT1_SOFT_TISSUE,0.3404722173699754,1.4993635010302941,0.19256662718766207,0.166124535516867,0.13,0.05513515440451266,-0.12454935482448445,-0.5484875040414133
DMS273_LUNG,ACH-000749,lung,0,B4,False,,0.21041592178819693,0.9266246614831399,0.410977097309562,0.31826752732361635,0.31,0.2276741285778202,0.005506940757294021,0.02425133550574088
HCC1195_LUNG,ACH-000868,lung,0,B0,False,,0.38125672985566317,1.0,,,0.0,-0.04498176574726693,-0.03777960590887558,-0.09909229910034179
HCC1195_LUNG,ACH-000868,lung,0,B1,False,,0.3434771239467876,0.9009077008996582,0.4422815002451419,0.34549543659933174,0.18,,0.0,0.0
HCC1195_LUNG,ACH-000868,lung,0,B2,False,,0.3492614501041415,0.9160794361226502,0.4074514903413488,0.31295549018085295,0.19,0.004783501660226745,-0.005784326157353914,-0.015171735222991978
HCC1195_LUNG,ACH-000868,lung,0,B3,False,GCIY_STOMACH,0.3968237179623449,1.0408307234670326,0.26217383819071965,0.22914272140069744,0.13999999999999999,0.020841715161573373,-0.0533465940155573,-0.13992302256737443
HCC1195_LUNG,ACH-000868,lung,0,B4,False,,0.34362368285326544,0.901292110917898,0.44040730924157867,0.3399189932842173,0.19,0.04060666300207066,-0.00014655890647785608,-0.00038441001823974474
ISTMES1_PLEURA,ACH-000569,mesothelioma,0,B0,False,,0.3479701043540655,1.0,,,0.0,-0.00615281523204019,-0.03734426023065246,-0.10732031218594007
ISTMES1_PLEURA,ACH-000569,mesothelioma,0,B1,False,,0.31062584412341304,0.8926796878140599,0.4469765140442047,0.37223923638432577,0.15000000000000002,,0.0,0.0
ISTMES1_PLEURA,ACH-000569,mesothelioma,0,B2,False,,0.33844113457118147,0.972615550406054,0.3409590751998154,0.2984236240851959,0.16,0.04915517757945963,-0.027815290447768426,-0.07993586259199403
ISTMES1_PLEURA,ACH-000569,mesothelioma,0,B3,False,SKUT1_SOFT_TISSUE,0.41042683425174425,1.1794887811227828,0.2075214966138777,0.20635407597944141,0.08,0.019572870850242917,-0.09980099012833121,-0.28680909330872284
ISTMES1_PLEURA,ACH-000569,mesothelioma,0,B4,False,,0.3102029294771918,0.8914643114327864,0.44909907787876185,0.37286785206078243,0.15,0.06381357079845286,0.00042291464622123964,0.0012153763812735585
J82_URINARY_TRACT,ACH-000396,urinary_tract,0,B0,False,,0.2449786715733108,1.0,,,0.0,0.18299944743737762,-0.02730724664048853,-0.11146785336500908
J82_URINARY_TRACT,ACH-000396,urinary_tract,0,B1,False,,0.21767142493282227,0.8885321466349909,0.4681104433035181,0.3597691199854539,0.26,,0.0,0.0
J82_URINARY_TRACT,ACH-000396,urinary_tract,0,B2,True,,0.21767142493282227,0.8885321466349909,0.4681104433035181,0.3597691199854539,0.26,,0.0,0.0
J82_URINARY_TRACT,ACH-000396,urinary_tract,0,B3,False,CAL62_THYROID,0.3318222408455517,1.3544944084907922,0.29065797076299654,0.24403750612322406,0.14,-0.05752857904788757,-0.11415081591272941,-0.46596226185580125
J82_URINARY_TRACT,ACH-000396,urinary_tract,0,B4,False,,0.21700498013373612,0.8858117269559793,0.4735931310482393,0.36126892577636543,0.28,0.08783824350513632,0.0006664447990861466,0.0027204196790115986
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479,central_nervous_system,0,B0,False,,0.3844657785431649,1.0,,,0.0,-0.04523674726620355,-0.039756009807016546,-0.10340584786937812
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479,central_nervous_system,0,B1,False,,0.34470976873614834,0.8965941521306219,0.44022639991702367,0.3537177777625183,0.16,,0.0,0.0
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479,central_nervous_system,0,B2,False,,0.35912510328626485,0.9340886063958096,0.36828472991943206,0.30508108836167724,0.18,0.07133029397487714,-0.01441533455011651,-0.037494454265187716
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479,central_nervous_system,0,B3,False,SNU1105_CENTRAL_NERVOUS_SYSTEM,0.4673857177446007,1.2156757345624878,0.2270818899011534,0.23053961171293663,0.12,0.05171231018976681,-0.12267594900845236,-0.3190815824318659
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479,central_nervous_system,0,B4,False,,0.3430973123922669,0.8924001342651269,0.44913916738083187,0.35832699278863,0.18,0.09943038480377628,0.0016124563438814632,0.004194017865495003
LOVO_LARGE_INTESTINE,ACH-000950,colorectal,0,B0,False,,0.3472808077136189,1.0,,,0.01,-0.09434534619673551,-0.05142363413337048,-0.14807508215592602
LOVO_LARGE_INTESTINE,ACH-000950,colorectal,0,B1,False,,0.29585717358024843,0.851924917844074,0.523825599996406,0.40060272171860645,0.21000000000000002,,0.0,0.0
LOVO_LARGE_INTESTINE,ACH-000950,colorectal,0,B2,False,,0.35330920550351563,1.0173588567407041,0.3492831771304918,0.2973513957982975,0.2,0.07390288227439638,-0.0574520319232672,-0.16543393889663016
LOVO_LARGE_INTESTINE,ACH-000950,colorectal,0,B3,False,GP2D_LARGE_INTESTINE,0.38468358469875197,1.1077018255957778,0.26478632694326204,0.22443703065243095,0.13,0.03956102504360399,-0.08882641111850353,-0.2557769077517038
LOVO_LARGE_INTESTINE,ACH-000950,colorectal,0,B4,False,,0.29008723438826,0.8353102962933588,0.548486771018878,0.4174494589285958,0.24,0.20230547033088245,0.005769939191988427,0.016614621550715136
MALME3M_SKIN,ACH-000477,skin,0,B0,False,,0.6496816470274428,1.0,,,0.0,-0.11998909845125753,-0.04195950962134121,-0.06458472363090906
MALME3M_SKIN,ACH-000477,skin,0,B1,False,,0.6077221374061016,0.9354152763690909,0.35265122895406253,0.27118112511490144,0.04,,0.0,0.0
MALME3M_SKIN,ACH-000477,skin,0,B2,False,,0.601548819303778,0.925913210040807,0.3586912815514399,0.28622699132487694,0.14,0.1756574838897793,0.006173318102323577,0.009502066328283987
MALME3M_SKIN,ACH-000477,skin,0,B3,False,LN229_CENTRAL_NERVOUS_SYSTEM,0.6702615867022323,1.031676960198816,0.20428348003815064,0.18028050384859648,0.07,0.04098967358323814,-0.06253944929613076,-0.09626168382972511
MALME3M_SKIN,ACH-000477,skin,0,B4,False,,0.5999677536243455,0.9234796093893701,0.3730149495176203,0.2880562185486245,0.11000000000000001,0.157070602216287,0.00775438378175608,0.011935666979720816
MDAMB468_BREAST,ACH-000849,breast,0,B0,False,,0.28901014886349563,1.0,,,0.0,0.08513774281170086,-0.027777179484931414,-0.09611143274436029
MDAMB468_BREAST,ACH-000849,breast,0,B1,False,,0.2612329693785642,0.9038885672556397,0.45393138813173484,0.32281895409102807,0.31,,0.0,0.0
MDAMB468_BREAST,ACH-000849,breast,0,B2,False,,0.309940147320011,1.0724195968163075,0.2758449632871518,0.2183692229229446,0.16999999999999998,-0.013244618063437753,-0.0487071779414468,-0.1685310295606678
MDAMB468_BREAST,ACH-000849,breast,0,B3,False,HCC1143_BREAST,0.38382091771230076,1.3280534238041095,0.22899523733014965,0.19203227321765354,0.18,0.03232222751627995,-0.12258794833373654,-0.4241648565484698
MDAMB468_BREAST,ACH-000849,breast,0,B4,False,,0.26103917998571846,0.9032180392703498,0.4565229523657869,0.3211116753308875,0.30000000000000004,0.06438385412373011,0.0001937893928457557,0.0006705279852898816
MIAPACA2_PANCREAS,ACH-000601,pancreas,0,B0,False,,0.330601073361819,1.0,,,0.0,-0.21202531633698277,-0.06791052511992124,-0.2054153195249856
MIAPACA2_PANCREAS,ACH-000601,pancreas,0,B1,False,,0.26269054824189775,0.7945846804750144,0.6320546859640325,0.48116992830296756,0.24,,0.0,0.0
MIAPACA2_PANCREAS,ACH-000601,pancreas,0,B2,False,,0.3420789816593731,1.0347183031828586,0.449255384242179,0.35205408892817097,0.21,0.07018325202384987,-0.07938843341747537,-0.24013362270784422
MIAPACA2_PANCREAS,ACH-000601,pancreas,0,B3,False,SKUT1_SOFT_TISSUE,0.37324711641977676,1.1289954767064072,0.3067468388118149,0.2546426051095095,0.14,0.03221475441041632,-0.11055656817787901,-0.3344107962313928
MIAPACA2_PANCREAS,ACH-000601,pancreas,0,B4,False,,0.2615730619747075,0.7912045152026311,0.6369999411660446,0.48133444659753605,0.26,0.09587463899563037,0.0011174862671902708,0.003380165272383273
NCIH2347_LUNG,ACH-000875,lung,0,B0,False,,0.5315496693410391,1.0,,,0.0,-0.1209843095658687,-0.04313067759893252,-0.08114138731833198
NCIH2347_LUNG,ACH-000875,lung,0,B1,False,,0.48841899174210657,0.918858612681668,0.40119250097446163,0.30904872893247654,0.09000000000000001,,0.0,0.0
NCIH2347_LUNG,ACH-000875,lung,0,B2,False,,0.4947427096491286,0.930755370918507,0.3608537247303825,0.27861121754767065,0.09000000000000001,-0.029693860820247223,-0.0063237179070220195,-0.011896758236839
NCIH2347_LUNG,ACH-000875,lung,0,B3,False,SW900_LUNG,0.5898688268322791,1.1097153490162794,0.26329233207087016,0.23657455446231815,0.08,0.08573190831843472,-0.10144983509017258,-0.19085673633461142
NCIH2347_LUNG,ACH-000875,lung,0,B4,False,,0.4863313566908807,0.9149311621128173,0.4083226692407853,0.31563279941798567,0.1,0.09926603482079958,0.002087635051225889,0.003927450568850688
NCIH23_LUNG,ACH-000900,lung,0,B0,False,,0.3070509401775331,1.0,,,0.0,0.06693752651942618,-0.030258600569669114,-0.09854586523061604
NCIH23_LUNG,ACH-000900,lung,0,B1,False,,0.276792339607864,0.901454134769384,0.4393947426242342,0.3337637531898229,0.24,,0.0,0.0
NCIH23_LUNG,ACH-000900,lung,0,B2,False,,0.280385831348025,0.9131573776843327,0.42047835812549267,0.3159447809195265,0.26,0.061954054157816914,-0.0035934917401610478,-0.01170324291494873
NCIH23_LUNG,ACH-000900,lung,0,B3,False,GCIY_STOMACH,0.3328967664590308,1.0841743922573694,0.294095741247374,0.24194618452515956,0.18,0.07413710566702209,-0.056104426851166844,-0.18272025748798548
NCIH23_LUNG,ACH-000900,lung,0,B4,False,,0.27393054232150044,0.8921338660064586,0.45388424124560917,0.34414687641200187,0.26,0.13920453559942672,0.0028617972863635432,0.009320268762925354
RCC10RGB_KIDNEY,ACH-000189,kidney,0,B0,False,,0.3211536518338956,1.0,,,0.0,0.002448097844414442,-0.037023260635855926,-0.11528207891904896
RCC10RGB_KIDNEY,ACH-000189,kidney,0,B1,False,,0.2841303911980397,0.884717921080951,0.47497794062752685,0.35435990785457067,0.26,,0.0,0.0
RCC10RGB_KIDNEY,ACH-000189,kidney,0,B2,False,,0.30258874968984456,0.9421930840952946,0.39771757275436787,0.3035921813670813,0.32,0.11815105423324482,-0.018458358491804883,-0.05747516301434352
RCC10RGB_KIDNEY,ACH-000189,kidney,0,B3,False,786O_KIDNEY,0.3221970798196845,1.0032489992868852,0.3262894314645469,0.25793603910564683,0.24,0.10582570700001832,-0.038066688621644806,-0.11853107820593412
RCC10RGB_KIDNEY,ACH-000189,kidney,0,B4,False,,0.280460508656008,0.873290734993932,0.49184101059438357,0.3652801559598985,0.29,0.1446290209427117,0.003669882542031655,0.011427186087019092
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,B0,False,,0.30748248350478385,1.0,,,0.0,0.18301478277802205,-0.013121850664304768,-0.04267511604153096
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,B1,False,,0.2943606328404791,0.957324883958469,0.3247202990489484,0.22793680761461924,0.14,,0.0,0.0
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,B2,False,,0.3524409528125125,1.1462147332598513,0.17305260366388064,0.12756534692248625,0.08,0.02330193960034671,-0.05808031997203339,-0.1888898493013823
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,B3,False,MSTO211H_PLEURA,0.37905796199436737,1.2327790437807815,0.1914468987859855,0.14859699351533567,0.09,-0.01969940730913287,-0.08469732915388828,-0.27545415982231247
SNU685_ENDOMETRIUM,ACH-000407,uterus,0,B4,False,,0.2921890540661078,0.9502624368570312,0.3356264029229305,0.23076602596719709,0.15,0.12422648665242718,0.0021715787743712966,0.007062447101437885
TE6_OESOPHAGUS,ACH-000605,esophagus,0,B0,False,,0.373605197489502,1.0,,,0.0,0.05093030326906988,-0.025535393039263887,-0.06834860224336525
TE6_OESOPHAGUS,ACH-000605,esophagus,0,B1,False,,0.3480698044502381,0.9316513977566347,0.363366716743207,0.2842294620158081,0.2,,0.0,0.0
TE6_OESOPHAGUS,ACH-000605,esophagus,0,B2,False,,0.3717647382113766,0.9950737856686882,0.29288544286299867,0.2344058062338829,0.19,0.07827465150676514,-0.023694933761138515,-0.06342238791205346
TE6_OESOPHAGUS,ACH-000605,esophagus,0,B3,False,TE11_OESOPHAGUS,0.4358073208055047,1.1664915898761032,0.19166229038892993,0.16624100039679768,0.1,0.057152994922850926,-0.08773751635526661,-0.2348401921194685
TE6_OESOPHAGUS,ACH-000605,esophagus,0,B4,False,,0.3492057953410593,0.934692016298493,0.36243150073660796,0.2747960045648183,0.21000000000000002,0.05419781136057454,-0.0011359908908211702,-0.00304061854185822
UACC257_SKIN,ACH-000579,skin,0,B0,False,,0.44346211730324114,1.0,,,0.0,-0.19638152632449293,-0.05959808641559644,-0.13439273410324482
UACC257_SKIN,ACH-000579,skin,0,B1,False,,0.3838640308876447,0.8656072658967552,0.5193736746516762,0.4045067931164763,0.08,,0.0,0.0
UACC257_SKIN,ACH-000579,skin,0,B2,False,,0.3803672693885746,0.8577221244999333,0.5145007044074901,0.3985388375272426,0.14,0.2579958476163191,0.003496761499070078,0.007885141396821838
UACC257_SKIN,ACH-000579,skin,0,B3,False,A375_SKIN,0.4686617517629776,1.0568247736987753,0.4693016153226921,0.3676506865976797,0.14,0.26620292736339496,-0.08479772087533288,-0.19121750780202007
UACC257_SKIN,ACH-000579,skin,0,B4,False,,0.3737192638156761,0.8427309779881951,0.5444300314742055,0.42528272034888337,0.12,0.22946467573995458,0.010144767071968597,0.02287628790856011
22RV1_PROSTATE,ACH-000956,prostate,1,B0,False,,0.42917956588038314,1.0,,,0.01,0.11137859609826421,-0.014600625232002451,-0.03401985181203104
22RV1_PROSTATE,ACH-000956,prostate,1,B1,False,,0.4145789406483807,0.965980148187969,0.2602854699118827,0.23416161997191176,0.05,,0.0,0.0
22RV1_PROSTATE,ACH-000956,prostate,1,B2,False,,0.44607224829620634,1.0393604070621838,0.1275311538344813,0.1448950863459982,0.01,0.08116922237453998,-0.03149330764782565,-0.07338025887421484
22RV1_PROSTATE,ACH-000956,prostate,1,B3,False,LNCAPCLONEFGC_PROSTATE,0.47973418532544965,1.1177936310675998,0.10258147241484915,0.13809905363425082,0.02,0.055203876120480326,-0.06515524467706896,-0.1518134828796308
22RV1_PROSTATE,ACH-000956,prostate,1,B4,False,,0.4132808941291311,0.962955664679331,0.26271602885224477,0.23462143306641148,0.060000000000000005,0.08405582153062484,0.001298046519249585,0.003024483508637932
A375_SKIN,ACH-000219,skin,1,B0,False,,0.47411939971527367,1.0,,,0.0,-0.3439897781839638,-0.08199014898888951,-0.17293143676071399
A375_SKIN,ACH-000219,skin,1,B1,False,,0.39212925072638416,0.827068563239286,0.622674375555083,0.4839402186531862,0.18,,0.0,0.0
A375_SKIN,ACH-000219,skin,1,B2,False,,0.3816199070340188,0.8049025356549336,0.5811524113440861,0.44266475739775935,0.22999999999999998,0.30921201835087425,0.010509343692365336,0.022166027584352377
A375_SKIN,ACH-000219,skin,1,B3,False,SKMEL24_SKIN,0.49011846465212155,1.0337448013020685,0.4231472260148705,0.3433534730058212,0.18,0.2108419181759514,-0.0979892139257374,-0.20667623806278246
A375_SKIN,ACH-000219,skin,1,B4,False,,0.38312902378849845,0.8080855244872529,0.6442164627522029,0.49791405588764837,0.21000000000000002,0.25876767352891944,0.009000226937885714,0.01898303875203311
CAL120_BREAST,ACH-000212,breast,1,B0,False,,0.2486115571548627,1.0,,,0.0,0.18545244040360176,-0.02623379216876756,-0.1055212093475858
CAL120_BREAST,ACH-000212,breast,1,B1,False,,0.22237776498609513,0.8944787906524142,0.46898490897623,0.36802773221399676,0.26,,0.0,0.0
CAL120_BREAST,ACH-000212,breast,1,B2,False,,0.2745802170697125,1.104454757502177,0.3052298860550707,0.26114736350506046,0.15000000000000002,0.023864052552059124,-0.052202452083617346,-0.20997596684976283
CAL120_BREAST,ACH-000212,breast,1,B3,False,8505C_THYROID,0.3551305875129056,1.4284556662492207,0.28381341573018737,0.26028320802131033,0.17,0.027502667324159177,-0.13275282252681048,-0.5339768755968065
CAL120_BREAST,ACH-000212,breast,1,B4,False,,0.21985440116939858,0.88432896557761,0.4779342172019029,0.37193757276872785,0.29000000000000004,0.1468446006512666,0.0025233638166965444,0.01014982507480422
COLO668_LUNG,ACH-000803,lung,1,B0,False,,0.4336074988597982,1.0,,,0.0,0.12887686302846885,-0.012410874802118943,-0.02862237123378686
COLO668_LUNG,ACH-000803,lung,1,B1,False,,0.42119662405767927,0.9713776287662131,0.2397688963762908,0.21220468538725798,0.12000000000000001,,0.0,0.0
COLO668_LUNG,ACH-000803,lung,1,B2,False,,0.4245781348900718,0.9791761812388629,0.22539258756767988,0.1968566807341328,0.11000000000000001,0.029623653746789973,-0.0033815108323925203,-0.007798552472649711
COLO668_LUNG,ACH-000803,lung,1,B3,False,BEN_LUNG,0.4770030927011385,1.1000803582858971,0.1316105673628417,0.12993509393168579,0.07,0.1019873771633975,-0.05580646864345923,-0.12870272951968398
COLO668_LUNG,ACH-000803,lung,1,B4,False,,0.42045931053443414,0.9696772118564874,0.2412384451535286,0.21493839220561758,0.11,0.08444841712484395,0.0007373135232451311,0.001700416909725777
COV434_OVARY,ACH-000123,ovary,1,B0,False,,0.3540181402308013,1.0,,,0.0,0.20006271673340614,-0.0073491563822933315,-0.02075926498428038
COV434_OVARY,ACH-000123,ovary,1,B1,False,,0.34666898384850797,0.9792407350157196,0.25066298374483315,0.21592210349498328,0.08,,0.0,0.0
COV434_OVARY,ACH-000123,ovary,1,B2,False,,0.3618958966114971,1.0222524088047011,0.21276646312452435,0.1940479575335312,0.08,0.060969941252737886,-0.015226912762989153,-0.04301167378898152
COV434_OVARY,ACH-000123,ovary,1,B3,False,A2780_OVARY,0.43532034267839903,1.2296554701818188,0.1540590639748367,0.1655932319732364,0.07,0.01864577319018226,-0.08865135882989106,-0.25041473516609913
COV434_OVARY,ACH-000123,ovary,1,B4,False,,0.3428568657257285,0.9684725915519576,0.26091133597130484,0.22109547896328227,0.06999999999999999,0.15073213900772095,0.0038121181227794843,0.010768143463761981
GCIY_STOMACH,ACH-000047,gastric,1,B0,False,,0.24907172498889005,1.0,,,0.0,0.11479295247177637,-0.03805442251152591,-0.1527849960216212
GCIY_STOMACH,ACH-000047,gastric,1,B1,False,,0.21101730247736414,0.8472150039783788,0.5362146140340828,0.4224704273536441,0.27,,0.0,0.0
GCIY_STOMACH,ACH-000047,gastric,1,B2,False,,0.26423814416957525,1.06089177397138,0.3859437130765919,0.3161429668231175,0.18,0.004916716696536097,-0.05322084169221111,-0.21367676999300111
GCIY_STOMACH,ACH-000047,gastric,1,B3,False,NCIH1299_LUNG,0.26772266577076476,1.0748818067675352,0.353445015027111,0.2958366852327783,0.18,0.056263895888244056,-0.05670536329340062,-0.2276668027891564
GCIY_STOMACH,ACH-000047,gastric,1,B4,False,,0.20904466300474578,0.8392950384636004,0.5441733109069062,0.42785785070114013,0.28,0.1338539937670658,0.0019726394726183594,0.00791996551477836
GP2D_LARGE_INTESTINE,ACH-000982,colorectal,1,B0,False,,0.28532659484329026,1.0,,,0.0,0.15827902870403557,-0.023235158558758018,-0.08143355361430449
GP2D_LARGE_INTESTINE,ACH-000982,colorectal,1,B1,False,,0.26209143628453224,0.9185664463856955,0.4080936368388609,0.3389256822141659,0.16,,0.0,0.0
GP2D_LARGE_INTESTINE,ACH-000982,colorectal,1,B2,False,,0.3424466052526122,1.2001916801365606,0.2671912992866192,0.21979470207823298,0.11,0.017109043441325467,-0.08035516896807998,-0.2816252337508651
GP2D_LARGE_INTESTINE,ACH-000982,colorectal,1,B3,False,LOVO_LARGE_INTESTINE,0.38468358469875197,1.348221973174395,0.26478632694326204,0.22443703065243095,0.13,0.034469646250646045,-0.12259214841421973,-0.42965552678869945
GP2D_LARGE_INTESTINE,ACH-000982,colorectal,1,B4,False,,0.26307830599880483,0.9220251836086123,0.41399010208699916,0.3339491001416099,0.18,0.07412742088426226,-0.0009868697142725869,-0.0034587372229167856
LI7_LIVER,ACH-000471,liver,1,B0,False,,0.44097292194735926,1.0,,,0.0,0.09672569549531042,-0.015136338677016858,-0.034324871037827
LI7_LIVER,ACH-000471,liver,1,B1,False,,0.4258365832703424,0.965675128962173,0.26392207937353857,0.21437580809452142,0.11,,0.0,0.0
LI7_LIVER,ACH-000471,liver,1,B2,False,,0.5222691663873794,1.1843565452522837,0.1496569102112233,0.14310609054140425,0.06,0.014293342169026344,-0.09643258311703701,-0.21868141629011073
LI7_LIVER,ACH-000471,liver,1,B3,False,JHH5_LIVER,0.5581265622404685,1.2656708257181704,0.1386317178634978,0.13256627887266434,0.03,0.0007432298080768336,-0.13228997897012612,-0.29999569675599735
LI7_LIVER,ACH-000471,liver,1,B4,False,,0.4273768467329996,0.9691680043429454,0.2613165831240249,0.21013381874091172,0.11,0.02959701055885225,-0.0015402634626571765,-0.0034928753807723645
LN229_CENTRAL_NERVOUS_SYSTEM,ACH-000595,central_nervous_system,1,B0,False,,0.36127467326140444,1.0,,,0.0,-0.05634382739282744,-0.047332930873242085,-0.1310164657985693
LN229_CENTRAL_NERVOUS_SYSTEM,ACH-000595,central_nervous_system,1,B1,False,,0.31394174238816236,0.8689835342014307,0.48724902128046493,0.38096062900372085,0.15000000000000002,,0.0,0.0
LN229_CENTRAL_NERVOUS_SYSTEM,ACH-000595,central_nervous_system,1,B2,False,,0.3317798872152451,0.9183591094833873,0.40132168607972357,0.3182130827060063,0.22,0.07393808464459271,-0.017838144827082736,-0.049375575281956574
