row_index,outer_fold,b1_rmse,b4_rmse,rmse_gain_vs_b1,b4_pcc,b4_spearman,repeat,cell_line
85,3,0.5665548655046218,0.5681375556865329,-0.0015826901819111505,0.3010108492414099,0.21942331851735397,1,SW480_LARGE_INTESTINE
86,2,0.5793974217045064,0.5814175613157954,-0.0020201396112889958,0.2504503492961711,0.22536072453869566,1,SW48_LARGE_INTESTINE
87,2,0.5478572440052132,0.5508004032871112,-0.0029431592818980334,0.2495110044960255,0.21180246048274473,1,SW579_THYROID
88,3,0.5510717172764253,0.5502654518088651,0.000806265467560241,0.3778660721702126,0.3034863617654034,1,SW900_LUNG
89,4,0.6051705478255677,0.6097403630867733,-0.00456981526120559,0.23257963053937464,0.1878291150034589,1,TE11_OESOPHAGUS
90,0,0.527820672074397,0.5310209299128813,-0.0032002578384843217,0.2622026494573852,0.21541046993703347,1,TE6_OESOPHAGUS
91,1,0.4595289541483131,0.46070717030210395,-0.0011782161537908786,0.2742646716103519,0.23401756293318793,1,TEN_ENDOMETRIUM
92,1,0.5511407382613164,0.5558276591083249,-0.004686920847008502,0.29997373643333153,0.26493971173165437,1,TUHR4TKB_KIDNEY
93,0,0.6310635527962153,0.6284753379064705,0.002588214889744811,0.34774314424315256,0.2666558261047543,1,UACC257_SKIN
0,1,0.6882820599179683,0.6917466920737892,-0.0034646321558209348,0.19273450114449883,0.16525968646608108,2,22RV1_PROSTATE
1,2,0.45496896265784686,0.4578074837306795,-0.0028385210728326116,0.2630116778038341,0.21736340667252707,2,42MGBA_CENTRAL_NERVOUS_SYSTEM
2,3,0.606182071893019,0.6070009581669663,-0.0008188862739473279,0.2604594299467754,0.1984240065357361,2,769P_KIDNEY
3,2,0.4482809680723643,0.44934761119209227,-0.0010666431197279835,0.26986029343055257,0.22616778324078848,2,786O_KIDNEY
4,0,0.5615384425718133,0.5625327402511797,-0.0009942976793664293,0.3024772860158582,0.2536071830955967,2,8505C_THYROID
5,0,0.6338086418435072,0.6374904001310585,-0.003681758287551351,0.274094267190115,0.23389177425577828,2,A2780_OVARY
6,1,0.6519004877178576,0.6486178254929483,0.0032826622249092496,0.4186592096062999,0.3353406005480898,2,A375_SKIN
7,3,0.44758338665405173,0.44837039178422416,-0.0007870051301724357,0.23904663464963571,0.1902942846858416,2,ACCMESO1_PLEURA
8,0,0.5978476184941033,0.599657079904839,-0.00180946141073568,0.3533983360368552,0.29015305699000865,2,AGS_STOMACH
9,0,0.5356587833507098,0.5428795014143514,-0.007220718063641551,0.17412483939684945,0.14395808992245948,2,BEN_LUNG
10,1,0.46294768928819563,0.4659788545611004,-0.0030311652729047567,0.23910909994797272,0.1978346145555329,2,CAL120_BREAST
11,3,0.5972076379341437,0.5997361792188186,-0.0025285412846749455,0.35758895129936297,0.3120324969028029,2,CAL62_THYROID
12,2,0.4814041277039186,0.484442078939382,-0.0030379512354634097,0.28395873536890137,0.23249191641745262,2,CAOV3_OVARY
13,3,0.5842488123127549,0.5834699892726615,0.0007788230400934681,0.34651214752748266,0.2847666459031591,2,CJM_SKIN
14,1,0.549267342744904,0.5556703289715084,-0.006402986226604401,0.18450814941590388,0.1710351692651557,2,COLO668_LUNG
15,2,0.4900010696980749,0.49173178723183114,-0.0017307175337562541,0.30498231641272616,0.23640516431912803,2,COLO680N_OESOPHAGUS
