cell_line,depmap_id,disease,time_hours,model,rmse_delta,pcc_delta,spearman_delta,rmse_gain_vs_b1,external_test,temporal_response_used_for_fit
SKMEL2_SKIN,ACH-001190,skin cancer,24,B1,0.3600000674527968,0.3804284145960202,0.2796988708803412,0.0,True,False
SKMEL3_SKIN,ACH-000423,skin cancer,24,B1,0.37129656165336683,0.20565709405003643,0.13719425908367341,0.0,True,False
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,24,B1,0.46307377342787626,0.3114149576597613,0.2350916876498703,0.0,True,False
SQ1_LUNG,ACH-000553,lung cancer,24,B1,0.2742057288285468,0.3316315715282171,0.23346449817707549,0.0,True,False
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,24,B1,0.28682829103746044,0.4598080635135209,0.3157444629537511,0.0,True,False
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,24,B4_FIXED_D20_A100,0.3433523799644018,0.33035500640756504,0.2274854134537674,-0.003267054927476698,True,False
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,24,B4_FIXED_D20_A100,0.4300389051582229,0.3881367512505419,0.3061716275114325,0.003407164211029101,True,False
BT474_BREAST,ACH-000927,breast cancer,24,B4_FIXED_D20_A100,0.35537831601594205,0.16166347439900575,0.14700111580645356,0.0009431987052932467,True,False
BT549_BREAST,ACH-000288,breast cancer,24,B4_FIXED_D20_A100,0.3423874336874265,0.13584891007832048,0.08798167028676612,0.0034014630301409943,True,False
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,24,B4_FIXED_D20_A100,0.36363495874433766,0.09291936731029056,0.05808896404015807,-0.001085057153129787,True,False
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,24,B4_FIXED_D20_A100,0.42618736377576,0.33803463122587707,0.25006277757100037,-0.0005227266520764218,True,False
IALM_LUNG,ACH-000672,lung cancer,24,B4_FIXED_D20_A100,0.4057071526562113,0.29345510411331505,0.21744174106063724,0.0016447773644176489,True,False
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,24,B4_FIXED_D20_A100,0.46932074389624473,0.40470574928832337,0.3003445671720551,0.009117707898448624,True,False
NCIH226_LUNG,ACH-000367,lung cancer,24,B4_FIXED_D20_A100,0.30492914564768686,0.24016343536182164,0.17877173965414014,-0.002897132595758467,True,False
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,24,B4_FIXED_D20_A100,0.353356371292784,0.4592774882077155,0.32353500441363675,0.008111091865108389,True,False
RERFLCAD1_LUNG,ACH-000791,lung cancer,24,B4_FIXED_D20_A100,0.3686764898348899,0.37202976580535063,0.24218714192432872,0.0005443729588434087,True,False
SH10TC_STOMACH,ACH-000764,gastric cancer,24,B4_FIXED_D20_A100,0.24870987225387634,0.3082213855469718,0.2031925969927051,0.0025866015105631968,True,False
SKMEL2_SKIN,ACH-001190,skin cancer,24,B4_FIXED_D20_A100,0.3490012319102554,0.44902659104730563,0.3158111389633273,0.010998835542541385,True,False
SKMEL3_SKIN,ACH-000423,skin cancer,24,B4_FIXED_D20_A100,0.3712404382476853,0.26639975531077525,0.17598182570793378,5.612340568150742e-05,True,False
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,24,B4_FIXED_D20_A100,0.4612520559974044,0.3226705274949586,0.24265646689898734,0.0018217174304718808,True,False
SQ1_LUNG,ACH-000553,lung cancer,24,B4_FIXED_D20_A100,0.2757209631405993,0.3781919227761372,0.2675732991060544,-0.0015152343120524714,True,False
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,24,B4_FIXED_D20_A100,0.28491009689629765,0.48137368792297314,0.32403530012406595,0.0019181941411627879,True,False
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,24,CCLR_FIXED_D20_R20_A100,0.3434723755534454,0.328228340168361,0.22778096248146557,-0.0033870505165202736,True,False
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,24,CCLR_FIXED_D20_R20_A100,0.43061492034164944,0.38560018518207034,0.30347672116172775,0.002831149027602564,True,False
BT474_BREAST,ACH-000927,breast cancer,24,CCLR_FIXED_D20_R20_A100,0.35451384099358635,0.15536283862333408,0.14256709436616366,0.0018076737276489507,True,False
BT549_BREAST,ACH-000288,breast cancer,24,CCLR_FIXED_D20_R20_A100,0.3414288535054824,0.13453388674687852,0.08781656767293641,0.004360043212085107,True,False
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,24,CCLR_FIXED_D20_R20_A100,0.3625532408837191,0.08929739836306816,0.055168757209937726,-3.339292511228553e-06,True,False
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,24,CCLR_FIXED_D20_R20_A100,0.42517117689482675,0.3429996944813023,0.24891771988639919,0.0004934602288568235,True,False
IALM_LUNG,ACH-000672,lung cancer,24,CCLR_FIXED_D20_R20_A100,0.4061402869910961,0.2884997590084447,0.21524278023261703,0.0012116430295328606,True,False
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,24,CCLR_FIXED_D20_R20_A100,0.46907802427293116,0.4067428019546794,0.30183295729159965,0.009360427521762194,True,False
NCIH226_LUNG,ACH-000367,lung cancer,24,CCLR_FIXED_D20_R20_A100,0.30423988938657814,0.23415008778361324,0.1770355537553393,-0.00220787633464975,True,False
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,24,CCLR_FIXED_D20_R20_A100,0.35323955348870784,0.4597556878476823,0.3242702865870128,0.008227909669184574,True,False
RERFLCAD1_LUNG,ACH-000791,lung cancer,24,CCLR_FIXED_D20_R20_A100,0.36880113251709856,0.369353457461808,0.241483217436541,0.0004197302766347222,True,False
SH10TC_STOMACH,ACH-000764,gastric cancer,24,CCLR_FIXED_D20_R20_A100,0.2489465648904721,0.3040941468901776,0.20024749881993928,0.002349908873967438,True,False
SKMEL2_SKIN,ACH-001190,skin cancer,24,CCLR_FIXED_D20_R20_A100,0.35069026655947527,0.44175722076105634,0.3108834091019791,0.009309800893321507,True,False
SKMEL3_SKIN,ACH-000423,skin cancer,24,CCLR_FIXED_D20_R20_A100,0.3730573504263335,0.25565927567938285,0.1650769485944877,-0.0017607887729666483,True,False
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,24,CCLR_FIXED_D20_R20_A100,0.462210988876945,0.316922522776905,0.23705050655665488,0.0008627845509312504,True,False
SQ1_LUNG,ACH-000553,lung cancer,24,CCLR_FIXED_D20_R20_A100,0.27535769519136133,0.37480843154887394,0.26658114836168256,-0.001151966362814505,True,False
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,24,CCLR_FIXED_D20_R20_A100,0.28443263317298917,0.48279262877369733,0.3262228323499322,0.002395657864471268,True,False
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,48,B1,0.3816589840687567,0.40892368454992095,0.28950230332957766,0.0,True,False
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,48,B1,0.49154522351885727,0.419924731584939,0.30408918427505527,0.0,True,False
BT474_BREAST,ACH-000927,breast cancer,48,B1,0.30841653290488413,0.28787368998782553,0.20018682374822225,0.0,True,False
BT549_BREAST,ACH-000288,breast cancer,48,B1,0.3168585261660064,0.17532744264554426,0.11866560621058825,0.0,True,False
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,48,B1,0.3233875681868703,0.15925506204746925,0.11597850381508922,0.0,True,False
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,48,B1,0.3897937860873968,0.3410848539869569,0.23181379384643214,0.0,True,False
IALM_LUNG,ACH-000672,lung cancer,48,B1,0.41546554032245914,0.33250246554229834,0.24939951476379218,0.0,True,False
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,48,B1,0.5461419181815728,0.30416475978252117,0.2230616639894308,0.0,True,False
NCIH226_LUNG,ACH-000367,lung cancer,48,B1,0.29656650290424547,0.25408428634738217,0.2009478080049438,0.0,True,False
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,48,B1,0.41215631073729275,0.4129648456872581,0.283028091002235,0.0,True,False
RERFLCAD1_LUNG,ACH-000791,lung cancer,48,B1,0.36063327683453705,0.36202107945211337,0.24372057684589363,0.0,True,False
SH10TC_STOMACH,ACH-000764,gastric cancer,48,B1,0.2418815615185339,0.3760665480419111,0.23254884781725144,0.0,True,False
SKMEL2_SKIN,ACH-001190,skin cancer,48,B1,0.4161497221191287,0.34357426436030614,0.23657451919143963,0.0,True,False
SKMEL3_SKIN,ACH-000423,skin cancer,48,B1,0.39366469215718164,0.2634632809518164,0.16674953533484907,0.0,True,False
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,48,B1,0.39857476775788564,0.2254442423990675,0.14829293757719442,0.0,True,False
SQ1_LUNG,ACH-000553,lung cancer,48,B1,0.2985649605572995,0.430844805299757,0.31150001777733966,0.0,True,False
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,48,B1,0.38419363066758555,0.44757050461929976,0.2689984227247573,0.0,True,False
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,48,B4_FIXED_D20_A100,0.37832029806381423,0.4289015506978859,0.2953531581993756,0.0033386860049424705,True,False
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,48,B4_FIXED_D20_A100,0.48496518887810763,0.43887919804709624,0.3116900630261481,0.006580034640749632,True,False
BT474_BREAST,ACH-000927,breast cancer,48,B4_FIXED_D20_A100,0.31038346975698733,0.2759493780151398,0.18765376035711373,-0.001966936852103196,True,False
BT549_BREAST,ACH-000288,breast cancer,48,B4_FIXED_D20_A100,0.3140252210059971,0.1846816090291414,0.12825478766224963,0.0028333051600092918,True,False
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,48,B4_FIXED_D20_A100,0.32378313516674506,0.17455936990941207,0.127792000557268,-0.00039556697987475076,True,False
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,48,B4_FIXED_D20_A100,0.3893486217078387,0.3467591666967211,0.23963694811730807,0.00044516437955810506,True,False
IALM_LUNG,ACH-000672,lung cancer,48,B4_FIXED_D20_A100,0.41020142372629037,0.36192079314184983,0.27538510635534524,0.005264116596168766,True,False
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,48,B4_FIXED_D20_A100,0.5377704258154694,0.3453234940755846,0.24930668225667418,0.00837149236610335,True,False
NCIH226_LUNG,ACH-000367,lung cancer,48,B4_FIXED_D20_A100,0.29946837815589017,0.25184540675811085,0.18857605415370957,-0.0029018752516447033,True,False
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,48,B4_FIXED_D20_A100,0.4038370756683574,0.45112941625463576,0.3098820937869534,0.008319235068935338,True,False
RERFLCAD1_LUNG,ACH-000791,lung cancer,48,B4_FIXED_D20_A100,0.35696116008708595,0.4016375455078958,0.2637087207551229,0.003672116747451104,True,False
SH10TC_STOMACH,ACH-000764,gastric cancer,48,B4_FIXED_D20_A100,0.23739510910781017,0.3991821092158548,0.2495102698468013,0.004486452410723735,True,False
SKMEL2_SKIN,ACH-001190,skin cancer,48,B4_FIXED_D20_A100,0.40781917592083816,0.39292160000693965,0.25848787825196884,0.008330546198290545,True,False
SKMEL3_SKIN,ACH-000423,skin cancer,48,B4_FIXED_D20_A100,0.38694164352639604,0.3316383903793078,0.19340908355360933,0.0067230486307856,True,False
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,48,B4_FIXED_D20_A100,0.3972978949815942,0.24068597652236493,0.15922592931317112,0.00127687277629146,True,False
SQ1_LUNG,ACH-000553,lung cancer,48,B4_FIXED_D20_A100,0.2914174893498204,0.48259770589102435,0.3443784521769978,0.00714747120747905,True,False
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,48,B4_FIXED_D20_A100,0.38044743695808203,0.46241715343655426,0.2693265574044773,0.0037461937095035203,True,False
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228,head and neck cancer,48,CCLR_FIXED_D20_R20_A100,0.378551831773652,0.428181180342425,0.2956629281305435,0.0031071522951047204,True,False
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415,head and neck cancer,48,CCLR_FIXED_D20_R20_A100,0.4855095343839456,0.4373738541510866,0.31077997754344155,0.006035689134911648,True,False
BT474_BREAST,ACH-000927,breast cancer,48,CCLR_FIXED_D20_R20_A100,0.3084706256434273,0.28005597223883205,0.19300165569870129,-5.4092738543176644e-05,True,False
BT549_BREAST,ACH-000288,breast cancer,48,CCLR_FIXED_D20_R20_A100,0.31390701292167655,0.177876546326603,0.12101072504988145,0.002951513244329851,True,False
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329,brain cancer,48,CCLR_FIXED_D20_R20_A100,0.32241175463942756,0.17355476671298334,0.12633827854347332,0.0009758135474427498,True,False
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244,brain cancer,48,CCLR_FIXED_D20_R20_A100,0.38794417964134,0.3538002864744438,0.24319300663090757,0.0018496064460568062,True,False
IALM_LUNG,ACH-000672,lung cancer,48,CCLR_FIXED_D20_R20_A100,0.4114023166081506,0.35403381175013554,0.2645212664135801,0.0040632237143085614,True,False
LS1034_LARGE_INTESTINE,ACH-000252,colon/colorectal cancer,48,CCLR_FIXED_D20_R20_A100,0.5386439930618285,0.34154044650548654,0.24540956950939813,0.007497925119744231,True,False
NCIH226_LUNG,ACH-000367,lung cancer,48,CCLR_FIXED_D20_R20_A100,0.2990430562534176,0.2442291195092171,0.18859225103150418,-0.002476553349172128,True,False
RCM1_LARGE_INTESTINE,ACH-000565,colon/colorectal cancer,48,CCLR_FIXED_D20_R20_A100,0.40461334447041714,0.4482062612719768,0.30580352712129544,0.007542966266875617,True,False
RERFLCAD1_LUNG,ACH-000791,lung cancer,48,CCLR_FIXED_D20_R20_A100,0.3569350590917352,0.40025741393614633,0.2665216133030471,0.003698217742801879,True,False
SH10TC_STOMACH,ACH-000764,gastric cancer,48,CCLR_FIXED_D20_R20_A100,0.23793479060852063,0.39407524421469137,0.24960072515479328,0.003946770910013275,True,False
SKMEL2_SKIN,ACH-001190,skin cancer,48,CCLR_FIXED_D20_R20_A100,0.4084219950908668,0.38985682950717315,0.2582275297737389,0.00772772702826191,True,False
SKMEL3_SKIN,ACH-000423,skin cancer,48,CCLR_FIXED_D20_R20_A100,0.38940384798393546,0.31841782772874283,0.18581567342850974,0.004260844173246181,True,False
SNU1079_BILIARY_TRACT,ACH-000209,bile duct cancer,48,CCLR_FIXED_D20_R20_A100,0.39785454043266577,0.235043548774949,0.15544326997047353,0.0007202273252198688,True,False
SQ1_LUNG,ACH-000553,lung cancer,48,CCLR_FIXED_D20_R20_A100,0.2920052066369668,0.4783748309160733,0.34282526435538385,0.0065597539203327004,True,False
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,48,CCLR_FIXED_D20_R20_A100,0.3805138034330909,0.46207441342420413,0.26903287599718156,0.0036798272344946703,True,False
