outer_fold,component,direction,collection,top_gene_count,pathway_gene_count,overlap_count,overlap_genes,p_value,fdr_bh
1,7,negative,apoptosis,50,159,0,,1.0,1.0
1,7,negative,epithelial_mesenchymal_transition,50,195,0,,1.0,1.0
1,7,negative,immediate_early_response,50,8,1,SPRY2,0.012189583767522912,0.10523381669803952
1,7,positive,MAPK_KRAS_signaling,50,384,4,HDAC9;SYNPO;TNFAIP3;UPK3B,0.002833930021249421,0.03861799438185083
1,7,positive,E2F_targets,50,195,0,,1.0,1.0
1,7,positive,G2M_checkpoint,50,187,1,ATF5,0.2498424474885676,0.6059390940465911
1,7,positive,apoptosis,50,159,0,,1.0,1.0
1,7,positive,epithelial_mesenchymal_transition,50,195,2,NNMT;TNFAIP3,0.03605769434394831,0.15791690953554005
1,7,positive,immediate_early_response,50,8,1,DUSP4,0.012189583767522912,0.10523381669803952
1,8,negative,MAPK_KRAS_signaling,50,384,5,CXCL10;ETV4;LIF;MALL;PTPRJ,0.00030104163380272097,0.007853260012244895
1,8,negative,E2F_targets,50,195,0,,1.0,1.0
1,8,negative,G2M_checkpoint,50,187,0,,1.0,1.0
1,8,negative,apoptosis,50,159,0,,1.0,1.0
1,8,negative,epithelial_mesenchymal_transition,50,195,0,,1.0,1.0
