cell_line,depmap_id,disease,condition,time_hours,n_cells,library_size,source_tag,eligible_t10,eligible_t20,eligible_t30
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,control,12,49,2299908,DMSO_12hr,True,True,True
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,control,24,40,1573833,DMSO_24hr,True,True,True
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,control,48,112,4660406,DMSO_48hr,True,True,True
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,trametinib,3,35,1365527,Tram_3hr,True,True,True
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,trametinib,6,48,1874095,Tram_6hr,True,True,True
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,trametinib,12,46,1777973,Tram_12hr,True,True,True
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,trametinib,24,63,2345896,Tram_24hr,True,True,True
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,trametinib,48,85,3015995,Tram_48hr,True,True,True
TEN_ENDOMETRIUM,ACH-000397,endometrial/uterine cancer,untreated,48,54,2534954,Untreated_48hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,control,3,85,2827041,DMSO_3hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,control,6,72,2598294,DMSO_6hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,control,12,64,1970153,DMSO_12hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,control,24,90,2871908,DMSO_24hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,control,48,158,4699343,DMSO_48hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,trametinib,3,77,2547167,Tram_3hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,trametinib,6,83,2374682,Tram_6hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,trametinib,12,61,1731181,Tram_12hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,trametinib,24,99,2310954,Tram_24hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,trametinib,48,66,1311856,Tram_48hr,True,True,True
UMUC1_URINARY_TRACT,ACH-000834,bladder cancer,untreated,48,81,2760585,Untreated_48hr,True,True,True
