outer_fold,component,direction,gene_id,gene_symbol,loading
0,5,negative,ENSG00000269038,AP001462.6,-0.04040179401636124
0,5,negative,ENSG00000263004,RP11-166P13.3,-0.040175970643758774
0,5,negative,ENSG00000181617,FDCSP,-0.039944328367710114
0,5,negative,ENSG00000196081,ZNF724P,-0.0398939773440361
0,5,negative,ENSG00000137726,FXYD6,-0.039579395204782486
0,5,negative,ENSG00000143546,S100A8,-0.03954818472266197
0,5,negative,ENSG00000254469,RP11-849H4.2,-0.03948599100112915
0,5,negative,ENSG00000267288,RP13-890H12.2,-0.039469536393880844
0,5,negative,ENSG00000132846,ZBED3,-0.03888499364256859
0,5,negative,ENSG00000228436,RP5-864K19.4,-0.03851977363228798
0,5,negative,ENSG00000134986,NREP,-0.03836100175976753
0,5,negative,ENSG00000196275,GTF2IRD2,-0.03829246014356613
0,5,negative,ENSG00000223891,OSER1-AS1,-0.03659303858876228
0,5,negative,ENSG00000136122,BORA,-0.03647042438387871
0,5,negative,ENSG00000166548,TK2,-0.036421217024326324
0,5,negative,ENSG00000131094,C1QL1,-0.03621814399957657
0,5,negative,ENSG00000106541,AGR2,-0.03604532405734062
0,5,negative,ENSG00000136720,HS6ST1,-0.03581630811095238
0,5,negative,ENSG00000091986,CCDC80,-0.0356440432369709
0,5,negative,ENSG00000138735,PDE5A,-0.03552863001823425
0,5,negative,ENSG00000188783,PRELP,-0.03546451777219772
0,5,negative,ENSG00000122507,BBS9,-0.03513206169009209
0,5,negative,ENSG00000184939,ZFP90,-0.034720953553915024
0,5,negative,ENSG00000186448,ZNF197,-0.034716468304395676
0,5,negative,ENSG00000196476,C20orf96,-0.03469914197921753
0,5,negative,ENSG00000222011,FAM185A,-0.03467344120144844
0,5,negative,ENSG00000130766,SESN2,-0.03430727869272232
