cell_line,depmap_id,author_ccle_id,lineage,lineage_subtype,trametinib_auc,trametinib_sensitivity,prism_auc,gdsc_auc,braf_mut,kras_mut,hras_mut,nras_mut,annotation_source,sensitivity_use,outer_fold,response_pc1,response_pc2,response_pc3,response_pc4,response_pc5,braf_or_kras_mut,response_rms,min_condition_cells,baseline_novelty,b4_rmse,cclr_rmse,b4_pcc_context,pathway__MAPK_KRAS_signaling,pathway__E2F_targets,pathway__G2M_checkpoint,pathway__apoptosis,pathway__epithelial_mesenchymal_transition,pathway__immediate_early_response
NCIH1048_LUNG,ACH-000866,NCIH1048_LUNG,lung,lung_small,0.8518579311927313,0.1481420688072686,0.728686906364688,0.980791,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,6.0587306,-4.6578727,-1.8039887,11.296244,-0.5333941,False,0.4252311,57,3.3305244800874547,0.4087198826212765,0.4071273109635273,0.0595591682860088,-0.08576561,-0.11149194,-0.03072672,-0.1603293,-0.17116617,-2.593975
NCIH1299_LUNG,ACH-000510,NCIH1299_LUNG,lung,lung_NSC,0.6087111432455228,0.3912888567544772,0.694143470128467,0.420643,False,False,False,True,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,3,4.581962,-0.82789874,0.27950653,-2.2846026,0.4274839,False,0.22201486,119,3.041060035698021,0.1773284730541476,0.1775392042819487,0.1718939339449083,-0.05733597,-0.2550571,-0.18215834,0.05608008,0.102291875,-1.6147728
NCIH1355_LUNG,ACH-000666,NCIH1355_LUNG,lung,lung_NSC,0.5448398885089778,0.4551601114910222,0.599242249801595,0.510533,False,True,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,1,-6.7707386,-0.6957212,-0.7832331,-0.98603374,3.7358224,True,0.3776795,64,1.8691744788875397,0.3318525430697102,0.333087395604136,0.0339694821756536,-0.07946008,-0.84056515,-0.67359155,-0.09331979,0.05485566,-1.2907842
NCIH1573_LUNG,ACH-000916,NCIH1573_LUNG,lung,lung_NSC,0.7706026342237704,0.2293973657762296,0.74946863541499,0.774836,False,True,False,True,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,1.660847,1.3139408,-1.8073596,0.09975156,2.0903,True,0.39925623,29,2.885529105304198,0.3721719976566965,0.3725002275280422,0.0750133579551531,-0.04542296,-0.30350137,-0.2308875,-0.03763838,-0.13425556,-1.7354522
NCIH1581_LUNG,ACH-000015,NCIH1581_LUNG,lung,lung_NSC,0.745309436181889,0.2546905638181109,0.662920150946377,0.899323,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,2,5.000188,-2.5358765,-0.11180953,2.5026648,0.7045686,False,0.27365074,114,2.017506402951014,0.2447791139877546,0.2452975219563253,0.1545051503542431,-0.05473974,-0.30340317,-0.21845841,-0.08036686,-0.06061994,-1.4223161
NCIH1650_LUNG,ACH-000035,NCIH1650_LUNG,lung,lung_NSC,0.8945121809739,0.1054878190261,0.841867694499946,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,2.1006653,-0.56359684,-0.47476283,-0.49684945,1.3505236,False,0.37551805,36,2.4255264553554494,0.3510685685458444,0.3503579293738023,0.0517786349943776,-0.024556767,-0.30946237,-0.20860225,-0.06572811,0.02452241,-1.5292482
NCIH1693_LUNG,ACH-000021,NCIH1693_LUNG,lung,lung_NSC,0.6863821652871727,0.3136178347128273,0.704623404351002,0.634947,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,3,-0.9619766,0.01655284,0.30259508,-2.599243,-1.1293414,False,0.2905031,80,2.537320352567686,0.2433149349256,0.2434670387241998,0.0220886141910593,-0.08076677,-0.4659972,-0.33412942,-0.10775079,-0.11707312,-1.8113973
NCIH1793_LUNG,ACH-000888,NCIH1793_LUNG,lung,lung_NSC,0.8012191250967533,0.1987808749032467,0.807655640450921,0.763994,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,2,4.209052,-0.69752234,0.004083826,-2.4391034,0.51781064,False,0.34019753,43,2.975103977850075,0.3195243877997462,0.319678569776275,0.0732439916439312,-0.057293788,-0.29434833,-0.17809676,0.024239553,-0.03188541,-1.3751833
NCIH1915_LUNG,ACH-000434,NCIH1915_LUNG,lung,lung_NSC,0.456519725422737,0.543480274577263,0.635140011853539,0.174938,False,False,True,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,2,-2.240233,3.122291,0.22153535,-5.694143,-2.7581964,False,0.39297575,60,2.5106207791719295,0.3414932060855285,0.3420557716979612,0.1126387553261364,-0.06959713,-0.43705037,-0.34955645,0.023945542,0.028546916,-2.1823938
NCIH2126_LUNG,ACH-000785,NCIH2126_LUNG,lung,lung_NSC,0.9014142117706654,0.0985857882293346,0.849428500822405,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,1,7.6742196,1.2015332,-0.17041911,3.8905728,0.55667996,False,0.29899967,49,3.355181445883638,0.288483976542078,0.2862780769041448,0.0356075936508647,-0.013146731,-0.06024018,-0.04080681,0.0652744,-0.019459033,-1.4211154
NCIH2347_LUNG,ACH-000875,NCIH2347_LUNG,lung,lung_NSC,0.3764784253139003,0.6235215746860997,0.470583827411964,0.329904,False,True,False,True,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,0,-15.175375,8.514127,3.4251518,-14.908723,-5.3229094,True,0.53154963,24,1.8008701101744147,0.4863313566908807,0.4849010096284336,0.0992660348207995,-0.12799494,-0.64373314,-0.46870506,0.0363663,-0.12023125,-2.3747385
NCIH23_LUNG,ACH-000900,NCIH23_LUNG,lung,lung_NSC,0.7099773877371387,0.2900226122628613,0.754767150660788,0.585064,False,True,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,0,6.092664,-1.5998007,0.18741879,0.6131416,-0.568008,True,0.30705094,70,2.6041344861838307,0.2739305423215004,0.2744868657328796,0.1392045355994267,-0.10467038,-0.089674525,-0.06800384,-0.10592636,-0.17383416,-1.9856344
NCIH2444_LUNG,ACH-000186,NCIH2444_LUNG,lung,lung_NSC,0.6276523780986296,0.3723476219013704,0.537558211857119,0.898953,False,True,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,2,-9.334262,8.658574,3.2861493,-13.196374,-3.479816,True,0.38549834,46,2.581349983241119,0.3278998369086129,0.3276773808335969,0.1812581364252065,-0.032687828,-0.5074294,-0.36870128,0.04037294,-0.016376829,-2.1352506
NCIH322_LUNG,ACH-000837,NCIH322_LUNG,lung,lung_NSC,0.7356277818633916,0.2643722181366084,0.713495827257078,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,1.7302641,-0.94349307,0.23558211,0.37241122,0.46653277,False,0.35008684,34,2.978993839863706,0.3187670777618299,0.3190974959111853,0.0819467937346984,-0.1270017,-0.23578121,-0.16572334,-0.11350767,-0.0775521,-1.6275342
NCIH522_LUNG,ACH-000343,NCIH522_LUNG,lung,lung_NSC,0.9046895803279872,0.0953104196720129,0.971276755552299,0.883819,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,1,10.605944,-3.4287603,-0.82261324,8.168729,2.0564704,False,0.33708102,45,2.940823875471109,0.3242609460966277,0.3251809961079988,0.1858792396295657,-0.061385725,-0.06275486,-0.027812988,-0.13829516,-0.06270551,-1.4859319
NCIH838_LUNG,ACH-000416,NCIH838_LUNG,lung,lung_NSC,0.8531335791636729,0.146866420836327,0.84948442866531,0.85392,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,7.032649,-1.1255885,-0.23991238,0.8968729,0.5013403,False,0.23373623,117,2.2244942979062152,0.2141965555560196,0.2105449452035016,0.0757904570370918,-0.058360506,-0.14747174,-0.10758406,-0.0860642,0.00063703285,-0.8883494
NCIH841_LUNG,ACH-000292,NCIH841_LUNG,lung,lung_small,0.8519970415267398,0.1480029584732601,,0.906615,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,1,7.4312086,-2.7997642,-0.13066913,2.6580853,0.64136976,False,0.2645689,101,2.8238207102994717,0.2364489177306364,0.2374105671108569,0.2035615489489375,-0.055836845,-0.20311883,-0.17594528,-0.08013824,-0.028434841,-1.6998937
NUGC3_STOMACH,ACH-000911,NUGC3_STOMACH,gastric,gastric_adenocarcinoma,0.48072122549562,0.51927877450438,0.520302130713853,0.517793,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,0.03498123,5.21062,2.8029764,-3.1416347,-2.2121315,False,0.35779786,58,2.6445564229408105,0.3122267217122417,0.3126118890740864,0.1067351285833585,-0.081921205,-0.35802412,-0.26328084,-0.037342187,-0.15407164,-1.9115139
OAW42_OVARY,ACH-000704,OAW42_OVARY,ovary,,0.7813115152554448,0.2186884847445551,0.840719979379126,0.663894,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,3,3.930241,-1.5667055,0.27844414,0.78267044,0.59912944,False,0.21817166,148,2.539052846764666,0.1765391867984831,0.1775762751290315,0.1520731699706401,-0.032302756,-0.29539698,-0.22855116,-0.017895088,-0.01004513,-1.9459636
OSRC2_KIDNEY,ACH-000159,OSRC2_KIDNEY,kidney,,0.8043399903893197,0.1956600096106803,0.762761299031886,0.839988,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,4.8388963,-1.4892763,-0.62541837,-1.1067835,-0.36953306,False,0.33572626,35,1.5752164723490596,0.3071932563902113,0.3072823829984044,0.0721750861741997,-0.081019744,-0.30466902,-0.23659419,-0.08251588,-0.024041265,-1.313963
PANC0403_PANCREAS,ACH-000235,PANC0403_PANCREAS,pancreas,,0.4788002726500569,0.5211997273499431,0.578006308851989,,False,True,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,1,-12.490972,8.750394,2.9919515,-6.088003,3.0225549,True,0.43498972,37,2.5097984485459293,0.37567968128542,0.3746461124280321,0.2009957980637364,-0.05036424,-0.752829,-0.5881369,0.016475333,-0.07778951,-1.8031214
PATU8988S_PANCREAS,ACH-000022,PATU8988S_PANCREAS,pancreas,,0.5326264458747405,0.4673735541252595,0.606816550279699,,False,True,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,3,2.4170814,5.579691,4.348553,-5.2652874,-2.0389764,True,0.37141412,57,2.353998268139541,0.3313489738987252,0.3322455928271379,0.1545847312582351,0.0034632813,-0.22651175,-0.13752262,0.07726569,-0.01807168,-1.9364325
PC3_PROSTATE,ACH-000090,PC3_PROSTATE,prostate,,0.9039085779205048,0.0960914220794952,0.808707494891658,0.97985,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,2,10.5675335,-4.37394,-0.5672149,5.511891,0.8223359,False,0.25813052,67,2.4530208140639673,0.2716982604189979,0.2713803136734897,-0.0623885652166841,-0.05419574,-0.03938862,-0.018785983,-0.040605083,-0.052126214,-0.316927
QGP1_PANCREAS,ACH-000347,QGP1_PANCREAS,pancreas,,0.5709870745303858,0.4290129254696142,0.63105515228602,,False,True,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,-15.793011,-7.462335,-5.23928,17.13844,10.743783,True,0.52956367,26,3.353377734757344,0.4961372051070837,0.4947482420270278,0.020763177220981,-0.22363941,-0.92845935,-0.76429707,-0.3093339,-0.3019912,-2.7022102
RCC10RGB_KIDNEY,ACH-000189,RCC10RGB_KIDNEY,kidney,,0.6912541322205652,0.3087458677794348,0.660963924253193,0.765542,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,0,-0.8344111,2.563892,1.9391187,-7.8702064,-1.4849211,False,0.32115364,53,1.5779985803075782,0.280460508656008,0.2834337566664353,0.1446290209427117,-0.00012659223,-0.46257854,-0.40366822,0.045521747,0.05133114,-1.3020256
RH30_SOFT_TISSUE,ACH-000833,RH30_SOFT_TISSUE,rhabdomyosarcoma,,0.6101821556124891,0.3898178443875109,0.643352463032087,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,8.719925,-1.883939,-0.9038803,2.0398154,0.2791241,False,0.2644235,60,2.6014693666081508,0.2569149419319056,0.2564275257640085,0.0837607259576581,-0.040090315,-0.06782833,-0.050868463,0.009464092,0.058961328,-1.2074376
SKMEL24_SKIN,ACH-000822,SKMEL24_SKIN,skin,melanoma,0.3603228785251275,0.6396771214748724,0.500288311003867,0.221386,True,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,3,-16.83732,-5.8274593,-1.4622666,-8.216877,-7.2958426,True,0.44627237,64,2.4674065900642836,0.3847061338625806,0.3851105932881572,0.2285096880546226,-0.15788722,-0.7088573,-0.533183,-0.13930833,-0.03544721,-2.833486
SKUT1_SOFT_TISSUE,ACH-000939,SKUT1_SOFT_TISSUE,soft_tissue,leiomyosarcoma,0.8075376271303685,0.1924623728696315,0.734213465707432,0.905823,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,1,7.430836,-1.3549759,1.4619498,0.7387311,-0.4823218,False,0.30318758,68,2.6835154344046432,0.2754217095046448,0.277178880440213,0.1484476713000484,-0.051802453,-0.12132126,-0.084529474,-0.040208496,-0.023684287,-1.954818
SNB75_CENTRAL_NERVOUS_SYSTEM,ACH-000504,SNB75_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma,0.7796397720078305,0.2203602279921694,0.744194859787596,0.812996,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,7.366887,-2.4803555,-1.3148748,0.89816827,-0.36294514,False,0.35930222,60,1.9817625490014945,0.3441076642421314,0.3421240435779745,0.0345479342138233,-0.06985611,-0.15795694,-0.11883779,-0.016537473,-0.038719367,-1.2811314
SNU1041_UPPER_AERODIGESTIVE_TRACT,ACH-000618,SNU1041_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous,0.8771394633621455,0.1228605366378544,0.820399970611821,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,2,-6.2787857,8.000916,2.1489642,-4.1188726,-1.8696743,False,0.40941718,52,2.3578890503775254,0.3575739744821619,0.3581874730633254,0.1164914588573064,-0.069192216,-0.51816016,-0.37514752,-0.011686046,0.04509835,-2.0986638
SNU1105_CENTRAL_NERVOUS_SYSTEM,ACH-000368,SNU1105_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma,0.7167178868782121,0.2832821131217878,0.70119424823369,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,2,3.6053119,-1.7733943,-1.7362665,-2.3124006,0.14682528,False,0.36958158,37,1.9186209136068058,0.3365746904246899,0.336514354539369,0.1260270948030131,-0.08119947,-0.32291675,-0.22737102,-0.058545813,0.05096377,-1.628796
SNU1214_UPPER_AERODIGESTIVE_TRACT,ACH-000715,SNU1214_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous,0.4297089981434639,0.5702910018565361,0.544400665769965,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,1,-21.655487,40.678062,30.119818,38.234837,-24.461136,False,0.61708075,21,1.9946487155676176,0.5715313341015437,0.5724743722709886,0.1098966202300877,-0.17369686,-0.6478797,-0.39864323,-0.057090398,-0.25230536,-2.5221617
SNU245_BILIARY_TRACT,ACH-000268,SNU245_BILIARY_TRACT,bile_duct,cholangiocarcinoma,0.5208547086473753,0.4791452913526247,0.600176212712626,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,-2.6267798,0.06717377,1.9468976,0.63264126,2.2936158,False,0.38996658,38,1.9621353924997416,0.3518533732425059,0.3527835995720151,0.1145591244466258,-0.1064355,-0.5127066,-0.43552834,-0.09960491,-0.14715041,-1.6954379
SNU685_ENDOMETRIUM,ACH-000407,SNU685_ENDOMETRIUM,uterus,uterus_endometrium,0.7159669690432563,0.2840330309567437,0.700108618974883,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,0,6.2674227,-2.5512547,0.9879666,1.2468202,0.34573406,False,0.30748248,42,2.7414877094722665,0.2921890540661078,0.2923228501922681,0.1242264866524271,-0.12439383,-0.11985505,-0.13697459,-0.061282165,0.015988585,-1.7945207
SW480_LARGE_INTESTINE,ACH-000842,SW480_LARGE_INTESTINE,colorectal,,0.4371310398876486,0.5628689601123513,0.54608178673312,,False,True,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,3,-0.05255522,1.5584981,4.499944,-11.83018,-1.2335418,True,0.4679775,23,3.0422921759531336,0.4399655368005388,0.4399482517446909,0.0431031760252197,-0.05605246,-0.36091942,-0.25337005,0.021630052,-0.0071711005,-2.8729782
SW48_LARGE_INTESTINE,ACH-000958,SW48_LARGE_INTESTINE,colorectal,colorectal_MSI,0.649982039230214,0.350017960769786,0.734548129285794,0.460759,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,2,3.8513658,-3.1160886,-3.3190658,6.949299,1.7572947,False,0.44944462,25,2.2041505832549655,0.4279884653427465,0.4282740602984247,0.0549656158826768,-0.12859894,-0.40453875,-0.25647303,-0.20075956,-0.23760393,-1.6551254
SW579_THYROID,ACH-000163,SW579_THYROID,thyroid,,0.56157109081317,0.43842890918683,0.626640445258199,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,2,2.6915636,4.027687,-0.033453375,-6.498112,-3.0986493,False,0.42609674,36,2.3417037603343593,0.3928988589583678,0.3934214637519495,0.101934198345531,-0.034290846,-0.35294098,-0.21230796,0.1401048,0.19544964,-1.2435154
SW900_LUNG,ACH-000669,SW900_LUNG,lung,lung_NSC,0.6620321770286478,0.3379678229713522,0.734841427257028,0.490368,False,True,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,3,-15.490856,4.10472,0.67439663,-10.705743,2.0375001,True,0.43920118,37,2.8761864060686624,0.381134720352271,0.3810141332917217,0.0590325604186954,-0.07846369,-0.9483113,-0.74802184,-0.001941959,-0.10731478,-1.7835402
TE11_OESOPHAGUS,ACH-000488,TE11_OESOPHAGUS,esophagus,esophagus_squamous,0.8484525598914794,0.1515474401085206,0.799608830622731,0.894568,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,4,5.539256,3.0630033,1.694926,1.1582415,-0.98143536,False,0.30824754,84,1.8675206749252995,0.2939483794897281,0.2949661815917082,0.0672161621588599,-0.012748646,-0.092457764,-0.03592427,-0.06109636,-0.08664445,-1.650132
TE6_OESOPHAGUS,ACH-000605,TE6_OESOPHAGUS,esophagus,esophagus_squamous,0.8634467164968769,0.1365532835031231,0.773802080937673,0.952388,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,0,3.3400779,2.8260972,1.8816494,-0.075342126,-0.9866765,False,0.3736052,35,2.4574486544147796,0.3492057953410593,0.3480928681801988,0.0541978113605745,-0.038812485,-0.1899523,-0.1653255,-0.017765999,-0.098358154,-2.3287137
TEN_ENDOMETRIUM,ACH-000397,TEN_ENDOMETRIUM,uterus,uterus_endometrium,1.14850034304127,-0.1485003430412701,1.30847686868859,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,1,6.745848,0.9213761,0.67560375,2.7797973,1.002025,False,0.32385758,35,3.3930250805088695,0.3030199241699239,0.3031699781108278,0.0903028622078979,-0.049659047,-0.11241407,-0.06674176,-0.084805675,-0.05894524,-1.8140657
TUHR4TKB_KIDNEY,ACH-000495,TUHR4TKB_KIDNEY,kidney,,0.883374268226462,0.1166257317735379,0.826454825394197,,False,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,1,4.8353496,-1.2658887,-0.07153156,-2.9021847,-0.5627548,False,0.35107237,35,1.4523697383632084,0.3260798575495781,0.3269076997780604,0.1209728703290595,-0.063513115,-0.28121156,-0.19996111,0.012831586,-0.023966862,-1.6474228
UACC257_SKIN,ACH-000579,UACC257_SKIN,skin,melanoma,0.3192344962356939,0.6807655037643061,0.499567482082074,0.113417,True,False,False,False,Figshare all_CL_features.rds v3,interpretation_only_not_model_input,0,-20.862833,-10.816139,2.123195,-7.606026,-2.1884637,True,0.4434621,67,1.8561621014862553,0.3737192638156761,0.3748210022901477,0.2294646757399545,-0.08528292,-1.3067112,-1.0846894,-0.13217264,-0.039174322,-1.6311388
